date,FL504090005.Q,FL503034003.Q,FL502051003.Q,FL504022005.Q,FL503069105.Q,FL503063005.Q,FL503069805.Q,FL503064105.Q,FL503094505.Q,FL753194503.Q,FL663194505.Q,FL504190005.Q,FL504122005.Q,FL503169105.Q,FL503163005.Q,FL504123005.Q,FL713068505.Q,FL503169205.Q,FL503192003.Q,FL503190005.Q,FL663097005.Q,FL503194305.Q,FL503193005.Q
2009:Q1,2221110.00,903160.00,100.00,484003.00,285890.00,198113.00,31531.00,0.00,802316.00,269335.00,532981.00,2221110.00,801898.00,358556.00,443342.00,363762.00,363662.00,100.00,10372.00,1045078.00,802182.00,0.00,242896.00
2009:Q2,1987280.00,837190.00,100.00,384689.00,187380.00,197309.00,28181.00,0.00,737120.00,224457.00,512663.00,1987280.00,740664.00,304001.00,436663.00,223852.00,223752.00,100.00,10522.00,1012242.00,843665.00,0.00,168577.00
2009:Q3,1836647.00,786720.00,100.00,322264.00,128747.00,193517.00,25553.00,0.00,702010.00,199920.00,502090.00,1836647.00,693776.00,255582.00,438194.00,141284.00,141184.00,100.00,10672.00,990915.00,889216.00,0.00,101699.00
2009:Q4,1829975.00,752120.00,103.00,303421.00,128145.00,175276.00,22925.00,25106.00,726300.00,203086.00,523214.00,1829975.00,719494.00,261707.00,457787.00,97288.00,95300.00,1988.00,10822.00,1002371.00,856823.00,1788.00,143760.00
2010:Q1,1711639.00,634196.00,104.00,319191.00,138235.00,180956.00,21019.00,25416.00,711713.00,189184.00,522529.00,1711639.00,689700.00,222895.00,466805.00,94865.00,90205.00,4660.00,10972.00,916102.00,849181.00,4220.00,62701.00
2010:Q2,1632291.00,578256.00,105.00,342209.00,166784.00,175425.00,20779.00,25733.00,665209.00,150402.00,514807.00,1632291.00,659520.00,192951.00,466569.00,92822.00,84974.00,7848.00,11122.00,868827.00,765550.00,6152.00,97125.00
2010:Q3,1673947.00,584082.00,106.00,334884.00,165907.00,168977.00,20774.00,26057.00,708044.00,177067.00,530977.00,1673947.00,684567.00,204787.00,479780.00,84623.00,76299.00,8324.00,11272.00,893485.00,773468.00,7112.00,112905.00
2010:Q4,1654512.00,604085.00,107.00,334558.00,171119.00,163439.00,21439.00,26385.00,667938.00,171579.00,496359.00,1654512.00,621661.00,167069.00,454592.00,82532.00,73354.00,9178.00,11422.00,938897.00,733352.00,7678.00,197867.00
2011:Q1,1622248.00,570220.00,108.00,338448.00,198743.00,139705.00,18274.00,0.00,695198.00,188946.00,506252.00,1622248.00,631524.00,167029.00,464495.00,59238.00,49912.00,9326.00,11572.00,919914.00,709442.00,9630.00,200842.00
2011:Q2,1587954.00,551333.00,109.00,316381.00,181528.00,134853.00,18962.00,0.00,701169.00,173421.00,527748.00,1587954.00,637729.00,146642.00,491087.00,52186.00,42509.00,9677.00,11722.00,886317.00,727626.00,10012.00,148679.00
2011:Q3,1434998.00,489193.00,110.00,247457.00,123642.00,123815.00,16411.00,0.00,681827.00,140135.00,541692.00,1434998.00,635689.00,125329.00,510360.00,40860.00,31032.00,9828.00,11872.00,746577.00,726715.00,10392.00,9470.00
2011:Q4,1458368.00,520714.00,111.00,230536.00,123018.00,107518.00,19421.00,0.00,687586.00,137845.00,549741.00,1458368.00,620482.00,94321.00,526161.00,31319.00,21477.00,9842.00,12022.00,794545.00,658743.00,10434.00,125368.00
2012:Q1,1397980.00,433311.00,112.00,245667.00,149525.00,96142.00,13173.00,0.00,705717.00,154270.00,551447.00,1397980.00,620615.00,92224.00,528391.00,21394.00,11906.00,9488.00,12172.00,743799.00,651519.00,9706.00,82574.00
2012:Q2,1351036.00,403692.00,113.00,254667.00,165671.00,88996.00,12416.00,0.00,680148.00,128518.00,551630.00,1351036.00,608456.00,75768.00,532688.00,8939.00,0.00,8939.00,12322.00,721319.00,706476.00,9520.00,5323.00
2012:Q3,1337905.00,406742.00,114.00,234561.00,156749.00,77812.00,11886.00,0.00,684602.00,117942.00,566660.00,1337905.00,594396.00,36981.00,557415.00,6126.00,0.00,6126.00,12472.00,724911.00,656864.00,6112.00,61935.00
2012:Q4,1367323.00,458310.00,115.00,201217.00,136850.00,64367.00,12903.00,0.00,694778.00,126022.00,568756.00,1367323.00,590518.00,29016.00,561502.00,3007.00,0.00,3007.00,12622.00,761176.00,579545.00,3518.00,178113.00
2013:Q1,1383755.00,413589.00,2.00,230378.00,163577.00,66801.00,12938.00,0.00,726848.00,142936.00,583912.00,1383755.00,622706.00,51726.00,570980.00,2462.00,0.00,2462.00,12772.00,745815.00,638586.00,480.00,106749.00
2013:Q2,1361652.00,407586.00,2.00,221668.00,148000.00,73668.00,11840.00,0.00,720556.00,142092.00,578464.00,1361652.00,617544.00,52107.00,565437.00,2352.00,0.00,2352.00,12922.00,728834.00,713156.00,0.00,15678.00
2013:Q3,1360070.00,425742.00,2.00,217178.00,144601.00,72577.00,10388.00,0.00,706760.00,118689.00,588071.00,1360070.00,609878.00,29076.00,580802.00,2352.00,0.00,2352.00,13072.00,734768.00,702253.00,0.00,32515.00
2013:Q4,1287812.00,396804.00,2.00,172652.00,102946.00,69706.00,10600.00,0.00,707754.00,123501.00,584253.00,1287812.00,618179.00,45235.00,572944.00,2352.00,0.00,2352.00,13222.00,654059.00,673543.00,0.00,-19484.00
2014:Q1,1316463.00,389006.00,2.00,205589.00,123783.00,81806.00,11353.00,0.00,710513.00,123872.00,586641.00,1316463.00,633455.00,62419.00,571036.00,2352.00,0.00,2352.00,13372.00,667284.00,794535.00,0.00,-127251.00
2014:Q2,1299373.00,349213.00,2.00,216345.00,139338.00,77007.00,10074.00,0.00,723739.00,120821.00,602918.00,1299373.00,645267.00,56466.00,588801.00,2352.00,0.00,2352.00,13522.00,638232.00,746545.00,0.00,-108313.00
2014:Q3,1321879.00,352653.00,2.00,226449.00,150562.00,75887.00,10316.00,0.00,732459.00,127849.00,604610.00,1321879.00,658344.00,71645.00,586699.00,2352.00,0.00,2352.00,13672.00,647511.00,735351.00,0.00,-87840.00
2014:Q4,1304646.00,410253.00,2.00,171720.00,97306.00,74414.00,12096.00,0.00,710575.00,103216.00,607359.00,1304646.00,644014.00,48874.00,595140.00,2352.00,0.00,2352.00,13822.00,644458.00,720621.00,0.00,-76163.00
2015:Q1,1367825.00,447159.00,2.00,180169.00,102278.00,77891.00,11629.00,0.00,728866.00,96241.00,632625.00,1367825.00,670425.00,50400.00,620025.00,2352.00,0.00,2352.00,13973.00,681075.00,755388.00,0.00,-74313.00
2015:Q2,1393144.00,430498.00,2.00,222960.00,150300.00,72660.00,12150.00,0.00,727534.00,109130.00,618404.00,1393144.00,673428.00,73366.00,600062.00,2352.00,0.00,2352.00,14123.00,703241.00,703075.00,0.00,166.00
2015:Q3,1455351.00,443541.00,2.00,257638.00,180536.00,77102.00,13144.00,0.00,741026.00,108361.00,632665.00,1455351.00,703994.00,95106.00,608888.00,2352.00,0.00,2352.00,14273.00,734732.00,747497.00,0.00,-12765.00
2015:Q4,1454125.00,445330.00,2.00,246889.00,173853.00,73036.00,12929.00,0.00,748975.00,105386.00,643589.00,1454125.00,710165.00,88768.00,621397.00,2352.00,0.00,2352.00,14423.00,727185.00,706835.00,0.00,20350.00
2016:Q1,1595732.00,480912.00,2.00,298667.00,217748.00,80919.00,17275.00,0.00,798876.00,127109.00,671767.00,1595732.00,762118.00,120468.00,641650.00,2352.00,0.00,2352.00,14573.00,816689.00,785657.00,0.00,31032.00
2016:Q2,1624021.00,463644.00,2.00,339266.00,265009.00,74257.00,19482.00,0.00,801627.00,114902.00,686725.00,1624021.00,771331.00,112808.00,658523.00,2352.00,0.00,2352.00,14723.00,835615.00,719043.00,0.00,116572.00
2016:Q3,1620149.00,457276.00,2.00,364513.00,292922.00,71591.00,16578.00,0.00,781780.00,105777.00,676003.00,1620149.00,747077.00,94765.00,652312.00,2352.00,0.00,2352.00,14873.00,855847.00,692383.00,0.00,163464.00
2016:Q4,1571588.00,444831.00,2.00,332244.00,263262.00,68982.00,15970.00,0.00,778541.00,99445.00,679096.00,1571588.00,744695.00,87466.00,657229.00,2352.00,0.00,2352.00,15024.00,809517.00,666295.00,0.00,143222.00
