date,FU893193005.Q,FU103193005.Q,FU113193003.Q,FU313193005.Q,FU713193005.Q,FU763193005.Q,FU753193005.Q,FU743193005.Q,FU473193005.Q,FU513193005.Q,FU543193005.Q,FU403193005.Q,FU613193005.Q,FU643193005.Q,FU663193005.Q,FU733193005.Q,FU503193005.Q,FU893093005.Q,FU103093005.Q,FU113093005.Q,FU313093003.Q,FU213093003.Q,FU713093005.Q,FU763093005.Q,FU753093005.Q,FU743093005.Q,FU473093005.Q,FU513093005.Q,FU543093005.Q,FU573093005.Q,FU223093005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU613093005.Q,FU643093005.Q,FU663093005.Q,FU733093005.Q,FU903090005.Q
1965:Q3,1027.00,-324.00,0.00,-69.00,-100.00,1255.00,315.00,-4.00,-13.00,0.00,64.00,-74.00,231.00,0.00,1.00,0.00,-255.00,-290.00,-220.00,0.00,0.00,37.00,237.00,-333.00,-548.00,-7.00,-4.00,0.00,48.00,81.00,0.00,0.00,0.00,0.00,14.00,338.00,0.00,68.00,0.00,1316.00
1965:Q4,-1062.00,-276.00,0.00,-169.00,-12.00,7.00,-13.00,-6.00,-14.00,0.00,52.00,199.00,-521.00,0.00,10.00,0.00,-319.00,5487.00,5133.00,0.00,0.00,-12.00,-143.00,423.00,-30.00,14.00,-9.00,0.00,44.00,152.00,0.00,0.00,0.00,0.00,8.00,-90.00,0.00,-3.00,0.00,-6549.00
1966:Q1,2062.00,-105.00,0.00,-117.00,-132.00,2422.00,154.00,4.00,-9.00,0.00,-308.00,128.00,-661.00,0.00,-19.00,0.00,705.00,1960.00,2075.00,0.00,0.00,2.00,-142.00,53.00,22.00,19.00,-4.00,0.00,-129.00,211.00,0.00,0.00,0.00,0.00,-1.00,-94.00,0.00,-52.00,0.00,101.00
1966:Q2,-1875.00,-830.00,0.00,-75.00,80.00,-431.00,29.00,9.00,-7.00,0.00,370.00,-197.00,-874.00,0.00,-15.00,0.00,66.00,889.00,-350.00,0.00,0.00,65.00,184.00,615.00,393.00,29.00,-5.00,0.00,-110.00,267.00,0.00,0.00,0.00,0.00,-48.00,-98.00,0.00,-53.00,0.00,-2764.00
1966:Q3,2366.00,-958.00,0.00,151.00,-65.00,2324.00,-16.00,9.00,-9.00,0.00,395.00,-1.00,-392.00,0.00,-17.00,0.00,945.00,-241.00,-477.00,0.00,0.00,3.00,-15.00,203.00,-55.00,32.00,-2.00,0.00,-118.00,312.00,0.00,0.00,0.00,0.00,93.00,-77.00,0.00,-140.00,0.00,2607.00
1966:Q4,-5558.00,-723.00,0.00,-103.00,214.00,-4262.00,-85.00,6.00,-10.00,0.00,-67.00,-22.00,-1293.00,0.00,-18.00,0.00,805.00,-4589.00,-3532.00,0.00,0.00,75.00,149.00,-1013.00,-217.00,32.00,-8.00,0.00,213.00,222.00,0.00,0.00,0.00,0.00,-135.00,-386.00,0.00,11.00,0.00,-969.00
1967:Q1,2287.00,-975.00,0.00,196.00,-196.00,2393.00,-168.00,10.00,-2.00,0.00,-79.00,1.00,-417.00,0.00,-2.00,0.00,1526.00,769.00,415.00,0.00,0.00,5.00,-101.00,6.00,-458.00,25.00,-4.00,-13.00,638.00,193.00,0.00,0.00,0.00,0.00,-55.00,-50.00,0.00,167.00,0.00,1518.00
1967:Q2,-1511.00,-1312.00,0.00,439.00,114.00,-1300.00,-8.00,12.00,-2.00,0.00,409.00,19.00,104.00,0.00,-6.00,0.00,20.00,942.00,-528.00,0.00,0.00,41.00,108.00,389.00,268.00,27.00,-7.00,0.00,-34.00,292.00,0.00,0.00,0.00,0.00,-3.00,387.00,0.00,2.00,0.00,-2453.00
1967:Q3,303.00,-817.00,0.00,-24.00,-4.00,2198.00,64.00,14.00,-4.00,0.00,280.00,-8.00,-587.00,0.00,-8.00,0.00,-801.00,1712.00,235.00,0.00,0.00,-30.00,151.00,1075.00,-262.00,24.00,-4.00,0.00,-41.00,247.00,0.00,0.00,0.00,0.00,126.00,116.00,0.00,75.00,0.00,-1409.00
1967:Q4,-935.00,1402.00,0.00,-437.00,145.00,-2501.00,103.00,12.00,-4.00,0.00,278.00,49.00,-1124.00,0.00,-9.00,0.00,1151.00,2739.00,1889.00,0.00,0.00,-16.00,80.00,753.00,-118.00,20.00,-8.00,0.00,-1.00,270.00,0.00,0.00,0.00,0.00,-27.00,-86.00,0.00,-17.00,0.00,-3674.00
1968:Q1,2628.00,-3049.00,0.00,403.00,-8.00,3818.00,5.00,6.00,-7.00,0.00,-32.00,25.00,490.00,0.00,-18.00,0.00,995.00,437.00,862.00,0.00,0.00,19.00,-142.00,-499.00,171.00,32.00,-6.00,0.00,30.00,295.00,0.00,0.00,0.00,0.00,-7.00,-184.00,-1.00,-133.00,0.00,2191.00
1968:Q2,-1427.00,-1277.00,0.00,176.00,99.00,-719.00,-201.00,7.00,-8.00,0.00,173.00,107.00,267.00,0.00,-21.00,0.00,-30.00,999.00,-262.00,0.00,0.00,-7.00,-401.00,748.00,294.00,1.00,-8.00,0.00,51.00,125.00,0.00,0.00,0.00,0.00,-9.00,286.00,1.00,179.00,0.00,-2426.00
1968:Q3,2756.00,-1183.00,0.00,163.00,-57.00,2706.00,1.00,6.00,-7.00,0.00,55.00,-122.00,754.00,0.00,-17.00,0.00,457.00,-72.00,-956.00,0.00,0.00,-64.00,56.00,1385.00,-911.00,27.00,-3.00,0.00,65.00,183.00,0.00,0.00,0.00,0.00,-37.00,164.00,-1.00,20.00,0.00,2828.00
1968:Q4,-1860.00,-1366.00,0.00,-19.00,301.00,-850.00,-251.00,5.00,-6.00,0.00,237.00,-42.00,-671.00,0.00,-9.00,0.00,811.00,4521.00,3335.00,0.00,0.00,-33.00,591.00,-1105.00,995.00,84.00,-10.00,0.00,78.00,185.00,0.00,0.00,0.00,0.00,66.00,322.00,1.00,12.00,0.00,-6380.00
1969:Q1,5012.00,-1948.00,0.00,107.00,-355.00,5526.00,-1336.00,-21.00,-8.00,0.00,-48.00,103.00,373.00,0.00,-10.00,1550.00,1079.00,536.00,1072.00,0.00,0.00,-43.00,-81.00,-2023.00,248.00,182.00,-8.00,0.00,121.00,230.00,0.00,0.00,0.00,0.00,13.00,507.00,0.00,-72.00,390.00,4476.00
1969:Q2,-1168.00,-2568.00,0.00,-276.00,287.00,-3342.00,-111.00,-31.00,-5.00,0.00,268.00,19.00,1559.00,0.00,-25.00,1515.00,1542.00,3244.00,-14.00,0.00,0.00,-22.00,-188.00,1883.00,-253.00,300.00,-8.00,0.00,124.00,207.00,0.00,0.00,0.00,0.00,108.00,908.00,0.00,-44.00,243.00,-4412.00
1969:Q3,8811.00,-2236.00,0.00,77.00,-199.00,6773.00,-150.00,6.00,-4.00,0.00,1.00,201.00,199.00,0.00,-22.00,1630.00,2535.00,-2187.00,-386.00,0.00,0.00,-13.00,421.00,-2064.00,-52.00,272.00,-4.00,0.00,73.00,216.00,0.00,0.00,0.00,0.00,87.00,-411.00,0.00,-100.00,-226.00,10998.00
1969:Q4,-8987.00,-2232.00,0.00,-267.00,571.00,-8788.00,1483.00,6.00,-1.00,0.00,152.00,174.00,-1572.00,0.00,-27.00,-259.00,1773.00,3219.00,3058.00,0.00,0.00,-32.00,34.00,281.00,-720.00,96.00,-11.00,0.00,116.00,190.00,0.00,0.00,0.00,0.00,148.00,-267.00,0.00,-16.00,342.00,-12205.00
1970:Q1,9347.00,-8936.00,7623.00,-107.00,-134.00,5404.00,-2257.00,17.00,3.00,0.00,-120.00,198.00,1965.00,0.00,-9.00,1334.00,4366.00,2631.00,566.00,0.00,0.00,-1.00,-227.00,-128.00,648.00,113.00,-9.00,0.00,94.00,228.00,0.00,0.00,0.00,0.00,109.00,742.00,0.00,-66.00,561.00,6716.00
1970:Q2,-3963.00,-2983.00,140.00,122.00,156.00,-5372.00,318.00,25.00,5.00,0.00,232.00,82.00,-126.00,0.00,-8.00,2064.00,1382.00,1757.00,556.00,0.00,0.00,2.00,-135.00,349.00,-628.00,65.00,-11.00,0.00,87.00,403.00,0.00,0.00,0.00,0.00,179.00,128.00,-1.00,-217.00,980.00,-5720.00
1970:Q3,-7043.00,-2515.00,342.00,250.00,-43.00,1569.00,-441.00,25.00,6.00,0.00,-46.00,85.00,-368.00,0.00,1.00,634.00,-6542.00,-4050.00,-695.00,0.00,0.00,-29.00,138.00,-1598.00,-539.00,38.00,-5.00,0.00,83.00,82.00,0.00,0.00,0.00,0.00,-338.00,-20.00,1.00,256.00,-1424.00,-2993.00
1970:Q4,-3665.00,-1705.00,476.00,274.00,481.00,-3317.00,546.00,19.00,6.00,0.00,80.00,156.00,-2169.00,0.00,-8.00,2853.00,-1357.00,5425.00,3656.00,0.00,0.00,-12.00,-320.00,585.00,-847.00,40.00,-14.00,0.00,82.00,138.00,0.00,0.00,0.00,0.00,817.00,283.00,0.00,118.00,899.00,-9090.00
1971:Q1,3633.00,-2120.00,754.00,317.00,-506.00,5146.00,-975.00,12.00,-13.00,0.00,-26.00,-100.00,3486.00,0.00,-20.00,-497.00,-1825.00,5465.00,1095.00,1000.00,0.00,-11.00,64.00,2780.00,595.00,-176.00,-17.00,0.00,124.00,128.00,0.00,0.00,0.00,0.00,-2.00,747.00,61.00,191.00,-1113.00,-1832.00
1971:Q2,-4162.00,-2321.00,404.00,382.00,-51.00,-2722.00,-1011.00,27.00,-17.00,0.00,251.00,-42.00,837.00,0.00,-19.00,1285.00,-1165.00,2714.00,-349.00,1000.00,0.00,49.00,56.00,1381.00,-273.00,-163.00,-18.00,0.00,148.00,258.00,0.00,0.00,0.00,0.00,227.00,439.00,-44.00,-51.00,54.00,-6876.00
1971:Q3,8124.00,-1571.00,685.00,-234.00,-202.00,5283.00,548.00,54.00,-17.00,0.00,68.00,389.00,1489.00,0.00,-28.00,2014.00,-354.00,3325.00,1392.00,1000.00,0.00,70.00,-54.00,-220.00,264.00,233.00,-10.00,0.00,149.00,230.00,0.00,0.00,0.00,0.00,-23.00,44.00,87.00,6.00,157.00,4799.00
1971:Q4,-4521.00,-1568.00,1052.00,363.00,530.00,-4638.00,332.00,-4.00,-16.00,0.00,227.00,-349.00,-1565.00,0.00,-22.00,691.00,446.00,9382.00,6914.00,1000.00,0.00,-17.00,70.00,677.00,41.00,177.00,-17.00,0.00,129.00,220.00,0.00,0.00,0.00,0.00,-49.00,473.00,63.00,20.00,-319.00,-13903.00
1972:Q1,9509.00,-631.00,920.00,-109.00,-294.00,5487.00,2443.00,40.00,-18.00,0.00,136.00,166.00,1417.00,66.00,155.00,378.00,-647.00,5583.00,1978.00,1000.00,0.00,25.00,-133.00,487.00,542.00,-175.00,-21.00,0.00,113.00,1220.00,0.00,0.00,0.00,0.00,115.00,248.00,468.00,116.00,-400.00,3926.00
1972:Q2,3541.00,553.00,285.00,106.00,285.00,-77.00,1066.00,54.00,-17.00,0.00,616.00,34.00,565.00,134.00,162.00,844.00,-1069.00,7032.00,840.00,1200.00,0.00,2.00,-33.00,2434.00,60.00,-143.00,-19.00,0.00,99.00,2021.00,0.00,0.00,0.00,0.00,-9.00,343.00,278.00,-17.00,-24.00,-3491.00
1972:Q3,3122.00,570.00,503.00,-295.00,-91.00,2185.00,-213.00,47.00,-17.00,0.00,256.00,334.00,-73.00,93.00,174.00,2198.00,-2549.00,2911.00,15.00,1200.00,0.00,-45.00,130.00,-1513.00,34.00,74.00,-10.00,0.00,96.00,2061.00,0.00,0.00,0.00,0.00,-36.00,201.00,251.00,2.00,451.00,212.00
1972:Q4,5249.00,-220.00,976.00,328.00,60.00,1827.00,563.00,1.00,-17.00,0.00,25.00,-129.00,-852.00,16.00,253.00,2717.00,-299.00,28460.00,20402.00,1200.00,0.00,-84.00,227.00,3286.00,813.00,254.00,-20.00,0.00,105.00,1445.00,0.00,0.00,0.00,0.00,-389.00,546.00,130.00,35.00,510.00,-23211.00
1973:Q1,8696.00,268.00,968.00,233.00,99.00,4362.00,-97.00,3.00,13.00,0.00,292.00,717.00,814.00,37.00,-1080.00,3863.00,-1796.00,6903.00,986.00,1756.00,0.00,2.00,-198.00,394.00,-9.00,118.00,-25.00,0.00,110.00,1200.00,0.00,0.00,0.00,0.00,302.00,-4.00,470.00,-180.00,1981.00,1793.00
1973:Q2,6442.00,-2205.00,133.00,54.00,-48.00,3018.00,212.00,3.00,15.00,0.00,341.00,-362.00,1002.00,1.00,-307.00,2575.00,2010.00,6468.00,168.00,461.00,0.00,7.00,183.00,2594.00,30.00,-50.00,-25.00,0.00,115.00,856.00,0.00,0.00,0.00,0.00,47.00,562.00,-256.00,-103.00,1879.00,-26.00
1973:Q3,7547.00,-2017.00,627.00,-831.00,375.00,3169.00,-3.00,124.00,17.00,0.00,-50.00,682.00,318.00,11.00,-1797.00,6003.00,919.00,-67.00,427.00,409.00,0.00,20.00,-145.00,-4650.00,206.00,36.00,-2.00,0.00,116.00,518.00,0.00,0.00,0.00,0.00,598.00,-253.00,-627.00,86.00,3195.00,7613.00
1973:Q4,3089.00,-2493.00,1559.00,181.00,798.00,-2943.00,366.00,124.00,19.00,0.00,90.00,374.00,1257.00,66.00,-271.00,-181.00,4143.00,16408.00,10545.00,201.00,0.00,-57.00,357.00,4834.00,-137.00,-26.00,-12.00,0.00,116.00,1046.00,0.00,0.00,0.00,0.00,40.00,1120.00,-227.00,-129.00,-1263.00,-13319.00
1974:Q1,5332.00,-2671.00,1077.00,-42.00,-817.00,4538.00,-403.00,-120.00,80.00,0.00,24.00,-348.00,1721.00,194.00,-848.00,2304.00,643.00,-960.00,1508.00,6.00,0.00,-60.00,-356.00,-3788.00,-66.00,56.00,-23.00,0.00,137.00,946.00,0.00,0.00,0.00,0.00,-241.00,548.00,-258.00,11.00,619.00,6292.00
1974:Q2,-1945.00,-2909.00,858.00,-912.00,55.00,-4138.00,121.00,-122.00,85.00,0.00,481.00,-189.00,-541.00,1390.00,-349.00,1094.00,3131.00,-3016.00,-2563.00,-175.00,0.00,26.00,193.00,-856.00,-21.00,-47.00,-23.00,0.00,142.00,1146.00,0.00,-17.00,0.00,0.00,-673.00,-269.00,373.00,-218.00,-34.00,1071.00
1974:Q3,2437.00,402.00,1603.00,-636.00,179.00,2509.00,-320.00,-54.00,84.00,0.00,201.00,-162.00,-644.00,-66.00,-838.00,-3981.00,4160.00,-9240.00,1179.00,-253.00,0.00,32.00,63.00,-5463.00,-146.00,-142.00,-3.00,0.00,157.00,1427.00,0.00,-31.00,0.00,0.00,310.00,-1043.00,-315.00,-709.00,-4303.00,11677.00
1974:Q4,-16112.00,-160.00,2040.00,1583.00,339.00,-14919.00,-32.00,114.00,79.00,0.00,465.00,-312.00,-4300.00,-91.00,-311.00,1690.00,-2297.00,1571.00,723.00,-229.00,0.00,-52.00,1913.00,750.00,-384.00,-83.00,-18.00,0.00,181.00,1107.00,0.00,-42.00,0.00,0.00,-1212.00,-1498.00,-179.00,196.00,398.00,-17682.00
1975:Q1,19914.00,18577.00,781.00,-377.00,-759.00,3630.00,1319.00,3.00,-15.00,0.00,52.00,107.00,711.00,148.00,-1286.00,968.00,-3945.00,-15186.00,-16695.00,-266.00,0.00,-15.00,-66.00,826.00,126.00,166.00,-37.00,0.00,220.00,1163.00,0.00,-56.00,0.00,0.00,-71.00,-625.00,797.00,411.00,-1064.00,35099.00
1975:Q2,6694.00,11127.00,1.00,143.00,171.00,-171.00,162.00,1.00,-24.00,0.00,401.00,907.00,-4158.00,-543.00,-1001.00,3785.00,-4107.00,-13840.00,-13563.00,-373.00,0.00,-15.00,-149.00,-1724.00,542.00,181.00,-37.00,0.00,272.00,2877.00,0.00,17.00,0.00,0.00,424.00,-2896.00,-565.00,228.00,941.00,20534.00
1975:Q3,22963.00,11993.00,395.00,-365.00,-125.00,10074.00,367.00,65.00,-26.00,0.00,200.00,-235.00,1011.00,-976.00,1843.00,3533.00,-4791.00,8186.00,-4995.00,-317.00,0.00,-2.00,-239.00,8479.00,-468.00,114.00,-15.00,0.00,259.00,4205.00,0.00,6.00,0.00,0.00,905.00,-159.00,-325.00,-266.00,1003.00,14778.00
1975:Q4,-18214.00,-11087.00,1853.00,-110.00,431.00,-2983.00,-145.00,66.00,-23.00,0.00,540.00,308.00,-3716.00,-368.00,-1218.00,142.00,-1904.00,5084.00,2168.00,-101.00,0.00,-40.00,382.00,1944.00,69.00,122.00,-26.00,0.00,183.00,2505.00,0.00,47.00,0.00,0.00,-295.00,-479.00,-51.00,96.00,-1440.00,-23297.00
1976:Q1,32464.00,20757.00,-291.00,431.00,-237.00,5608.00,177.00,38.00,-11.00,0.00,151.00,-110.00,629.00,341.00,2677.00,2027.00,277.00,-8796.00,-11874.00,104.00,0.00,-41.00,163.00,1805.00,-175.00,-145.00,-40.00,0.00,201.00,47.00,0.00,-8.00,0.00,0.00,-209.00,8.00,-41.00,3246.00,-1837.00,41260.00
1976:Q2,4945.00,-605.00,124.00,489.00,-190.00,2213.00,-657.00,41.00,-4.00,0.00,658.00,-311.00,362.00,-183.00,162.00,2219.00,627.00,5730.00,9481.00,289.00,0.00,103.00,125.00,-1412.00,-313.00,-122.00,-37.00,0.00,184.00,-2218.00,0.00,19.00,0.00,0.00,-403.00,-133.00,-20.00,182.00,5.00,-785.00
1976:Q3,14308.00,8779.00,458.00,-542.00,412.00,6199.00,25.00,-62.00,4.00,0.00,296.00,415.00,102.00,-240.00,-386.00,1314.00,-2466.00,3679.00,2926.00,381.00,0.00,51.00,-324.00,-1470.00,196.00,111.00,-18.00,0.00,177.00,2165.00,0.00,39.00,0.00,0.00,200.00,-498.00,-40.00,-118.00,-99.00,10629.00
1976:Q4,-30031.00,-19032.00,955.00,561.00,18.00,-11494.00,-51.00,-55.00,8.00,0.00,236.00,291.00,-1533.00,155.00,-693.00,2454.00,-1851.00,-478.00,-831.00,380.00,0.00,-24.00,-226.00,-1728.00,-176.00,61.00,-33.00,0.00,178.00,3048.00,0.00,-30.00,0.00,0.00,-61.00,-100.00,-30.00,-704.00,-202.00,-29553.00
1977:Q1,33994.00,16551.00,289.00,-525.00,-594.00,5311.00,371.00,178.00,134.00,0.00,287.00,295.00,1879.00,171.00,434.00,2075.00,7138.00,16945.00,6568.00,423.00,0.00,4.00,-199.00,3293.00,-233.00,32.00,-49.00,0.00,354.00,5231.00,0.00,35.00,0.00,0.00,-67.00,-333.00,2.00,663.00,1220.00,17049.00
1977:Q2,12260.00,1762.00,-959.00,213.00,244.00,6676.00,-678.00,211.00,137.00,0.00,273.00,296.00,-1408.00,-229.00,62.00,1035.00,4625.00,3583.00,-1044.00,506.00,0.00,-69.00,16.00,3630.00,-50.00,-29.00,-44.00,0.00,337.00,7.00,0.00,-77.00,0.00,0.00,388.00,95.00,-2.00,249.00,-330.00,8677.00
1977:Q3,23245.00,15531.00,207.00,-714.00,318.00,4861.00,426.00,29.00,141.00,0.00,295.00,-293.00,1394.00,-76.00,-659.00,1315.00,470.00,18118.00,13626.00,515.00,0.00,-70.00,-60.00,-678.00,-82.00,5.00,-32.00,0.00,326.00,4147.00,0.00,-2.00,0.00,0.00,26.00,849.00,0.00,-160.00,-292.00,5127.00
1977:Q4,-6116.00,-2147.00,410.00,101.00,169.00,-7731.00,486.00,10.00,148.00,0.00,418.00,57.00,-1340.00,12.00,-2385.00,2710.00,2966.00,20468.00,24907.00,447.00,0.00,-19.00,-434.00,-1969.00,-229.00,4.00,-38.00,0.00,316.00,-888.00,0.00,-63.00,0.00,0.00,626.00,-33.00,80.00,-2043.00,-196.00,-26584.00
1978:Q1,38424.00,24563.00,1531.00,-155.00,-425.00,9504.00,438.00,78.00,22.00,0.00,340.00,-255.00,810.00,362.00,1071.00,59.00,481.00,27825.00,16156.00,387.00,0.00,-3.00,-180.00,2824.00,515.00,279.00,174.00,0.00,203.00,4870.00,0.00,-30.00,0.00,0.00,522.00,-355.00,-62.00,2331.00,194.00,10599.00
1978:Q2,21288.00,4648.00,597.00,-664.00,341.00,9030.00,925.00,80.00,25.00,0.00,301.00,428.00,-2309.00,55.00,1990.00,-1181.00,7022.00,-12993.00,-16212.00,334.00,0.00,49.00,79.00,2773.00,277.00,398.00,505.00,0.00,221.00,-1483.00,0.00,-10.00,0.00,0.00,-97.00,372.00,43.00,26.00,-267.00,34280.00
1978:Q3,33746.00,20470.00,177.00,8.00,145.00,6949.00,1365.00,59.00,17.00,0.00,336.00,591.00,4375.00,-264.00,576.00,-378.00,-680.00,13801.00,-224.00,329.00,0.00,75.00,-39.00,7914.00,556.00,212.00,439.00,0.00,227.00,2798.00,0.00,-209.00,0.00,0.00,203.00,1326.00,-46.00,712.00,-472.00,19945.00
1978:Q4,42605.00,16078.00,935.00,535.00,949.00,12086.00,-221.00,72.00,0.00,0.00,402.00,496.00,3172.00,75.00,122.00,-512.00,8416.00,39825.00,34211.00,372.00,0.00,23.00,-105.00,-847.00,-213.00,165.00,540.00,0.00,277.00,3968.00,0.00,738.00,0.00,0.00,-182.00,829.00,215.00,-60.00,-106.00,2780.00
1979:Q1,54426.00,41200.00,1989.00,-297.00,-689.00,7219.00,1255.00,88.00,41.00,0.00,462.00,-30.00,533.00,-47.00,-2009.00,182.00,4529.00,4530.00,-2282.00,418.00,0.00,60.00,663.00,1538.00,20.00,390.00,309.00,0.00,325.00,2557.00,0.00,106.00,0.00,0.00,317.00,-354.00,59.00,101.00,304.00,49896.00
1979:Q2,36374.00,20253.00,410.00,2111.00,363.00,9183.00,-1958.00,75.00,22.00,0.00,464.00,393.00,4214.00,-84.00,-354.00,-1821.00,3103.00,9787.00,1386.00,469.00,0.00,38.00,-447.00,3370.00,-48.00,362.00,333.00,0.00,369.00,1935.00,0.00,95.00,0.00,0.00,-459.00,1560.00,47.00,756.00,21.00,26587.00
1979:Q3,46476.00,37940.00,806.00,-1078.00,273.00,-2403.00,92.00,327.00,2.00,0.00,462.00,-446.00,5582.00,261.00,1292.00,-159.00,3525.00,11114.00,15400.00,456.00,0.00,43.00,995.00,-10181.00,105.00,255.00,431.00,0.00,379.00,48.00,0.00,111.00,0.00,0.00,32.00,2416.00,42.00,462.00,120.00,35362.00
1979:Q4,14936.00,19094.00,3732.00,-2046.00,1008.00,-5197.00,-456.00,343.00,-15.00,0.00,280.00,1169.00,-3457.00,-153.00,525.00,1567.00,-1458.00,24895.00,25597.00,379.00,0.00,-84.00,-47.00,-3840.00,-20.00,283.00,629.00,0.00,352.00,2021.00,0.00,62.00,0.00,0.00,524.00,-1204.00,22.00,744.00,-524.00,-9958.00
1980:Q1,47173.00,31919.00,1561.00,954.00,-1411.00,7053.00,1048.00,383.00,1809.00,0.00,155.00,70.00,2558.00,49.00,-1637.00,-2254.00,4916.00,3102.00,-1028.00,-401.00,0.00,21.00,-1650.00,6817.00,-13.00,394.00,1177.00,0.00,332.00,1861.00,18.00,-74.00,0.00,0.00,56.00,-2508.00,30.00,-831.00,-1100.00,44071.00
1980:Q2,8225.00,13581.00,2453.00,-1352.00,1145.00,-4208.00,-175.00,755.00,-25.00,0.00,-181.00,676.00,2240.00,-18.00,-8711.00,1478.00,567.00,-3442.00,-10031.00,-1884.00,0.00,-55.00,788.00,-1306.00,400.00,389.00,830.00,0.00,313.00,1363.00,17.00,294.00,1.00,0.00,-26.00,3968.00,37.00,1220.00,241.00,11667.00
1980:Q3,31858.00,33389.00,1263.00,109.00,-1337.00,660.00,84.00,783.00,-925.00,0.00,-19.00,988.00,-2276.00,102.00,355.00,1062.00,-2380.00,36326.00,30816.00,-491.00,0.00,-26.00,-268.00,226.00,456.00,427.00,372.00,0.00,318.00,2185.00,18.00,58.00,0.00,0.00,350.00,856.00,30.00,982.00,17.00,-4468.00
1980:Q4,-19751.00,-24591.00,1501.00,-1599.00,550.00,-426.00,293.00,580.00,675.00,0.00,105.00,326.00,-168.00,-76.00,364.00,22.00,2693.00,19073.00,8291.00,3774.00,0.00,-6.00,997.00,5366.00,765.00,550.00,942.00,0.00,345.00,-1283.00,17.00,-183.00,0.00,0.00,870.00,-2568.00,13.00,602.00,581.00,-38824.00
1981:Q1,105699.00,91300.00,-1381.00,3069.00,-530.00,2985.00,443.00,295.00,-173.00,0.00,754.00,416.00,11055.00,-59.00,-3564.00,4853.00,-3764.00,95548.00,75708.00,3515.00,0.00,99.00,296.00,4055.00,450.00,802.00,-616.00,0.00,313.00,-1397.00,18.00,-67.00,-1.00,0.00,1379.00,3880.00,30.00,-650.00,7734.00,10151.00
1981:Q2,-11365.00,-9930.00,-1365.00,-6630.00,595.00,5645.00,-449.00,274.00,-474.00,0.00,1098.00,-96.00,2920.00,55.00,-3592.00,-313.00,897.00,5964.00,-373.00,3390.00,0.00,49.00,412.00,5047.00,332.00,970.00,-531.00,0.00,206.00,1005.00,17.00,574.00,0.00,0.00,-1961.00,-1201.00,13.00,326.00,-2311.00,-17329.00
1981:Q3,39019.00,33280.00,575.00,3840.00,391.00,-4326.00,853.00,222.00,824.00,0.00,1221.00,302.00,3825.00,-58.00,-5968.00,2248.00,1790.00,34500.00,28941.00,2765.00,0.00,62.00,-986.00,-2156.00,1436.00,797.00,873.00,0.00,353.00,1681.00,18.00,125.00,1.00,0.00,412.00,581.00,-9.00,-1068.00,674.00,4519.00
1981:Q4,-11607.00,-4112.00,864.00,770.00,97.00,-12746.00,-238.00,148.00,-77.00,0.00,599.00,822.00,66.00,-12.00,10509.00,5936.00,-14233.00,21866.00,25422.00,2390.00,0.00,-127.00,301.00,-5224.00,-12.00,284.00,-640.00,0.00,755.00,-2758.00,18.00,407.00,0.00,0.00,811.00,-1739.00,-5.00,1870.00,113.00,-33473.00
1982:Q1,54061.00,33687.00,7113.00,3418.00,-865.00,4621.00,405.00,0.00,-453.00,0.00,624.00,-109.00,4292.00,106.00,-4752.00,159.00,5815.00,38116.00,35223.00,-3132.00,0.00,-17.00,-280.00,8636.00,606.00,-420.00,-1072.00,0.00,1151.00,-5035.00,30.00,495.00,0.00,0.00,223.00,2471.00,43.00,-706.00,-100.00,15946.00
1982:Q2,31033.00,588.00,6910.00,1741.00,-87.00,14552.00,-360.00,-223.00,33.00,0.00,417.00,781.00,3554.00,-40.00,-3635.00,-1950.00,8752.00,13423.00,3701.00,-3007.00,0.00,-16.00,-263.00,11123.00,-191.00,-1182.00,1202.00,0.00,1571.00,690.00,31.00,-416.00,0.00,0.00,-163.00,1388.00,-31.00,-118.00,-897.00,17610.00
1982:Q3,29971.00,27538.00,6989.00,157.00,-67.00,-5709.00,404.00,-121.00,-82.00,0.00,726.00,-3361.00,-3157.00,12.00,3560.00,9235.00,-6153.00,22465.00,12681.00,-2382.00,0.00,73.00,902.00,5621.00,95.00,-1172.00,-195.00,0.00,1765.00,6393.00,31.00,-347.00,0.00,0.00,-2566.00,-55.00,27.00,1336.00,258.00,7506.00
1982:Q4,-34058.00,-16736.00,7564.00,-5166.00,892.00,-15451.00,-553.00,306.00,-398.00,0.00,819.00,4870.00,-4857.00,-4.00,-6195.00,3600.00,-2749.00,469.00,-1483.00,-2007.00,0.00,-49.00,-251.00,-51.00,-1082.00,-390.00,-444.00,0.00,1775.00,52.00,31.00,-346.00,0.00,0.00,3427.00,-1800.00,0.00,2375.00,712.00,-34527.00
1983:Q1,61440.00,19704.00,2766.00,1753.00,-1066.00,20609.00,-186.00,414.00,133.00,0.00,1154.00,1028.00,2120.00,-20.00,6754.00,-2837.00,9114.00,33874.00,11962.00,965.00,0.00,-51.00,12.00,11248.00,-415.00,16.00,-163.00,0.00,1136.00,4416.00,35.00,-112.00,204.00,0.00,566.00,3402.00,68.00,2354.00,-1769.00,27565.00
