date,FA796902505.A,FA796300081.A,FA796902605.A,FA796025005.A,FA796020001.A,FA796401001.A,FA796240101.A,FA796402101.A,FA796140005.A,FA796402101.A,FA796150105.A,FA796130101.A,FA796121101.A,FA793092281.A,FA796150005.A,FA796130001.A,FA796120005.A,FA796121001.A,FA796122001.A,FA793192281.A,FA796112001.A,FA796140005.A,FA796220001.A,FA796403005.A,FA796012095.A,FA796012095.A,FA796006385.A,FA796012095.A,FA795440005.A,FA795015085.A,FA795013005.A,FA796300081.A,FA795000995.A,FA795000995.A,FA794090005.A,FA713011203.A,FA794000005.A,FA794022005.A,FA793069175.A,FA793061105.A,FA793061705.A,FA793062005.A,FA793063005.A,FA794035005.A,FA794041005.A,FA793065005.A,FA793081005.A,FA793064105.A,FA793064205.A,FA793034005.A,FA793092405.A,FA793092005.A,FA713164003.A,FA793094005.A,FA793052005.A,FA793096005.A,FA794190005.A,FA794100005.A,FA794122005.A,FA423161705.A,FA793163005.A,FA793169175.A,FA794135005.A,FA794141005.A,FA643165005.A,FA793181005.A,FA634090005.A,FA793164105.A,FA653164205.A,FA403192405.A,FA793192005.A,FA662090205.A,FA793194005.A,FA713164003.A,FA583152005.A,FA793196005.A,FA795000005.A,FV798090185.A,FV792010095.A,FV798090085.A,FU797005045.A,FR792010095.A,FR795013665.A,FR795013265.A,FR795013765.A,FR794090085.A,FR794022005.A,FR793064105.A,FR793064205.A,FR793092005.A,FR593052025.A,FR794190085.A,FR793164105.A,FR653164205.A,FR793192005.A,FR662090205.A,FR793194005.A,FR583152005.A,FR798200005.A,FC792090095.A,FL792000095.A,FL792010095.A,FL795013665.A,FL795013265.A,FL795013765.A,FL794090005.A,FL713011203.A,FL794000005.A,FL794022005.A,FL793069175.A,FL793061105.A,FL793061705.A,FL793062005.A,FL793063005.A,FL794035005.A,FL794041005.A,FL793065005.A,FL793081005.A,LM793064105.A,LM793064205.A,FL793034005.A,FL793092405.A,FL793092005.A,FL713164003.A,FL793094005.A,FL793052005.A,FL793096005.A,FL792100005.A,FL794194005.A,FL794100005.A,FL794122005.A,FL423161705.A,FL793163005.A,FL793169175.A,FL794135005.A,FL794141005.A,FL643165005.A,FL793181005.A,FL634090005.A,LM793164105.A,LM653164205.A,FL403192405.A,FL793192005.A,FL662090205.A,FL793194005.A,FL713164003.A,FL583152005.A,FL793196005.A,FL792090095.A
1987,292790.00,39322.00,253469.00,174384.00,150392.00,23992.00,18037.00,61048.00,37577.00,61048.00,857284.00,820731.00,33819.00,2733.00,880754.00,811579.00,69167.00,53175.00,15992.00,8.00,0.00,37577.00,36211.00,-4394.00,5761.00,5761.00,5761.00,5761.00,0.00,34993.00,74315.00,39322.00,-29232.00,-29232.00,975583.00,14.00,-19992.00,356936.00,26352.00,72906.00,154097.00,-9737.00,113318.00,400454.00,91651.00,308803.00,97391.00,51980.00,4765.00,1541.00,1796.00,1562.00,173.00,35574.00,86953.00,53827.00,963005.00,178888.00,273519.00,168007.00,78602.00,26910.00,-314.00,-634.00,320.00,127315.00,23944.00,14868.00,49697.00,1294.00,5345.00,-819.00,32813.00,173.00,335038.00,48559.00,12578.00,51699.00,0.00,9890.00,-41810.00,8774.00,8426.00,284.00,64.00,19354.00,-17028.00,-7867.00,5707.00,7339.00,31203.00,-43808.00,-54886.00,-18598.00,-1784.00,548.00,0.00,30912.00,71936.00,129396.00,12940554.00,445919.00,260343.00,167104.00,18472.00,12494635.00,11078.00,305053.00,3794085.00,413716.00,1168227.00,802286.00,459987.00,949869.00,5213282.00,2610043.00,2603239.00,1529414.00,1047752.00,71220.00,38870.00,11281.00,44098.00,2047.00,314146.00,1117202.00,524521.00,12940554.00,12453406.00,3622859.00,1699477.00,972608.00,403960.00,322909.00,894846.00,891736.00,3110.00,1478346.00,316096.00,328947.00,481466.00,14966.00,14723.00,5274.00,314827.00,2047.00,4236275.00,521603.00,487148.00
1988,312549.00,44693.00,267856.00,189347.00,162160.00,27187.00,20111.00,58399.00,49691.00,58399.00,970624.00,925311.00,42770.00,2542.00,979331.00,901258.00,78043.00,58629.00,19414.00,30.00,0.00,49691.00,37677.00,-370.00,12385.00,12385.00,12385.00,12385.00,0.00,37232.00,81924.00,44693.00,-24846.00,-24846.00,1083750.00,-18.00,29771.00,347271.00,73470.00,28759.00,87316.00,-903.00,158629.00,476540.00,185779.00,290761.00,70446.00,14014.00,383.00,8451.00,1896.00,4295.00,66.00,41341.00,61989.00,97752.00,1094721.00,232245.00,227785.00,120776.00,52178.00,54831.00,80851.00,80578.00,273.00,69014.00,22766.00,22906.00,-5915.00,1964.00,-12942.00,96.00,40073.00,66.00,358690.00,126136.00,-10971.00,19727.00,0.00,5851.00,-13876.00,12033.00,9018.00,3279.00,-265.00,47923.00,-1572.00,32086.00,9384.00,2835.00,5189.00,68137.00,37028.00,27546.00,-827.00,262.00,0.00,4128.00,-8182.00,23930.00,14144599.00,495359.00,284633.00,189069.00,21657.00,13649240.00,11060.00,335744.00,4138368.00,487186.00,1192637.00,888810.00,460252.00,1109483.00,5689661.00,2800729.00,2888932.00,1644165.00,1093852.00,80987.00,47321.00,13177.00,51228.00,2113.00,355487.00,1184134.00,646108.00,14144599.00,13633521.00,3870475.00,1927262.00,1093384.00,456138.00,377740.00,975697.00,972314.00,3383.00,1611369.00,338862.00,388881.00,503097.00,16930.00,954.00,5632.00,354900.00,2113.00,4598846.00,649872.00,511078.00
1989,349116.00,50266.00,298850.00,196363.00,166828.00,29535.00,21483.00,81004.00,65666.00,81004.00,1129636.00,1077570.00,48986.00,3080.00,1144974.00,1056371.00,88658.00,69999.00,18659.00,-55.00,0.00,65666.00,44860.00,10428.00,10377.00,10377.00,7183.00,10377.00,3194.00,41057.00,91323.00,50266.00,-33874.00,-33874.00,982554.00,-1.00,55799.00,315333.00,63499.00,73979.00,77780.00,3568.00,96507.00,425719.00,148636.00,277083.00,54588.00,10263.00,2426.00,11675.00,208.00,12750.00,130.00,17136.00,88841.00,42276.00,934560.00,102131.00,221657.00,149492.00,40817.00,31348.00,106954.00,106627.00,327.00,145760.00,91145.00,3613.00,29302.00,-595.00,4538.00,-1735.00,19362.00,130.00,355270.00,2788.00,47994.00,63915.00,-186.00,-17767.00,-81867.00,11063.00,10001.00,1822.00,-760.00,165458.00,10574.00,272010.00,13317.00,8779.00,-139223.00,225681.00,84516.00,58946.00,-954.00,815.00,0.00,82358.00,-49161.00,21937.00,15401585.00,547514.00,311945.00,210089.00,25480.00,14854071.00,11059.00,401132.00,4455073.00,550685.00,1270242.00,969444.00,465117.00,1199585.00,6137442.00,2983994.00,3153448.00,1997194.00,1356471.00,116384.00,63331.00,13385.00,72757.00,2243.00,372623.00,1220158.00,632013.00,15401585.00,14868570.00,3972606.00,2177419.00,1242876.00,525455.00,409088.00,1082651.00,1078941.00,3710.00,1900452.00,430007.00,477010.00,591345.00,16335.00,4538.00,4712.00,374262.00,2243.00,5122880.00,612562.00,533015.00
1990,354923.00,55514.00,299409.00,209429.00,176956.00,32473.00,23401.00,66579.00,67247.00,66579.00,1150026.00,1093264.00,52180.00,4582.00,1149358.00,1051173.00,98096.00,77969.00,20127.00,89.00,0.00,67247.00,46971.00,9436.00,10841.00,10841.00,10841.00,10841.00,0.00,33412.00,88925.00,55514.00,-22571.00,-22571.00,754967.00,-1.00,-13484.00,390338.00,30681.00,120446.00,151222.00,19654.00,68335.00,165031.00,-16189.00,181220.00,48681.00,22837.00,11522.00,21389.00,-2281.00,-2879.00,180.00,-2087.00,125679.00,38723.00,746670.00,59176.00,230587.00,167461.00,54533.00,8593.00,-49006.00,-49626.00,620.00,110305.00,71261.00,6683.00,42854.00,-2531.00,-11327.00,-690.00,3875.00,180.00,365992.00,29616.00,8297.00,-8208.00,0.00,-39075.00,-30868.00,10914.00,7577.00,3210.00,128.00,-46750.00,-1944.00,-79727.00,-5360.00,3754.00,36527.00,-158474.00,-105797.00,-31146.00,-4974.00,-60.00,0.00,-16497.00,122638.00,125271.00,16136579.00,592109.00,336685.00,225418.00,30006.00,15544470.00,11058.00,387600.00,4843535.00,581366.00,1390134.00,1120358.00,484777.00,1266900.00,6329812.00,2966492.00,3363320.00,1967782.00,1302581.00,122546.00,84720.00,11104.00,73632.00,2423.00,370776.00,1388366.00,616317.00,16136579.00,15478293.00,4031782.00,2411192.00,1413555.00,579956.00,417681.00,1033645.00,1029315.00,4330.00,1868895.00,501268.00,377896.00,603053.00,13679.00,-11763.00,3962.00,378377.00,2423.00,5481377.00,651402.00,658286.00
1991,370697.00,59664.00,311033.00,219212.00,184416.00,34796.00,24730.00,67091.00,89209.00,67091.00,1096852.00,1037908.00,54809.00,4135.00,1074735.00,969666.00,105148.00,85502.00,19646.00,-79.00,0.00,89209.00,49993.00,7854.00,31364.00,31364.00,30080.00,31364.00,1284.00,21613.00,81277.00,59664.00,8467.00,8467.00,850782.00,1.00,-8301.00,482819.00,-50426.00,254724.00,113635.00,38024.00,126862.00,93850.00,-31776.00,125626.00,106416.00,41415.00,29142.00,17198.00,-904.00,1036.00,229.00,18300.00,112622.00,63375.00,831433.00,26832.00,185446.00,145837.00,71950.00,-32341.00,24805.00,24342.00,463.00,233190.00,41173.00,22265.00,130515.00,-705.00,24534.00,458.00,14721.00,229.00,368282.00,-7122.00,19348.00,4166.00,0.00,-6716.00,-10881.00,-209.00,824.00,81.00,-1115.00,252097.00,19660.00,383890.00,36033.00,2761.00,-190247.00,399048.00,170155.00,117176.00,5361.00,271.00,0.00,106085.00,-147160.00,-112915.00,17263236.00,613790.00,349075.00,230919.00,33796.00,16649446.00,11059.00,377446.00,5342414.00,530940.00,1638229.00,1246772.00,526193.00,1400280.00,6422903.00,2930357.00,3492546.00,2495152.00,1727886.00,187721.00,101918.00,10200.00,77429.00,2652.00,387346.00,1320902.00,679570.00,17263236.00,16717864.00,4058614.00,2596638.00,1559392.00,651906.00,385340.00,1058450.00,1053657.00,4793.00,2396686.00,542441.00,570316.00,850744.00,12974.00,18210.00,4691.00,394658.00,2652.00,5965905.00,641571.00,545371.00
1992,410561.00,61636.00,348925.00,246247.00,206469.00,39778.00,25280.00,77398.00,97424.00,77398.00,1013757.00,948764.00,60793.00,4201.00,993731.00,890248.00,103698.00,88009.00,15689.00,-215.00,0.00,97424.00,54259.00,3516.00,39650.00,39650.00,22290.00,39650.00,17360.00,19695.00,81331.00,61636.00,2595.00,2595.00,1120282.00,-3.00,-20287.00,515580.00,4037.00,190167.00,104665.00,64639.00,152072.00,222233.00,93535.00,128698.00,214686.00,87866.00,40829.00,29790.00,-98.00,4495.00,402.00,51402.00,123421.00,64653.00,1144418.00,-2034.00,238196.00,156264.00,83015.00,-1083.00,129964.00,129402.00,562.00,318544.00,3753.00,40204.00,202088.00,-172.00,12974.00,96.00,59199.00,402.00,379842.00,79906.00,-24136.00,-13004.00,-252.00,13978.00,26730.00,6469.00,8142.00,-424.00,-1250.00,103381.00,-397.00,139340.00,13337.00,6065.00,-54964.00,217697.00,136004.00,43510.00,-9642.00,275.00,0.00,47550.00,-107847.00,-98562.00,18651683.00,639895.00,367520.00,235155.00,37220.00,18011788.00,11056.00,353185.00,5863897.00,534977.00,1826864.00,1356287.00,593698.00,1552071.00,6643305.00,3022062.00,3621244.00,2906010.00,1992522.00,241887.00,131708.00,10102.00,87989.00,3054.00,438748.00,1519842.00,714493.00,18651683.00,18204873.00,4047614.00,2850412.00,1715656.00,741221.00,393535.00,1189414.00,1184059.00,5355.00,2876099.00,546194.00,746524.00,1096342.00,12802.00,12264.00,5062.00,453857.00,3054.00,6523780.00,717554.00,446810.00
1993,436891.00,64989.00,371902.00,259964.00,216681.00,43283.00,26425.00,85513.00,79541.00,85513.00,1000616.00,926927.00,66741.00,6948.00,1006588.00,884938.00,121798.00,102297.00,19501.00,-149.00,0.00,79541.00,62993.00,2478.00,14070.00,14070.00,12022.00,14070.00,2049.00,24569.00,89559.00,64989.00,-12548.00,-12548.00,1486822.00,-3.00,-12958.00,679565.00,-17136.00,155281.00,197599.00,104223.00,239598.00,310134.00,153624.00,156510.00,397878.00,219430.00,71171.00,22195.00,1348.00,26038.00,347.00,57349.00,75852.00,36355.00,1408815.00,45717.00,279980.00,165280.00,120222.00,-5522.00,174309.00,170720.00,3589.00,434169.00,19125.00,51119.00,280163.00,1645.00,30988.00,895.00,49887.00,347.00,421969.00,52671.00,78007.00,129953.00,-98.00,39497.00,-90554.00,11273.00,13330.00,-1775.00,-281.00,207122.00,8690.00,255761.00,29215.00,2374.00,-88918.00,332717.00,113023.00,128139.00,4929.00,238.00,0.00,86388.00,-114322.00,27653.00,20399780.00,675804.00,388687.00,247027.00,40090.00,19723976.00,11053.00,340654.00,6558230.00,523920.00,1984462.00,1556981.00,696424.00,1796443.00,6948865.00,3171111.00,3777754.00,3591238.00,2467713.00,342273.00,153903.00,11450.00,116401.00,3401.00,496097.00,1506501.00,767435.00,20399780.00,19925318.00,4093331.00,3135761.00,1880937.00,861443.00,393381.00,1363723.00,1354779.00,8944.00,3551229.00,565319.00,910666.00,1504644.00,14447.00,42813.00,6195.00,503744.00,3401.00,7031862.00,749412.00,474463.00
1994,454840.00,69022.00,385819.00,265855.00,220894.00,44961.00,27516.00,92448.00,77543.00,92448.00,1084748.00,1001757.00,76368.00,6623.00,1099652.00,964678.00,134782.00,116199.00,18583.00,192.00,0.00,77543.00,60785.00,-2206.00,18965.00,18965.00,6797.00,18965.00,12168.00,27860.00,96882.00,69022.00,-21063.00,-21063.00,1259264.00,-2.00,-286.00,260696.00,25856.00,15618.00,131597.00,-8229.00,95854.00,439609.00,261126.00,178483.00,315299.00,148512.00,98083.00,21470.00,1645.00,1662.00,282.00,43645.00,92489.00,151460.00,1262640.00,76722.00,448112.00,292154.00,115506.00,40452.00,54260.00,44478.00,9782.00,208851.00,45686.00,9877.00,114297.00,1826.00,14.00,-1115.00,37984.00,282.00,405145.00,69550.00,-3376.00,-74982.00,-165.00,-92504.00,-17687.00,17024.00,17841.00,-173.00,-645.00,-102212.00,-62156.00,-12651.00,4716.00,-17073.00,-15048.00,-124237.00,-26641.00,-74621.00,-20029.00,-4.00,0.00,-2942.00,39049.00,-29137.00,21665237.00,720685.00,415551.00,263740.00,41394.00,20944552.00,11051.00,342706.00,6764493.00,557499.00,1988893.00,1674204.00,671391.00,1872506.00,7388938.00,3432343.00,3956595.00,3881529.00,2603574.00,445072.00,175373.00,13095.00,100990.00,3683.00,539742.00,1589770.00,966065.00,21665237.00,21219911.00,4170053.00,3591954.00,2173449.00,976949.00,441556.00,1417983.00,1399257.00,18726.00,3631062.00,611005.00,893902.00,1544320.00,16273.00,15075.00,5076.00,541728.00,3683.00,7439893.00,968966.00,445326.00
1995,500959.00,73485.00,427474.00,279885.00,233582.00,46303.00,29342.00,118248.00,99432.00,118248.00,1266367.00,1171316.00,86470.00,8581.00,1285183.00,1121346.00,163694.00,134623.00,29071.00,143.00,0.00,99432.00,77515.00,7077.00,14839.00,14839.00,12909.00,14839.00,1930.00,25193.00,98677.00,73485.00,-12284.00,-12284.00,1718071.00,-1.00,47852.00,562757.00,37310.00,81991.00,193711.00,47200.00,202545.00,700251.00,495896.00,204355.00,232970.00,23663.00,108519.00,12829.00,2038.00,8428.00,283.00,77210.00,168343.00,5901.00,1609719.00,137805.00,428218.00,204289.00,181238.00,42691.00,229841.00,224516.00,5325.00,387587.00,142013.00,-7216.00,168843.00,1983.00,2970.00,-510.00,79221.00,283.00,392425.00,33843.00,108352.00,77615.00,-39.00,-42982.00,-120636.00,7905.00,10111.00,-2295.00,88.00,698420.00,58349.00,845235.00,153521.00,-2585.00,-356101.00,1058143.00,397271.00,345112.00,9821.00,809.00,0.00,305130.00,-351819.00,-261295.00,24143707.00,753905.00,434368.00,278300.00,41237.00,23389802.00,11050.00,386457.00,7377982.00,597430.00,2082415.00,1880682.00,729451.00,2088004.00,8104996.00,3944495.00,4160501.00,5110670.00,3472472.00,707112.00,188202.00,15133.00,106833.00,3966.00,616952.00,1424163.00,974484.00,24143707.00,23959676.00,4341412.00,4023102.00,2377738.00,1158496.00,486868.00,1647824.00,1623773.00,24051.00,4769750.00,753018.00,1283957.00,2058275.00,18256.00,25954.00,5375.00,620949.00,3966.00,8159599.00,1017989.00,184031.00
1996,558192.00,76115.00,482077.00,304074.00,257183.00,46891.00,30914.00,147089.00,91359.00,147089.00,1301135.00,1190533.00,102075.00,8526.00,1356865.00,1150954.00,205573.00,167663.00,37910.00,338.00,0.00,91359.00,78541.00,7024.00,5795.00,5795.00,5795.00,5795.00,0.00,33776.00,109891.00,76115.00,-27981.00,-27981.00,1849173.00,-2.00,53693.00,443289.00,56467.00,-6329.00,127442.00,42381.00,223328.00,623138.00,339497.00,283641.00,442501.00,147440.00,101260.00,81012.00,1407.00,15087.00,636.00,95659.00,157380.00,129175.00,1850879.00,189178.00,465539.00,231413.00,141898.00,92228.00,186145.00,178288.00,7857.00,521775.00,148789.00,-21248.00,285087.00,1450.00,14685.00,306.00,92070.00,636.00,386825.00,101417.00,-1706.00,46317.00,0.00,20042.00,-26275.00,-1450.00,11624.00,-12224.00,-851.00,526041.00,-4254.00,692920.00,120356.00,1404.00,-284385.00,1161849.00,676684.00,280632.00,-3830.00,826.00,0.00,207537.00,-637259.00,-585147.00,26748367.00,786383.00,458018.00,287073.00,41292.00,25961984.00,11048.00,442121.00,7791152.00,653897.00,2044379.00,2008002.00,763209.00,2321665.00,8728478.00,4270990.00,4457489.00,6434883.00,4317818.00,988728.00,271260.00,16540.00,123324.00,4602.00,712611.00,1391848.00,1162454.00,26748367.00,27149483.00,4530358.00,4488641.00,2609151.00,1300394.00,579096.00,1833969.00,1802061.00,31908.00,6245838.00,901807.00,1939393.00,2623994.00,19706.00,36809.00,6507.00,713020.00,4602.00,8923129.00,1127548.00,-401116.00
1997,630764.00,79558.00,551206.00,333746.00,284022.00,49724.00,33100.00,184359.00,94022.00,184359.00,1410516.00,1286941.00,114076.00,9499.00,1500853.00,1267247.00,232742.00,190371.00,42371.00,864.00,0.00,94022.00,84062.00,-3395.00,13356.00,13356.00,13356.00,13356.00,0.00,36109.00,115667.00,79558.00,-22753.00,-22753.00,2353780.00,-1.00,59443.00,712323.00,145273.00,109663.00,141205.00,45242.00,270940.00,762854.00,465784.00,297070.00,353713.00,52265.00,136231.00,55064.00,1762.00,20533.00,831.00,87027.00,182163.00,283286.00,2312160.00,251362.00,510399.00,213654.00,130094.00,166651.00,339769.00,324861.00,14908.00,562081.00,157078.00,-27937.00,330452.00,1762.00,6084.00,1084.00,92727.00,831.00,446852.00,201697.00,41619.00,28228.00,0.00,-36144.00,-64372.00,7864.00,21355.00,-12988.00,-503.00,944084.00,48561.00,1078523.00,232104.00,-8917.00,-406188.00,1668427.00,822287.00,454869.00,1261.00,1861.00,0.00,388149.00,-716479.00,-674895.00,30067600.00,830465.00,494679.00,293772.00,42014.00,29237135.00,11047.00,507212.00,8546298.00,791515.00,2126636.00,2170639.00,833993.00,2623515.00,9490812.00,4736254.00,4754559.00,8090306.00,5443857.00,1361812.00,326324.00,18302.00,134940.00,5433.00,799638.00,1158190.00,1433270.00,30067600.00,31143611.00,4781720.00,4978932.00,2822805.00,1410386.00,745741.00,2173738.00,2126922.00,46816.00,8107882.00,1058885.00,2733743.00,3409315.00,21468.00,63839.00,9452.00,805747.00,5433.00,9748497.00,1352842.00,-1076011.00
1998,707516.00,85480.00,622036.00,375328.00,319715.00,55613.00,33547.00,213161.00,96672.00,213161.00,1511907.00,1381992.00,122114.00,7802.00,1628396.00,1386536.00,241671.00,195882.00,45789.00,189.00,0.00,96672.00,89698.00,19328.00,-12355.00,-12355.00,-12355.00,-12355.00,0.00,54395.00,139875.00,85480.00,-66750.00,-66750.00,2718655.00,-1.00,58945.00,904166.00,143413.00,-17948.00,335644.00,88154.00,354904.00,886403.00,397323.00,489081.00,513314.00,99881.00,139141.00,109476.00,3988.00,13462.00,519.00,146847.00,198443.00,157385.00,2720355.00,232075.00,880185.00,471589.00,247613.00,160983.00,209545.00,184756.00,24789.00,772762.00,292793.00,3535.00,301837.00,4053.00,34006.00,-1421.00,137440.00,519.00,513097.00,112691.00,-1700.00,129709.00,0.00,64660.00,-65049.00,11187.00,24120.00,-13020.00,87.00,868076.00,26180.00,998437.00,193386.00,6571.00,-356498.00,955300.00,175201.00,462379.00,1072.00,1530.00,0.00,315118.00,-76037.00,41318.00,33792150.00,896168.00,532560.00,315292.00,48316.00,32895982.00,11046.00,568119.00,9476644.00,934928.00,2110530.00,2503567.00,925310.00,3002309.00,10377170.00,5133530.00,5243640.00,9802013.00,6542174.00,1694339.00,435800.00,22290.00,154973.00,5952.00,946485.00,1084962.00,1576029.00,33792150.00,34826844.00,5013795.00,5859117.00,3294394.00,1657999.00,906724.00,2383283.00,2311678.00,71605.00,9520826.00,1351678.00,2912479.00,4173531.00,25521.00,98917.00,9561.00,943187.00,5952.00,10661539.00,1388284.00,-1034693.00
1999,743801.00,96227.00,647574.00,399180.00,341678.00,57502.00,35859.00,212536.00,98801.00,212536.00,1600776.00,1461067.00,129135.00,10574.00,1714511.00,1445709.00,267809.00,210839.00,56970.00,993.00,0.00,98801.00,87413.00,9124.00,2263.00,2263.00,535.00,2263.00,1728.00,58464.00,154690.00,96227.00,-57929.00,-57929.00,2857203.00,2.00,44137.00,985923.00,210539.00,-5928.00,408352.00,37672.00,335288.00,1141462.00,550204.00,591258.00,407840.00,18452.00,133065.00,111649.00,6070.00,24222.00,480.00,113902.00,210574.00,67267.00,2804774.00,338761.00,921484.00,593347.00,151914.00,176223.00,257418.00,250198.00,7220.00,736728.00,261468.00,1679.00,239752.00,6062.00,105693.00,1249.00,120345.00,480.00,393968.00,156415.00,52429.00,96962.00,-44.00,-13351.00,-110358.00,20141.00,22577.00,-3946.00,1509.00,1219374.00,-162052.00,1434758.00,425581.00,-15587.00,-463326.00,1285558.00,4038.00,819911.00,-18928.00,736.00,0.00,479801.00,-46043.00,51454.00,38034363.00,975015.00,567886.00,347562.00,59567.00,37059348.00,11048.00,610278.00,10302898.00,1145467.00,2091812.00,2893453.00,916959.00,3255207.00,11517769.00,5683734.00,5834035.00,12054605.00,7995384.00,2252985.00,547449.00,28360.00,163608.00,6432.00,1060387.00,884866.00,1677884.00,38034363.00,39017602.00,5352556.00,6780601.00,3887741.00,1809913.00,1082947.00,2638402.00,2559577.00,78825.00,11063311.00,1613146.00,2918196.00,5233194.00,31583.00,185682.00,11546.00,1063532.00,6432.00,11588269.00,1594463.00,-983239.00
2000,821853.00,108334.00,713520.00,440635.00,378779.00,61856.00,36843.00,236041.00,92397.00,236041.00,1864197.00,1720528.00,129902.00,13768.00,2007842.00,1712590.00,295232.00,234019.00,61213.00,20.00,0.00,92397.00,94899.00,27820.00,-30323.00,-30323.00,-30323.00,-30323.00,0.00,50486.00,158819.00,108334.00,-80808.00,-80808.00,2834718.00,-2.00,5860.00,463145.00,176976.00,432.00,217673.00,-1443.00,69507.00,1059724.00,501790.00,557934.00,777656.00,356476.00,223564.00,36864.00,2177.00,21223.00,565.00,136787.00,157081.00,371254.00,2865757.00,227431.00,747717.00,434877.00,181114.00,131726.00,389507.00,384782.00,4725.00,851308.00,230155.00,17068.00,295151.00,2229.00,71817.00,-187.00,234510.00,565.00,412613.00,237182.00,-31039.00,23841.00,0.00,-25928.00,-49769.00,21822.00,20734.00,-670.00,1758.00,-533142.00,47277.00,-872367.00,-121691.00,-4841.00,418480.00,-267778.00,337824.00,-408959.00,-19699.00,296.00,0.00,-177240.00,-243542.00,-250024.00,40433358.00,1047958.00,601280.00,375132.00,71546.00,39385400.00,11046.00,633490.00,10844811.00,1322443.00,2083700.00,3125745.00,946210.00,3366713.00,12592872.00,6200903.00,6391969.00,12103362.00,7749493.00,2354858.00,584313.00,30537.00,179990.00,6997.00,1197174.00,1233074.00,1966746.00,40433358.00,41666621.00,5579987.00,7529362.00,4319662.00,1995027.00,1214673.00,3027909.00,2944359.00,83550.00,11761710.00,1845248.00,3273088.00,5119386.00,33812.00,237800.00,11655.00,1233724.00,6997.00,11866289.00,1901364.00,-1233263.00
2001,847224.00,115614.00,731610.00,445619.00,375078.00,70541.00,37599.00,248392.00,164919.00,248392.00,1806999.00,1667753.00,127966.00,11281.00,1890473.00,1625248.00,270788.00,212458.00,58330.00,-5564.00,0.00,164919.00,92050.00,30814.00,42055.00,42055.00,34318.00,42055.00,7737.00,38517.00,154131.00,115614.00,-4199.00,-4199.00,3181719.00,-1.00,189278.00,927251.00,-205654.00,111505.00,634123.00,72645.00,314633.00,921250.00,247983.00,673267.00,766989.00,403599.00,104969.00,159031.00,2752.00,18566.00,376.00,77696.00,149273.00,227679.00,3156914.00,456314.00,812447.00,642687.00,296626.00,-126866.00,268225.00,266016.00,2209.00,760710.00,440062.00,39873.00,191495.00,3276.00,25704.00,-3282.00,63206.00,376.00,501213.00,358005.00,24805.00,73359.00,-3769.00,48124.00,-29004.00,8269.00,20113.00,-10917.00,-928.00,-1092205.00,30053.00,-1011292.00,-361849.00,4819.00,246064.00,-1234987.00,-163464.00,-621278.00,-14550.00,-2195.00,0.00,-433500.00,151051.00,258728.00,42866262.00,1091945.00,633012.00,380981.00,77952.00,41774317.00,11045.00,821316.00,11853827.00,1168431.00,2195158.00,3762758.00,1015482.00,3711998.00,13514884.00,6449648.00,7065236.00,11495543.00,7141373.00,2099991.00,743344.00,33289.00,203375.00,7373.00,1266798.00,1753425.00,2324277.00,42866262.00,43840797.00,6067798.00,8468001.00,4962349.00,2407860.00,1097792.00,3296134.00,3210375.00,85759.00,11712861.00,2285310.00,3149497.00,4689603.00,37088.00,248954.00,6178.00,1288858.00,7373.00,12059017.00,2236986.00,-974535.00
2002,848989.00,122116.00,726874.00,443986.00,371054.00,72932.00,39859.00,243029.00,207032.00,243029.00,1562805.00,1417958.00,130593.00,14254.00,1598802.00,1316215.00,282290.00,228082.00,54208.00,297.00,0.00,207032.00,95230.00,10542.00,101260.00,101260.00,101260.00,101260.00,0.00,33779.00,155894.00,122116.00,67482.00,67482.00,2605978.00,-6.00,9781.00,819353.00,-136167.00,210730.00,521856.00,57827.00,165107.00,1038698.00,134869.00,903829.00,385933.00,143675.00,113177.00,584.00,1898.00,23354.00,1007.00,102238.00,211369.00,140850.00,2602488.00,375593.00,873031.00,546652.00,426315.00,-99936.00,235791.00,224590.00,11201.00,357289.00,-20235.00,71536.00,182995.00,1992.00,9616.00,634.00,109744.00,1007.00,538480.00,222304.00,3490.00,-17631.00,0.00,46360.00,63991.00,6602.00,17173.00,-8121.00,-2451.00,-1118531.00,118437.00,-1425365.00,-296973.00,28420.00,456950.00,-1532335.00,-367036.00,-754516.00,-15120.00,-1862.00,0.00,-393801.00,420406.00,504035.00,44427234.00,1134500.00,654497.00,392622.00,87381.00,43292734.00,11039.00,833164.00,12795264.00,1030272.00,2415173.00,4302092.00,1102637.00,3945090.00,14554151.00,6585086.00,7969065.00,10183912.00,5856036.00,1916195.00,743928.00,35187.00,255149.00,8380.00,1369036.00,2446578.00,2468626.00,44427234.00,44897734.00,6443391.00,9341032.00,5509001.00,2834175.00,997856.00,3531925.00,3434965.00,96960.00,10931616.00,2265075.00,2853997.00,4118082.00,39080.00,243450.00,4950.00,1398602.00,8380.00,12228530.00,2421240.00,-470500.00
