1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q1,50043.00,0.00,-12603.00,27938.00,1241.00,5529.00,1847.00,-1291.00,1624.00,3349.00,1262.00,-684.00,492.00,0.00,3047.00,22176.00,1645.00,56238.00,15141.00,9748.00,30533.00,-377.00,1193.00,42337.00,8039.00,7404.00,26894.00,13901.00,7102.00,2344.00,3639.00,-377.00,1193.00,5950.00,4695.00,4336.00,-6014.00,653.00,2280.00,1487.00,59482.00,3639.00,830.00,2929.00,57942.00,41405.00,16537.00,294908.00,20.17,19.65,14.04,5.61
1975:Q2,56555.00,0.00,9959.00,18588.00,41.00,-1403.00,2816.00,-2760.00,456.00,-1915.00,3148.00,-663.00,51.00,0.00,2350.00,23005.00,1479.00,57251.00,15848.00,9849.00,31670.00,-377.00,260.00,43388.00,8337.00,7592.00,27459.00,13863.00,7511.00,2258.00,4211.00,-377.00,260.00,24264.00,10752.00,3992.00,2721.00,685.00,6114.00,1616.00,47770.00,4211.00,908.00,2838.00,45489.00,41425.00,4065.00,302165.00,15.81,15.05,13.71,1.35
1975:Q3,57692.00,0.00,2381.00,14943.00,47.00,14184.00,8938.00,-1088.00,2118.00,4216.00,425.00,-1249.00,-991.00,0.00,2059.00,24282.00,1611.00,60936.00,17064.00,10116.00,34009.00,-373.00,121.00,44475.00,8588.00,7763.00,28124.00,16461.00,8476.00,2353.00,5885.00,-373.00,121.00,25425.00,12099.00,2699.00,5250.00,852.00,4525.00,1679.00,50408.00,5885.00,-607.00,-1002.00,44127.00,36159.00,7969.00,305527.00,16.50,14.44,11.83,2.61
1975:Q4,65529.00,0.00,2131.00,19961.00,-12.00,12024.00,6207.00,-97.00,1632.00,4282.00,4419.00,-1892.00,-223.00,0.00,2771.00,24125.00,2225.00,64136.00,18120.00,10324.00,35540.00,-366.00,519.00,45399.00,8792.00,7919.00,28689.00,18737.00,9329.00,2405.00,6851.00,-366.00,519.00,28963.00,11443.00,3058.00,5813.00,992.00,7657.00,1666.00,56969.00,6851.00,292.00,-4178.00,45648.00,40024.00,5625.00,316690.00,17.99,14.41,12.64,1.78
1976:Q1,51271.00,0.00,-4479.00,28653.00,-139.00,-1748.00,-550.00,-1097.00,2948.00,-3049.00,334.00,1748.00,-771.00,0.00,1989.00,23678.00,2006.00,67980.00,19978.00,10464.00,37597.00,-353.00,294.00,46714.00,8992.00,8032.00,29691.00,21266.00,10986.00,2432.00,7907.00,-353.00,294.00,17308.00,11591.00,5029.00,-2088.00,1766.00,1010.00,1702.00,56930.00,7907.00,-396.00,3325.00,52744.00,42680.00,10064.00,327707.00,17.37,16.09,13.02,3.07
1976:Q2,63382.00,0.00,6180.00,23485.00,-216.00,4330.00,-2780.00,631.00,4117.00,2362.00,2.00,1927.00,-898.00,0.00,2460.00,23128.00,2984.00,69893.00,21063.00,10748.00,38196.00,-342.00,228.00,47784.00,9186.00,8205.00,30393.00,22109.00,11877.00,2543.00,7804.00,-342.00,228.00,35712.00,14671.00,3791.00,8240.00,1757.00,7253.00,1766.00,51545.00,7804.00,1082.00,3166.00,45826.00,33008.00,12818.00,322987.00,15.96,14.19,10.22,3.97
1976:Q3,58887.00,0.00,2494.00,20489.00,-19.00,4911.00,402.00,-601.00,1088.00,4022.00,270.00,331.00,-926.00,0.00,2222.00,25699.00,3416.00,71927.00,21041.00,11125.00,39105.00,-329.00,984.00,48855.00,9418.00,8412.00,31025.00,23072.00,11623.00,2713.00,8080.00,-329.00,984.00,33868.00,17617.00,4083.00,7540.00,1032.00,3596.00,1793.00,49884.00,8080.00,-583.00,-1419.00,40968.00,34181.00,6787.00,331617.00,15.04,12.35,10.31,2.05
1976:Q4,74095.00,0.00,8274.00,27374.00,59.00,956.00,-5438.00,3460.00,-2103.00,5037.00,4805.00,201.00,-309.00,0.00,2527.00,26323.00,3885.00,75256.00,24051.00,11469.00,40397.00,-317.00,-343.00,50047.00,9688.00,8653.00,31706.00,25209.00,14363.00,2816.00,8691.00,-317.00,-343.00,36536.00,16181.00,4291.00,8273.00,1192.00,6599.00,1975.00,64743.00,8691.00,117.00,-4433.00,51503.00,37438.00,14065.00,343468.00,18.85,14.99,10.90,4.09
1977:Q1,63704.00,0.00,202.00,36340.00,-442.00,2221.00,4677.00,-4193.00,508.00,1229.00,-5407.00,-1132.00,-931.00,0.00,2300.00,27403.00,3150.00,79557.00,25400.00,11910.00,42424.00,-301.00,125.00,51975.00,10240.00,8702.00,33032.00,27582.00,15160.00,3207.00,9391.00,-301.00,125.00,29742.00,15055.00,5530.00,53.00,1028.00,8076.00,3541.00,65085.00,9391.00,-517.00,3969.00,60180.00,38134.00,22047.00,353356.00,18.42,17.03,10.79,6.24
1977:Q2,55943.00,0.00,4188.00,21162.00,78.00,-3009.00,-7459.00,89.00,4586.00,-225.00,1798.00,-1747.00,611.00,0.00,2433.00,25846.00,4583.00,86302.00,28938.00,12396.00,43644.00,-296.00,1620.00,53452.00,10568.00,9001.00,33883.00,32850.00,18370.00,3395.00,9762.00,-296.00,1620.00,51893.00,25001.00,6211.00,12893.00,1589.00,6199.00,1969.00,38869.00,9762.00,882.00,3610.00,31835.00,28675.00,3160.00,351155.00,11.07,9.07,8.17,0.90
1977:Q3,74010.00,0.00,8657.00,26404.00,-61.00,4115.00,4404.00,325.00,-1132.00,518.00,-1521.00,-857.00,784.00,0.00,2436.00,29158.00,4895.00,88806.00,29769.00,12860.00,44744.00,-297.00,1730.00,54827.00,10910.00,9329.00,34588.00,33980.00,18859.00,3531.00,10156.00,-297.00,1730.00,49245.00,27051.00,5663.00,10905.00,577.00,5049.00,1913.00,60657.00,10156.00,-502.00,-1125.00,49879.00,36666.00,13213.00,367171.00,16.52,13.58,9.99,3.60
1977:Q4,71507.00,0.00,4640.00,20927.00,241.00,5838.00,1420.00,428.00,1996.00,1994.00,6410.00,-2495.00,-48.00,0.00,2815.00,28080.00,5099.00,92479.00,30296.00,13530.00,46293.00,-304.00,2664.00,56447.00,11264.00,9685.00,35498.00,36032.00,19032.00,3846.00,10795.00,-304.00,2664.00,48111.00,24239.00,5909.00,11939.00,1048.00,4976.00,1854.00,61282.00,10795.00,-51.00,-5695.00,44844.00,44686.00,158.00,385012.00,15.92,11.65,11.61,0.04
1978:Q1,74152.00,0.00,482.00,30198.00,1537.00,8257.00,3969.00,192.00,5891.00,-1795.00,-2142.00,-3707.00,263.00,0.00,2656.00,31509.00,5099.00,91321.00,31482.00,13574.00,46029.00,-317.00,553.00,58738.00,12008.00,9715.00,37016.00,32583.00,19474.00,3859.00,9014.00,-317.00,553.00,36490.00,18937.00,6247.00,2079.00,2465.00,6762.00,1792.00,72037.00,9014.00,-346.00,5184.00,68554.00,50199.00,18355.00,398403.00,18.08,17.21,12.60,4.61
1978:Q2,71195.00,0.00,7715.00,21994.00,1316.00,1311.00,-4347.00,-112.00,7390.00,-1620.00,4710.00,-2624.00,-569.00,0.00,3069.00,29306.00,4967.00,99626.00,33982.00,15040.00,50214.00,-332.00,722.00,60481.00,12415.00,10100.00,37966.00,39146.00,21567.00,4940.00,12248.00,-332.00,722.00,68614.00,28172.00,7421.00,17555.00,3284.00,12182.00,1774.00,43501.00,12248.00,1202.00,4286.00,34337.00,30591.00,3746.00,393584.00,11.05,8.72,7.77,0.95
1978:Q3,82793.00,0.00,7877.00,25325.00,1165.00,7666.00,5853.00,48.00,5565.00,-3800.00,4637.00,-2750.00,52.00,0.00,2865.00,30993.00,4963.00,103369.00,35306.00,15915.00,50343.00,-345.00,2150.00,62476.00,12851.00,10495.00,39130.00,40893.00,22455.00,5420.00,11213.00,-345.00,2150.00,65456.00,32438.00,7370.00,13496.00,2746.00,9406.00,1799.00,60029.00,11213.00,-633.00,-1930.00,47519.00,39707.00,7812.00,410803.00,14.61,11.57,9.67,1.90
1978:Q4,78569.00,0.00,3653.00,19175.00,1713.00,8826.00,-458.00,607.00,8005.00,672.00,8247.00,-1261.00,16.00,0.00,2971.00,30479.00,4750.00,104688.00,36163.00,16798.00,51634.00,-356.00,450.00,64509.00,13314.00,10902.00,40293.00,40179.00,22849.00,5896.00,11341.00,-356.00,450.00,60883.00,30699.00,8252.00,13283.00,-2469.00,11118.00,1824.00,59689.00,11341.00,210.00,-6675.00,41463.00,46065.00,-4602.00,427280.00,13.97,9.70,10.78,-1.08
1979:Q1,65140.00,0.00,-4914.00,24493.00,6765.00,11735.00,6968.00,1448.00,5152.00,-1833.00,-4160.00,-4165.00,-848.00,0.00,2633.00,28566.00,5035.00,106785.00,35990.00,17674.00,52019.00,-369.00,1472.00,66428.00,13967.00,11170.00,41292.00,40357.00,22023.00,6504.00,10728.00,-369.00,1472.00,43409.00,24057.00,7337.00,2514.00,281.00,9220.00,1862.00,63951.00,10728.00,-561.00,4590.00,58374.00,54016.00,4358.00,444317.00,14.39,13.14,12.16,0.98
1979:Q2,78615.00,0.00,12298.00,12355.00,6988.00,9076.00,3302.00,-322.00,7460.00,-1364.00,6335.00,-5960.00,-127.00,0.00,2895.00,29585.00,5170.00,107327.00,36555.00,18075.00,51745.00,-378.00,1330.00,68627.00,14480.00,11584.00,42563.00,38700.00,22075.00,6491.00,9182.00,-378.00,1330.00,75169.00,31560.00,13391.00,13500.00,4040.00,12678.00,1828.00,43975.00,9182.00,1087.00,3982.00,37688.00,32979.00,4709.00,433696.00,10.14,8.69,7.60,1.09
1979:Q3,88096.00,0.00,13807.00,22786.00,7141.00,6199.00,7207.00,1073.00,4288.00,-6369.00,5473.00,-6342.00,-720.00,0.00,2597.00,32428.00,4727.00,111302.00,37262.00,18946.00,53803.00,-388.00,1678.00,70844.00,15011.00,12000.00,43834.00,40457.00,22252.00,6946.00,9969.00,-388.00,1678.00,73796.00,33686.00,13126.00,14209.00,2539.00,10236.00,1866.00,56624.00,9969.00,-547.00,-1893.00,45309.00,42190.00,3119.00,456884.00,12.39,9.92,9.23,0.68
1979:Q4,107870.00,0.00,1650.00,14997.00,9637.00,34303.00,28930.00,-968.00,2357.00,3984.00,7241.00,-5947.00,-528.00,0.00,2811.00,39184.00,4522.00,108982.00,36658.00,19087.00,53364.00,-398.00,272.00,72875.00,15558.00,12415.00,44902.00,36108.00,21101.00,6672.00,8462.00,-398.00,272.00,66184.00,26738.00,12802.00,13088.00,-757.00,14313.00,1985.00,79778.00,8462.00,243.00,-5750.00,65323.00,48359.00,16964.00,474385.00,16.82,13.77,10.19,3.58
1980:Q1,75505.00,0.00,-8360.00,24030.00,15066.00,4683.00,6035.00,6544.00,334.00,-8230.00,-6381.00,-2565.00,-1859.00,0.00,2459.00,45036.00,3396.00,107308.00,34729.00,18975.00,53916.00,-410.00,98.00,75195.00,15969.00,12994.00,46233.00,32113.00,18760.00,5982.00,7683.00,-410.00,98.00,40872.00,20770.00,12374.00,-4954.00,3577.00,9105.00,2042.00,68788.00,7683.00,-649.00,4735.00,66488.00,54981.00,11508.00,494051.00,13.92,13.46,11.13,2.33
1980:Q2,86120.00,0.00,50.00,19704.00,15403.00,-3835.00,-5006.00,-1550.00,2608.00,113.00,5080.00,-4574.00,437.00,0.00,2690.00,49455.00,1710.00,94943.00,28891.00,18155.00,49237.00,-420.00,-921.00,77744.00,16540.00,13377.00,47827.00,17199.00,12351.00,4778.00,1410.00,-420.00,-921.00,38768.00,16503.00,14746.00,-4025.00,2456.00,9088.00,2179.00,66730.00,1410.00,886.00,3994.00,68428.00,42042.00,26387.00,481685.00,13.85,14.21,8.73,5.48
1980:Q3,120753.00,0.00,19368.00,31331.00,75.00,5149.00,3554.00,-680.00,2144.00,131.00,8462.00,-1529.00,428.00,0.00,2418.00,52461.00,2590.00,97694.00,30488.00,18657.00,52361.00,-427.00,-3386.00,79708.00,17124.00,13722.00,48862.00,17986.00,13365.00,4935.00,3499.00,-427.00,-3386.00,54569.00,29076.00,11564.00,4699.00,2888.00,6342.00,2324.00,86494.00,3499.00,-744.00,-2056.00,81683.00,52369.00,29314.00,506598.00,17.07,16.12,10.34,5.79
1980:Q4,122627.00,0.00,4864.00,49301.00,-5637.00,9377.00,12218.00,1846.00,1325.00,-6012.00,7522.00,-3207.00,404.00,0.00,2687.00,49635.00,7681.00,106974.00,34166.00,19844.00,54886.00,-431.00,-1492.00,81512.00,17721.00,14027.00,49763.00,25462.00,16445.00,5817.00,5123.00,-431.00,-1492.00,59094.00,26136.00,9860.00,7708.00,6040.00,9350.00,2233.00,91229.00,5123.00,-22.00,-5658.00,80470.00,63805.00,16665.00,535618.00,17.03,15.02,11.91,3.11
1981:Q1,87830.00,0.00,5951.00,2218.00,34156.00,-1504.00,-8046.00,-4382.00,12851.00,-1927.00,-3857.00,-6118.00,902.00,0.00,2293.00,46611.00,7178.00,114072.00,34080.00,20976.00,57190.00,-441.00,2267.00,83239.00,17619.00,15008.00,50612.00,30833.00,16460.00,5968.00,6578.00,-441.00,2267.00,27797.00,15186.00,10924.00,-4142.00,-771.00,6600.00,2163.00,93029.00,6578.00,-675.00,5200.00,92326.00,67133.00,25194.00,553946.00,16.79,16.67,12.12,4.55
1981:Q2,89959.00,0.00,6850.00,18309.00,10042.00,2673.00,-5305.00,-17.00,8015.00,-20.00,6719.00,-9215.00,1099.00,0.00,2651.00,43533.00,7298.00,113859.00,33506.00,22465.00,56002.00,-441.00,2327.00,84889.00,18187.00,15278.00,51424.00,28970.00,15319.00,7187.00,4578.00,-441.00,2327.00,56253.00,23759.00,9180.00,7708.00,2509.00,13097.00,2281.00,64957.00,4578.00,970.00,4296.00,63705.00,43398.00,20307.00,538638.00,12.06,11.83,8.06,3.77
1981:Q3,124787.00,0.00,10814.00,22178.00,28834.00,16087.00,10537.00,-723.00,8333.00,-2060.00,5395.00,-13360.00,930.00,0.00,2208.00,44830.00,6871.00,116551.00,31238.00,23765.00,58557.00,-440.00,3431.00,86719.00,18736.00,15528.00,52455.00,29831.00,12502.00,8237.00,6102.00,-440.00,3431.00,46097.00,17846.00,8360.00,10318.00,1332.00,8241.00,2377.00,110898.00,6102.00,-872.00,-2530.00,103139.00,67877.00,35262.00,573764.00,19.33,17.98,11.83,6.15
1981:Q4,121417.00,0.00,25048.00,25317.00,17212.00,5023.00,-1412.00,1060.00,111.00,5264.00,10682.00,-13204.00,1561.00,0.00,2430.00,40309.00,7039.00,110229.00,28401.00,25312.00,55051.00,-440.00,1906.00,88393.00,19267.00,15759.00,53368.00,21836.00,9134.00,9553.00,1683.00,-440.00,1906.00,42136.00,11048.00,13680.00,5954.00,4085.00,7369.00,2441.00,103558.00,1683.00,-296.00,-5798.00,96373.00,74070.00,22303.00,584376.00,17.72,16.49,12.68,3.82
1982:Q1,90951.00,0.00,-4626.00,31340.00,10275.00,15170.00,4155.00,-774.00,12355.00,-566.00,1655.00,-5577.00,600.00,0.00,1919.00,39055.00,1140.00,108687.00,27166.00,24475.00,56652.00,-470.00,865.00,88521.00,19023.00,16738.00,52760.00,20167.00,8143.00,7737.00,3892.00,-470.00,865.00,23294.00,10503.00,11331.00,-4345.00,-2279.00,8084.00,2869.00,90693.00,3892.00,-653.00,5602.00,93056.00,77360.00,15697.00,598124.00,15.16,15.56,12.93,2.62
1982:Q2,102811.00,0.00,153.00,24008.00,10496.00,15271.00,4467.00,-152.00,17136.00,-6180.00,7289.00,-3284.00,-1.00,0.00,2036.00,45481.00,1362.00,108216.00,26672.00,23814.00,57293.00,-468.00,905.00,89728.00,19425.00,16917.00,53387.00,18488.00,7247.00,6897.00,3907.00,-468.00,905.00,53279.00,13437.00,14990.00,7350.00,1723.00,15779.00,2584.00,70604.00,3907.00,1184.00,4609.00,70123.00,59911.00,10211.00,588192.00,12.00,11.92,10.19,1.74
1982:Q3,147780.00,0.00,12918.00,20896.00,25983.00,31208.00,18163.00,-1927.00,10606.00,4366.00,4663.00,-8581.00,1239.00,0.00,1647.00,55387.00,2420.00,109290.00,26846.00,22903.00,57955.00,-466.00,2052.00,90767.00,19736.00,17045.00,53986.00,18523.00,7110.00,5858.00,3970.00,-466.00,2052.00,49498.00,13259.00,16479.00,5928.00,3402.00,10430.00,2501.00,119306.00,3970.00,-688.00,-2644.00,113381.00,68249.00,45132.00,609200.00,19.58,18.61,11.20,7.41
1982:Q4,118720.00,0.00,14761.00,59306.00,-14652.00,-4124.00,-7528.00,-314.00,1829.00,1889.00,13936.00,-19815.00,1649.00,0.00,2215.00,60166.00,5278.00,112324.00,29118.00,22342.00,60771.00,-463.00,557.00,91448.00,19958.00,17122.00,54369.00,20877.00,9160.00,5220.00,6403.00,-463.00,557.00,56037.00,17075.00,13389.00,9903.00,5783.00,9887.00,2149.00,85709.00,6403.00,-412.00,-6375.00,73344.00,72177.00,1167.00,629228.00,13.62,11.66,11.47,0.19
1983:Q1,116524.00,109.00,7545.00,56808.00,-22383.00,14833.00,8433.00,-862.00,11373.00,-4111.00,-6161.00,-7899.00,6504.00,0.00,1916.00,59640.00,5612.00,115057.00,34309.00,21492.00,61763.00,-485.00,-2022.00,90944.00,19968.00,17292.00,53684.00,24113.00,14342.00,4200.00,8079.00,-485.00,-2022.00,32571.00,16778.00,17743.00,-4808.00,1570.00,1288.00,2071.00,110138.00,8079.00,-333.00,5988.00,108380.00,69046.00,39334.00,636636.00,17.30,17.02,10.85,6.18
1983:Q2,144562.00,-46.00,9490.00,34035.00,-13675.00,31016.00,17365.00,-202.00,18163.00,-4310.00,3307.00,-3461.00,8395.00,0.00,2370.00,67723.00,5408.00,122844.00,38400.00,21355.00,66512.00,-487.00,-2936.00,91929.00,20140.00,17362.00,54427.00,30915.00,18261.00,3993.00,12085.00,-487.00,-2936.00,72362.00,29024.00,13953.00,11928.00,6447.00,11010.00,2108.00,105223.00,12085.00,992.00,4755.00,96902.00,56831.00,40071.00,641075.00,16.41,15.12,8.86,6.25
1983:Q3,162759.00,111.00,1708.00,51018.00,259.00,44476.00,18840.00,1695.00,14556.00,9385.00,1532.00,-10240.00,4116.00,0.00,2046.00,60904.00,6829.00,126294.00,42381.00,22125.00,69447.00,-495.00,-7164.00,93012.00,20354.00,17476.00,55183.00,33282.00,22027.00,4649.00,14264.00,-495.00,-7164.00,79576.00,36714.00,15050.00,16774.00,1520.00,9518.00,2221.00,118686.00,14264.00,-796.00,-2335.00,102882.00,54051.00,48831.00,656477.00,18.08,15.67,8.23,7.44
1983:Q4,125588.00,142.00,-533.00,49286.00,-969.00,3695.00,640.00,717.00,1318.00,1020.00,5172.00,-6546.00,3718.00,0.00,2447.00,60582.00,8594.00,138944.00,44552.00,23215.00,73330.00,-510.00,-1643.00,94378.00,20609.00,17632.00,56137.00,44566.00,23943.00,5583.00,17193.00,-510.00,-1643.00,86295.00,32193.00,16886.00,24266.00,800.00,12150.00,1890.00,85748.00,17193.00,583.00,-7153.00,60819.00,67074.00,-6255.00,683211.00,12.55,8.90,9.82,-0.92
1984:Q1,118887.00,253.00,-14039.00,58323.00,13960.00,16816.00,16631.00,1265.00,8440.00,-9520.00,-1051.00,-12698.00,5278.00,0.00,1261.00,47085.00,3699.00,148676.00,46191.00,24229.00,76724.00,-509.00,2041.00,96227.00,20985.00,17795.00,57447.00,52450.00,25206.00,6435.00,19277.00,-509.00,2041.00,66899.00,29300.00,21898.00,7132.00,-2409.00,10978.00,2177.00,106615.00,19277.00,705.00,9466.00,96099.00,77594.00,18505.00,705613.00,15.11,13.62,11.00,2.62
1984:Q2,162316.00,90.00,9674.00,61440.00,2814.00,52776.00,26188.00,1472.00,19407.00,5709.00,3841.00,-17575.00,4433.00,0.00,1523.00,40402.00,2898.00,153283.00,47402.00,25399.00,78999.00,-532.00,2015.00,97740.00,21307.00,17977.00,58457.00,55543.00,26096.00,7422.00,20543.00,-532.00,2015.00,101084.00,38369.00,23376.00,27789.00,1249.00,10301.00,2053.00,118829.00,20543.00,1835.00,4960.00,101411.00,71179.00,30233.00,714519.00,16.63,14.19,9.96,4.23
1984:Q3,129713.00,-254.00,-723.00,48341.00,932.00,35051.00,17238.00,2943.00,16034.00,-1164.00,6520.00,-24166.00,6458.00,0.00,1359.00,53586.00,2609.00,154415.00,47296.00,26176.00,79185.00,-556.00,2313.00,99656.00,21652.00,18140.00,59865.00,54759.00,25645.00,8036.00,19321.00,-556.00,2313.00,88870.00,34691.00,23159.00,22040.00,-1675.00,10655.00,2048.00,97650.00,19321.00,5.00,-3714.00,74610.00,78918.00,-4307.00,732636.00,13.33,10.18,10.77,-0.59
1984:Q4,159224.00,-91.00,23573.00,54894.00,26668.00,549.00,-4246.00,7506.00,318.00,-3029.00,7147.00,-19172.00,3246.00,0.00,1907.00,58229.00,2274.00,157526.00,47788.00,26761.00,81909.00,-581.00,1650.00,101281.00,22020.00,18285.00,60977.00,56245.00,25768.00,8477.00,20932.00,-581.00,1650.00,97111.00,32295.00,23665.00,24745.00,1526.00,14880.00,2082.00,120441.00,20932.00,317.00,-9376.00,89816.00,84409.00,5407.00,751118.00,16.03,11.96,11.24,0.72
1985:Q1,155973.00,115.00,-1233.00,37675.00,7271.00,64152.00,20674.00,-5920.00,27389.00,22009.00,9140.00,-28497.00,10533.00,0.00,2113.00,49676.00,5028.00,162773.00,48116.00,27537.00,85783.00,-593.00,1930.00,104098.00,22291.00,18575.00,63232.00,58675.00,25825.00,8962.00,22552.00,-593.00,1930.00,81428.00,38595.00,23640.00,9439.00,140.00,9614.00,2227.00,135447.00,22552.00,807.00,9603.00,121691.00,76331.00,45360.00,763755.00,17.73,15.93,9.99,5.94
1985:Q2,136591.00,-205.00,10983.00,33967.00,5535.00,21237.00,-15778.00,13494.00,13010.00,10511.00,12046.00,-36377.00,17451.00,0.00,2847.00,59698.00,9409.00,163909.00,48617.00,27720.00,87005.00,-621.00,1188.00,106188.00,22688.00,18761.00,64740.00,57721.00,25929.00,8959.00,22266.00,-621.00,1188.00,115493.00,41782.00,22242.00,23569.00,7539.00,20361.00,2148.00,80968.00,22266.00,409.00,7300.00,65593.00,61490.00,4103.00,761605.00,10.63,8.61,8.07,0.54
1985:Q3,129693.00,395.00,16436.00,35048.00,-3582.00,30476.00,16012.00,-4911.00,16475.00,2900.00,-5259.00,-26753.00,17524.00,0.00,2817.00,48824.00,13767.00,170892.00,49882.00,27610.00,92413.00,-651.00,1638.00,108162.00,23091.00,19005.00,66067.00,62730.00,26791.00,8605.00,26347.00,-651.00,1638.00,120848.00,51271.00,20791.00,26313.00,6961.00,15512.00,2341.00,73915.00,26347.00,-20.00,-4554.00,43035.00,55939.00,-12904.00,775233.00,9.53,5.55,7.22,-1.66
1985:Q4,170826.00,511.00,5855.00,36426.00,-5830.00,41164.00,-9011.00,-10303.00,47913.00,12565.00,14873.00,-35943.00,28915.00,0.00,3772.00,68623.00,12460.00,170690.00,51573.00,28990.00,89453.00,-682.00,1357.00,110140.00,23500.00,19304.00,67336.00,60551.00,28073.00,9686.00,22118.00,-682.00,1357.00,118097.00,49573.00,7335.00,24669.00,11135.00,25385.00,2219.00,115499.00,22118.00,335.00,-10924.00,82122.00,71361.00,10761.00,797930.00,14.47,10.29,8.94,1.35
1986:Q1,142850.00,161.00,10983.00,33577.00,22717.00,-2930.00,-21197.00,-3315.00,4004.00,17578.00,1400.00,-19873.00,32990.00,0.00,3930.00,50857.00,9038.00,174383.00,54336.00,27648.00,92144.00,-679.00,934.00,113212.00,24307.00,19320.00,69585.00,61171.00,30029.00,8328.00,22559.00,-679.00,934.00,47458.00,31120.00,15537.00,-3775.00,3379.00,1197.00,2377.00,158939.00,22559.00,872.00,9037.00,144545.00,77778.00,66767.00,815991.00,19.48,17.71,9.53,8.18
1986:Q2,137993.00,174.00,33885.00,15583.00,9280.00,12997.00,-19717.00,3339.00,13344.00,16031.00,-4593.00,-28611.00,32632.00,0.00,4596.00,51458.00,10592.00,180132.00,58091.00,27493.00,95830.00,-709.00,-572.00,115282.00,24720.00,19691.00,70871.00,64851.00,33371.00,7802.00,24959.00,-709.00,-572.00,88072.00,58730.00,13417.00,21092.00,1143.00,-6310.00,2490.00,117262.00,24959.00,724.00,6973.00,98552.00,63393.00,35159.00,809052.00,14.49,12.18,7.84,4.35
1986:Q3,151498.00,321.00,19622.00,30256.00,16880.00,1118.00,23358.00,863.00,-13394.00,-9709.00,1973.00,-28049.00,30319.00,0.00,4573.00,62956.00,11529.00,190578.00,59656.00,27562.00,104868.00,-738.00,-770.00,117783.00,25120.00,20084.00,72579.00,72795.00,34536.00,7478.00,32289.00,-738.00,-770.00,101966.00,66969.00,14459.00,21997.00,3814.00,-5273.00,2621.00,124948.00,32289.00,220.00,-4560.00,87879.00,61112.00,26766.00,823673.00,15.17,10.67,7.42,3.25
1986:Q4,222745.00,120.00,55169.00,44950.00,-6661.00,42720.00,18423.00,1177.00,13915.00,9205.00,7570.00,-46457.00,34153.00,0.00,5164.00,76251.00,9766.00,191047.00,60504.00,28064.00,103792.00,-766.00,-547.00,120930.00,25510.00,20498.00,74923.00,70117.00,34994.00,7567.00,28869.00,-766.00,-547.00,106082.00,47025.00,24166.00,16467.00,2661.00,15763.00,2533.00,189312.00,28869.00,480.00,-9998.00,149965.00,67079.00,82887.00,839167.00,22.56,17.87,7.99,9.88
1987:Q1,84387.00,-66.00,-35646.00,13995.00,10190.00,14472.00,-22387.00,-3596.00,23885.00,16570.00,-857.00,-34814.00,49351.00,0.00,7005.00,51976.00,8781.00,185908.00,61125.00,28581.00,98314.00,-787.00,-1324.00,122968.00,26495.00,20375.00,76098.00,62941.00,34630.00,8206.00,22217.00,-787.00,-1324.00,35843.00,50933.00,12683.00,-22038.00,-5216.00,-519.00,2679.00,114163.00,22217.00,206.00,8580.00,100321.00,77650.00,22671.00,857342.00,13.32,11.70,9.06,2.64
1987:Q2,130543.00,-162.00,14196.00,33876.00,-4252.00,60791.00,18865.00,-706.00,28574.00,14058.00,-4122.00,-44338.00,11983.00,0.00,6386.00,49997.00,6188.00,191510.00,61901.00,29395.00,103155.00,-807.00,-2134.00,125385.00,26918.00,20772.00,77695.00,66126.00,34983.00,8624.00,25460.00,-807.00,-2134.00,106917.00,73718.00,7554.00,15996.00,6325.00,3324.00,2643.00,92395.00,25460.00,495.00,8135.00,74575.00,31434.00,43141.00,828917.00,11.15,9.00,3.79,5.20
1987:Q3,170295.00,-125.00,6277.00,34721.00,3631.00,57279.00,12792.00,2092.00,27281.00,15114.00,1965.00,-17909.00,1439.00,0.00,7314.00,69044.00,6659.00,199035.00,61953.00,30566.00,108191.00,-821.00,-855.00,127929.00,27377.00,21137.00,79415.00,71106.00,34577.00,9429.00,28776.00,-821.00,-855.00,92879.00,57894.00,5894.00,19324.00,2167.00,7600.00,2730.00,151251.00,28776.00,922.00,-5588.00,115965.00,59977.00,55988.00,874132.00,17.30,13.27,6.86,6.41
