date,FU893065505.Q,FU163165505.Q,FU103165505.Q,FU113165505.Q,FU643165583.Q,FU893065505.Q,FU153065505.Q,FU103065503.Q,FU113065503.Q,FU313065505.Q,FU213065503.Q,FU763065503.Q,FU753065503.Q,FU743065505.Q,FU513065503.Q,FU543065505.Q,FU573065505.Q,FU223065545.Q,FU413065505.Q,FU673065505.Q,FU613065503.Q,FU643065505.Q
1980:Q4,6079.00,-76.00,6.00,6155.00,-6.00,6079.00,-246.00,63.00,371.00,253.00,54.00,2051.00,249.00,29.00,129.00,2750.00,71.00,141.00,0.00,0.00,189.00,-25.00
1981:Q1,7608.00,193.00,379.00,7036.00,0.00,7608.00,-628.00,2380.00,794.00,179.00,17.00,1786.00,380.00,91.00,61.00,1950.00,127.00,39.00,0.00,0.00,440.00,-8.00
1981:Q2,10958.00,274.00,5507.00,5176.00,1.00,10958.00,-711.00,3853.00,831.00,246.00,133.00,3313.00,496.00,143.00,92.00,1955.00,100.00,168.00,0.00,0.00,346.00,-7.00
1981:Q3,10426.00,284.00,5328.00,4810.00,4.00,10426.00,-980.00,4426.00,922.00,258.00,201.00,3265.00,373.00,131.00,102.00,1499.00,3.00,125.00,0.00,0.00,109.00,-8.00
1981:Q4,10700.00,46.00,-156.00,10802.00,8.00,10700.00,-1149.00,5044.00,993.00,302.00,131.00,2325.00,489.00,55.00,92.00,2093.00,49.00,67.00,0.00,0.00,215.00,-6.00
1982:Q1,7766.00,875.00,-896.00,7772.00,15.00,7766.00,-2599.00,5064.00,540.00,183.00,161.00,2138.00,339.00,40.00,65.00,1410.00,0.00,90.00,0.00,0.00,321.00,14.00
1982:Q2,9028.00,383.00,-3746.00,12368.00,23.00,9028.00,-136.00,477.00,472.00,168.00,265.00,4176.00,396.00,8.00,42.00,1627.00,1217.00,174.00,0.00,0.00,127.00,15.00
1982:Q3,10639.00,166.00,-4383.00,14834.00,22.00,10639.00,-125.00,1624.00,299.00,202.00,191.00,6559.00,225.00,-10.00,53.00,487.00,593.00,242.00,0.00,0.00,284.00,15.00
1982:Q4,9308.00,441.00,-1559.00,10410.00,16.00,9308.00,-102.00,2218.00,161.00,168.00,282.00,3403.00,118.00,-18.00,99.00,1860.00,1034.00,40.00,0.00,0.00,30.00,15.00
1983:Q1,12708.00,1539.00,-3834.00,14993.00,10.00,12708.00,1324.00,557.00,162.00,64.00,158.00,6780.00,31.00,-57.00,149.00,1809.00,1787.00,20.00,0.00,0.00,-49.00,-27.00
1983:Q2,13885.00,1284.00,4276.00,8319.00,6.00,13885.00,251.00,992.00,279.00,99.00,68.00,9330.00,-51.00,-104.00,205.00,2060.00,375.00,48.00,0.00,0.00,360.00,-27.00
1983:Q3,13760.00,2247.00,4160.00,7350.00,3.00,13760.00,347.00,-881.00,569.00,104.00,145.00,9309.00,-141.00,-100.00,206.00,2793.00,1005.00,5.00,0.00,0.00,426.00,-27.00
1983:Q4,15449.00,2440.00,4299.00,8713.00,-2.00,15449.00,-18.00,1203.00,804.00,105.00,-3.00,9035.00,357.00,-74.00,151.00,3622.00,-371.00,239.00,0.00,0.00,425.00,-26.00
1984:Q1,15065.00,3420.00,-1859.00,13449.00,55.00,15065.00,6.00,3672.00,940.00,15.00,64.00,10594.00,-768.00,-35.00,103.00,939.00,-1117.00,55.00,0.00,0.00,487.00,110.00
1984:Q2,21279.00,2017.00,5711.00,13460.00,91.00,21279.00,-148.00,3607.00,1003.00,70.00,37.00,13502.00,-158.00,-17.00,76.00,2778.00,-379.00,212.00,0.00,0.00,579.00,117.00
1984:Q3,22091.00,1098.00,4100.00,16806.00,87.00,22091.00,-449.00,4856.00,1162.00,-153.00,80.00,13973.00,143.00,13.00,90.00,2253.00,-631.00,39.00,0.00,0.00,604.00,111.00
1984:Q4,20119.00,391.00,1004.00,18683.00,42.00,20119.00,-679.00,3156.00,1287.00,99.00,83.00,12485.00,1209.00,-5.00,84.00,1374.00,481.00,286.00,0.00,0.00,182.00,77.00
1985:Q1,15152.00,1712.00,-3159.00,16592.00,7.00,15152.00,789.00,-18.00,947.00,46.00,57.00,9764.00,-163.00,-1.00,205.00,2246.00,631.00,94.00,0.00,0.00,499.00,56.00
1985:Q2,18903.00,126.00,1745.00,17025.00,8.00,18903.00,-522.00,1552.00,907.00,75.00,141.00,11368.00,-73.00,25.00,178.00,3874.00,841.00,33.00,0.00,85.00,342.00,77.00
1985:Q3,16173.00,579.00,-1842.00,17426.00,10.00,16173.00,380.00,532.00,809.00,87.00,237.00,10742.00,91.00,32.00,150.00,2888.00,-255.00,26.00,0.00,-2.00,373.00,83.00
1985:Q4,19535.00,801.00,9034.00,9688.00,12.00,19535.00,283.00,-29.00,732.00,85.00,294.00,6434.00,272.00,21.00,142.00,7487.00,701.00,21.00,0.00,481.00,899.00,1712.00
1986:Q1,12570.00,1552.00,1351.00,9577.00,90.00,12570.00,-1255.00,-2923.00,195.00,18.00,664.00,11033.00,431.00,22.00,284.00,3048.00,437.00,147.00,0.00,-16.00,333.00,152.00
1986:Q2,11592.00,3117.00,3140.00,5183.00,152.00,11592.00,-402.00,-1391.00,190.00,91.00,-10.00,7125.00,413.00,15.00,220.00,5607.00,-1463.00,-52.00,0.00,536.00,511.00,202.00
1986:Q3,13307.00,2371.00,4091.00,6855.00,-10.00,13307.00,107.00,-2288.00,177.00,66.00,-60.00,9198.00,406.00,17.00,232.00,4516.00,-394.00,326.00,0.00,60.00,877.00,67.00
1986:Q4,22712.00,-2372.00,6287.00,18859.00,-61.00,22712.00,445.00,-4891.00,-1083.00,-78.00,84.00,18519.00,1682.00,6.00,273.00,8270.00,-1190.00,369.00,132.00,-28.00,618.00,-416.00
1987:Q1,14828.00,2822.00,3553.00,8392.00,61.00,14828.00,978.00,-5130.00,-824.00,17.00,56.00,14472.00,-314.00,15.00,96.00,2309.00,1540.00,-147.00,-5.00,485.00,1125.00,155.00
1987:Q2,16062.00,896.00,11130.00,4033.00,3.00,16062.00,-1500.00,-1362.00,-1074.00,90.00,52.00,12325.00,1416.00,0.00,306.00,4191.00,-190.00,2.00,-1.00,794.00,1031.00,-18.00
1987:Q3,12556.00,-239.00,8894.00,3876.00,25.00,12556.00,799.00,-2585.00,-1024.00,-1961.00,189.00,11190.00,1458.00,11.00,118.00,3853.00,-496.00,64.00,-2.00,33.00,687.00,222.00
1987:Q4,27265.00,2827.00,18872.00,5440.00,126.00,27265.00,0.00,4516.00,-678.00,11.00,256.00,11658.00,2686.00,26.00,126.00,7258.00,-234.00,-65.00,-61.00,697.00,750.00,319.00
1988:Q1,14566.00,2043.00,5163.00,7369.00,-9.00,14566.00,-19.00,5467.00,175.00,37.00,192.00,-2333.00,2038.00,58.00,145.00,6641.00,921.00,68.00,-5.00,46.00,938.00,197.00
1988:Q2,22063.00,1315.00,594.00,20142.00,12.00,22063.00,-22.00,5865.00,525.00,-352.00,296.00,7967.00,1904.00,86.00,130.00,3760.00,938.00,195.00,-17.00,288.00,474.00,26.00
1988:Q3,23818.00,1315.00,7975.00,14544.00,-16.00,23818.00,-18.00,6054.00,575.00,-988.00,40.00,8069.00,2092.00,103.00,137.00,4073.00,2077.00,162.00,-3.00,422.00,671.00,352.00
1988:Q4,25898.00,-92.00,11949.00,13845.00,196.00,25898.00,-7.00,3865.00,325.00,43.00,-149.00,9315.00,2108.00,109.00,168.00,6353.00,2004.00,91.00,0.00,741.00,389.00,543.00
1989:Q1,11197.00,2224.00,4521.00,4420.00,32.00,11197.00,3.00,-4467.00,-875.00,-242.00,56.00,10028.00,1550.00,117.00,205.00,3365.00,105.00,26.00,-4.00,475.00,1029.00,-174.00
1989:Q2,6653.00,1718.00,1869.00,3053.00,13.00,6653.00,10.00,-6776.00,-1024.00,-1216.00,126.00,6871.00,1941.00,128.00,248.00,4184.00,637.00,-118.00,-8.00,786.00,906.00,-42.00
1989:Q3,9499.00,1553.00,594.00,7264.00,87.00,9499.00,19.00,-6391.00,-1074.00,481.00,45.00,6272.00,2363.00,139.00,243.00,4415.00,730.00,122.00,0.00,1123.00,1112.00,-100.00
1989:Q4,2098.00,1727.00,-6865.00,7149.00,87.00,2098.00,27.00,-7064.00,-1027.00,77.00,184.00,-1479.00,2272.00,147.00,190.00,5959.00,1226.00,-116.00,0.00,1363.00,231.00,108.00
1990:Q1,12348.00,1732.00,14867.00,-4338.00,87.00,12348.00,38.00,-4144.00,-438.00,2056.00,271.00,-1543.00,5572.00,157.00,155.00,4950.00,3174.00,-39.00,-1.00,964.00,1226.00,-50.00
1990:Q2,3767.00,1559.00,2572.00,-451.00,87.00,3767.00,52.00,904.00,-582.00,2312.00,218.00,-8200.00,2784.00,161.00,137.00,3602.00,634.00,9.00,-1.00,-79.00,1836.00,-20.00
1990:Q3,3681.00,1741.00,3848.00,-2063.00,154.00,3681.00,55.00,-1226.00,-599.00,4221.00,52.00,-4148.00,2781.00,179.00,97.00,561.00,317.00,172.00,0.00,236.00,998.00,-15.00
1990:Q4,1724.00,2266.00,1660.00,-2289.00,87.00,1724.00,46.00,-1083.00,-605.00,394.00,126.00,-3922.00,4208.00,209.00,36.00,536.00,210.00,724.00,0.00,659.00,551.00,-365.00
1991:Q1,7509.00,2180.00,6920.00,-1638.00,47.00,7509.00,30.00,946.00,-893.00,3977.00,74.00,-850.00,3595.00,159.00,-26.00,1647.00,-1102.00,375.00,0.00,518.00,-836.00,-105.00
1991:Q2,4271.00,2195.00,1361.00,659.00,55.00,4271.00,8.00,32.00,-659.00,3207.00,211.00,-3481.00,2569.00,232.00,-93.00,2436.00,-1468.00,-100.00,-2.00,936.00,496.00,-53.00
1991:Q3,-11923.00,2197.00,-6493.00,-7691.00,64.00,-11923.00,24.00,1916.00,-1517.00,-126.00,-40.00,-11380.00,848.00,207.00,-126.00,-1025.00,-1013.00,167.00,-1.00,195.00,80.00,-132.00
1991:Q4,-13027.00,2184.00,-8040.00,-7315.00,144.00,-13027.00,78.00,1303.00,-651.00,691.00,306.00,-7072.00,1753.00,93.00,-129.00,-8683.00,-1289.00,389.00,-1.00,788.00,-370.00,-233.00
1992:Q1,-9193.00,1667.00,-5291.00,-5713.00,144.00,-9193.00,20.00,186.00,-332.00,1407.00,66.00,-8831.00,-91.00,1.00,-123.00,-1787.00,-718.00,-162.00,-1.00,1049.00,221.00,-98.00
1992:Q2,-5694.00,1668.00,-4731.00,-2644.00,14.00,-5694.00,20.00,209.00,-327.00,-1309.00,222.00,-4132.00,183.00,-90.00,-121.00,-3039.00,-854.00,779.00,0.00,1829.00,596.00,340.00
1992:Q3,-11727.00,1667.00,-8735.00,-4733.00,74.00,-11727.00,20.00,493.00,-321.00,-2846.00,-438.00,-6186.00,-874.00,-92.00,-154.00,-4493.00,-476.00,-419.00,0.00,3664.00,592.00,-197.00
1992:Q4,-17876.00,1667.00,-19169.00,-520.00,145.00,-17876.00,20.00,655.00,-381.00,-3806.00,18.00,-6131.00,-1912.00,6.00,-224.00,-5824.00,-639.00,354.00,-1.00,-54.00,-200.00,242.00
1993:Q1,-7145.00,2521.00,-8310.00,-1587.00,231.00,-7145.00,28.00,-578.00,-448.00,-1548.00,10.00,-3166.00,-1370.00,-47.00,-301.00,-943.00,78.00,-641.00,-2.00,2068.00,-152.00,-133.00
1993:Q2,-9087.00,2519.00,-8288.00,-3544.00,226.00,-9087.00,28.00,-664.00,-142.00,-1548.00,300.00,-3449.00,-1236.00,-2.00,-396.00,-1903.00,-237.00,-1261.00,-1.00,2077.00,-601.00,-52.00
1993:Q3,-5782.00,2521.00,-3749.00,-5588.00,1034.00,-5782.00,29.00,-707.00,-99.00,-636.00,-386.00,289.00,-1198.00,35.00,-400.00,-3777.00,361.00,592.00,-1.00,365.00,-213.00,-36.00
1993:Q4,-14070.00,3243.00,-11410.00,-6817.00,913.00,-14070.00,28.00,-692.00,-212.00,-729.00,270.00,-2626.00,-2741.00,109.00,-320.00,-9366.00,-1747.00,-604.00,-1.00,4471.00,145.00,-55.00
1994:Q1,-8506.00,-195.00,-5541.00,-4416.00,1646.00,-8506.00,-26.00,463.00,-279.00,-2781.00,163.00,-1327.00,-1524.00,86.00,-169.00,-3025.00,-589.00,-2.00,-1.00,-162.00,-88.00,755.00
1994:Q2,-409.00,-197.00,182.00,-2471.00,2077.00,-409.00,-25.00,491.00,493.00,-539.00,86.00,748.00,-1022.00,445.00,-169.00,-2656.00,-259.00,138.00,-2.00,898.00,361.00,603.00
1994:Q3,18.00,-199.00,100.00,-1893.00,2010.00,18.00,-26.00,503.00,70.00,-1877.00,189.00,648.00,-1090.00,222.00,-170.00,-1621.00,-271.00,-99.00,-1.00,2330.00,807.00,404.00
1994:Q4,-6092.00,-201.00,-3003.00,-3709.00,821.00,-6092.00,-25.00,495.00,249.00,-2065.00,108.00,1555.00,-1163.00,177.00,-169.00,-1232.00,-4899.00,13.00,0.00,515.00,461.00,-112.00
1995:Q1,5293.00,-37.00,1883.00,2882.00,564.00,5293.00,18.00,307.00,-212.00,-747.00,-131.00,7629.00,-1435.00,62.00,-245.00,-262.00,31.00,18.00,-2.00,-274.00,605.00,-69.00
1995:Q2,2229.00,-39.00,-802.00,1756.00,1314.00,2229.00,18.00,305.00,-97.00,-702.00,54.00,3410.00,-1168.00,-244.00,-244.00,-69.00,32.00,-22.00,-1.00,185.00,718.00,54.00
1995:Q3,2499.00,-40.00,-1164.00,2951.00,752.00,2499.00,17.00,319.00,-155.00,-827.00,-400.00,1641.00,-829.00,54.00,-256.00,1248.00,32.00,4.00,-1.00,965.00,787.00,-101.00
1995:Q4,246.00,-39.00,-2781.00,2128.00,938.00,246.00,18.00,297.00,-97.00,-1570.00,-68.00,5658.00,-1706.00,96.00,-234.00,-4870.00,31.00,1.00,0.00,3119.00,-61.00,-367.00
1996:Q1,7287.00,828.00,2701.00,2818.00,940.00,7287.00,7.00,2474.00,-109.00,611.00,60.00,4166.00,-1919.00,235.00,-245.00,-363.00,30.00,-5.00,0.00,2169.00,666.00,-490.00
1996:Q2,9384.00,829.00,3394.00,3847.00,1314.00,9384.00,7.00,706.00,-153.00,-208.00,-82.00,6815.00,-894.00,-160.00,-4.00,-342.00,30.00,1.00,0.00,1894.00,2113.00,-339.00
1996:Q3,374.00,838.00,-2944.00,911.00,1569.00,374.00,6.00,900.00,-51.00,-508.00,-202.00,4245.00,-82.00,-180.00,-28.00,-2957.00,33.00,0.00,-1.00,683.00,-1139.00,-345.00
1996:Q4,11979.00,839.00,5304.00,4395.00,1441.00,11979.00,3.00,1000.00,-59.00,-771.00,39.00,8475.00,-5.00,51.00,-145.00,-1900.00,49.00,0.00,-4.00,5976.00,-906.00,176.00
1997:Q1,7375.00,866.00,790.00,2939.00,2780.00,7375.00,9.00,5000.00,-190.00,-95.00,132.00,2772.00,-1458.00,164.00,78.00,-644.00,56.00,-1.00,0.00,1545.00,-447.00,454.00
1997:Q2,16662.00,876.00,5062.00,8008.00,2716.00,16662.00,9.00,5000.00,-74.00,-92.00,178.00,10024.00,-2488.00,55.00,-117.00,-111.00,55.00,-3.00,0.00,3357.00,327.00,542.00
1997:Q3,16550.00,885.00,11749.00,2797.00,1119.00,16550.00,8.00,5000.00,-104.00,-109.00,-107.00,10385.00,-666.00,115.00,-8.00,-2269.00,65.00,-1.00,0.00,3913.00,-32.00,360.00
1997:Q4,21624.00,885.00,8460.00,8905.00,3374.00,21624.00,9.00,5000.00,-80.00,-361.00,-51.00,6689.00,-1514.00,147.00,-138.00,1391.00,-126.00,-3.00,0.00,10935.00,-1123.00,849.00
1998:Q1,13037.00,2475.00,-8336.00,17374.00,1524.00,13037.00,8.00,-2464.00,510.00,39.00,8.00,5530.00,-2140.00,82.00,-27.00,-299.00,-2.00,470.00,0.00,10772.00,-570.00,1120.00
1998:Q2,18793.00,2500.00,-5990.00,18958.00,3325.00,18793.00,7.00,-2483.00,511.00,-15.00,-50.00,5131.00,-931.00,43.00,-43.00,950.00,3.00,802.00,0.00,14924.00,-589.00,533.00
1998:Q3,21611.00,2528.00,-4376.00,16822.00,6637.00,21611.00,8.00,-2522.00,510.00,16.00,2198.00,12617.00,-186.00,177.00,-257.00,-278.00,3.00,327.00,0.00,5625.00,2568.00,805.00
1998:Q4,34907.00,2529.00,14715.00,12541.00,5122.00,34907.00,7.00,-2522.00,509.00,61.00,341.00,16925.00,-2444.00,121.00,51.00,4568.00,-204.00,365.00,0.00,15767.00,1300.00,62.00
1999:Q1,23523.00,809.00,5506.00,13837.00,3371.00,23523.00,40.00,-4750.00,-7.00,34.00,89.00,13998.00,-2034.00,380.00,-48.00,3814.00,215.00,153.00,0.00,9537.00,1427.00,675.00
1999:Q2,22771.00,817.00,12915.00,11092.00,-2053.00,22771.00,40.00,-4750.00,-159.00,93.00,33.00,15664.00,-1215.00,369.00,27.00,4710.00,216.00,470.00,0.00,5730.00,1598.00,-55.00
1999:Q3,24506.00,826.00,9037.00,13074.00,1569.00,24506.00,40.00,-4750.00,-161.00,183.00,27.00,18006.00,-276.00,261.00,52.00,1088.00,215.00,-45.00,0.00,8404.00,1585.00,-123.00
1999:Q4,31234.00,827.00,13628.00,14519.00,2260.00,31234.00,41.00,-4750.00,-160.00,280.00,206.00,22709.00,-931.00,140.00,-70.00,4488.00,214.00,733.00,0.00,6501.00,1730.00,103.00
2000:Q1,26677.00,2795.00,4445.00,18075.00,1362.00,26677.00,155.00,285.00,-43.00,-881.00,31.00,22927.00,712.00,105.00,630.00,-887.00,-58.00,-534.00,0.00,4838.00,-349.00,-254.00
2000:Q2,30089.00,2796.00,7924.00,18358.00,1012.00,30089.00,156.00,285.00,-45.00,28.00,-60.00,19191.00,552.00,325.00,-699.00,2705.00,-175.00,96.00,0.00,6665.00,1169.00,-104.00
2000:Q3,21757.00,2827.00,3725.00,16413.00,-1208.00,21757.00,157.00,285.00,-43.00,118.00,12.00,14919.00,-200.00,282.00,-170.00,1795.00,-267.00,-1208.00,0.00,5738.00,1153.00,-814.00
2000:Q4,27886.00,2827.00,4381.00,20181.00,497.00,27886.00,157.00,285.00,-45.00,381.00,-84.00,14102.00,124.00,107.00,-40.00,1116.00,-399.00,128.00,0.00,11733.00,1116.00,-795.00
2001:Q1,-18786.00,2514.00,-30814.00,9486.00,28.00,-18786.00,-69.00,375.00,228.00,180.00,-47.00,13629.00,-17.00,2646.00,6.00,-779.00,-547.00,-167.00,0.00,-34050.00,171.00,-345.00
2001:Q2,22302.00,2541.00,9357.00,8296.00,2108.00,22302.00,-70.00,371.00,226.00,-2.00,91.00,15356.00,-372.00,630.00,30.00,1626.00,486.00,-564.00,0.00,5565.00,-439.00,-632.00
2001:Q3,37308.00,2570.00,24302.00,12002.00,-1566.00,37308.00,-70.00,375.00,227.00,-790.00,-171.00,19818.00,1150.00,219.00,40.00,1753.00,391.00,138.00,0.00,14400.00,-105.00,-67.00
2001:Q4,44139.00,2569.00,30927.00,10503.00,140.00,44139.00,-71.00,375.00,228.00,486.00,61.00,14869.00,-22.00,705.00,165.00,1872.00,236.00,-48.00,0.00,25997.00,-1658.00,944.00
2002:Q1,14137.00,2389.00,-3391.00,13975.00,1164.00,14137.00,14.00,240.00,-44.00,165.00,-120.00,15574.00,385.00,180.00,0.00,317.00,1012.00,-38.00,0.00,1020.00,-3977.00,-591.00
2002:Q2,28697.00,2417.00,10473.00,9989.00,5818.00,28697.00,14.00,243.00,-42.00,64.00,-128.00,17094.00,341.00,-86.00,21.00,1347.00,354.00,-99.00,0.00,7676.00,1595.00,303.00
2002:Q3,26619.00,2442.00,13131.00,10169.00,877.00,26619.00,14.00,245.00,-41.00,245.00,-179.00,15844.00,423.00,417.00,1.00,645.00,336.00,-864.00,0.00,9404.00,-131.00,260.00
2002:Q4,35431.00,2443.00,30436.00,906.00,1646.00,35431.00,14.00,245.00,-44.00,684.00,0.00,16721.00,-27.00,-323.00,82.00,4358.00,259.00,59.00,0.00,12902.00,277.00,224.00
2003:Q1,23448.00,1475.00,11169.00,11749.00,-945.00,23448.00,-60.00,240.00,7.00,-1962.00,-7.00,16893.00,11.00,119.00,5.00,1458.00,230.00,67.00,0.00,6433.00,120.00,-106.00
2003:Q2,32694.00,1490.00,11170.00,18545.00,1489.00,32694.00,-61.00,240.00,8.00,213.00,307.00,14331.00,543.00,280.00,-59.00,3310.00,117.00,509.00,0.00,12262.00,408.00,286.00
2003:Q3,34397.00,1508.00,10669.00,18785.00,3435.00,34397.00,-62.00,240.00,9.00,-206.00,-61.00,15876.00,4646.00,776.00,-8.00,2441.00,203.00,-456.00,0.00,8874.00,1399.00,726.00
2003:Q4,29104.00,1507.00,2858.00,20330.00,4409.00,29104.00,-61.00,240.00,7.00,368.00,147.00,19848.00,-6687.00,413.00,170.00,1752.00,229.00,-359.00,0.00,8778.00,3143.00,1116.00
2004:Q1,45582.00,1186.00,32726.00,7512.00,4158.00,45582.00,-33.00,240.00,308.00,1956.00,130.00,24002.00,280.00,402.00,59.00,971.00,95.00,-457.00,0.00,16382.00,-380.00,1627.00
2004:Q2,37671.00,1187.00,11853.00,19460.00,5171.00,37671.00,-33.00,240.00,307.00,-1301.00,498.00,25328.00,-2719.00,689.00,74.00,1460.00,-28.00,-442.00,0.00,13912.00,-1095.00,781.00
2004:Q3,47677.00,1199.00,19287.00,23825.00,3366.00,47677.00,-33.00,240.00,307.00,336.00,185.00,25599.00,543.00,973.00,114.00,3051.00,50.00,-201.00,0.00,14643.00,1666.00,204.00
2004:Q4,57312.00,1199.00,16526.00,30359.00,9228.00,57312.00,-34.00,240.00,308.00,842.00,340.00,26588.00,1260.00,1032.00,80.00,4593.00,-112.00,-735.00,0.00,18077.00,3944.00,889.00
2005:Q1,39253.00,1933.00,13349.00,18875.00,5096.00,39253.00,-12.00,157.00,360.00,189.00,196.00,25747.00,945.00,-2599.00,43.00,1319.00,-52.00,-475.00,0.00,13785.00,-977.00,627.00
2005:Q2,62782.00,1955.00,45703.00,8869.00,6255.00,62782.00,-13.00,158.00,361.00,397.00,164.00,30595.00,655.00,708.00,61.00,2628.00,-7.00,-663.00,0.00,27224.00,-677.00,1191.00
2005:Q3,58964.00,1975.00,42380.00,11441.00,3168.00,58964.00,-13.00,161.00,361.00,1214.00,563.00,37795.00,3158.00,1740.00,126.00,1938.00,-14.00,877.00,0.00,11668.00,-557.00,-53.00
2005:Q4,75782.00,1976.00,67802.00,6277.00,-273.00,75782.00,-12.00,160.00,361.00,1041.00,319.00,32593.00,-776.00,3040.00,72.00,4254.00,-53.00,-270.00,0.00,33808.00,-203.00,1448.00
2006:Q1,60317.00,4333.00,15435.00,36503.00,4047.00,60317.00,-13.00,-800.00,-104.00,740.00,78.00,38222.00,671.00,1187.00,14.00,1831.00,-26.00,-123.00,0.00,16752.00,137.00,1751.00
2006:Q2,55720.00,4382.00,5338.00,41840.00,4160.00,55720.00,-12.00,-810.00,-104.00,1543.00,311.00,33680.00,1646.00,812.00,109.00,4935.00,-62.00,60.00,0.00,12974.00,302.00,336.00
2006:Q3,66073.00,4429.00,16607.00,44716.00,321.00,66073.00,-12.00,-818.00,-105.00,897.00,540.00,37373.00,141.00,205.00,57.00,3057.00,-54.00,349.00,0.00,20281.00,659.00,3503.00
2006:Q4,77743.00,4430.00,31230.00,44343.00,-2260.00,77743.00,-13.00,-818.00,-104.00,549.00,373.00,28519.00,1619.00,1018.00,542.00,1312.00,-10.00,360.00,0.00,38940.00,735.00,4721.00
2007:Q1,43390.00,3201.00,-1570.00,45576.00,-3817.00,43390.00,-3.00,-1791.00,503.00,982.00,512.00,3980.00,2744.00,360.00,106.00,1938.00,596.00,366.00,0.00,30182.00,-2488.00,5403.00
2007:Q2,76342.00,3236.00,20964.00,48353.00,3789.00,76342.00,-3.00,-1811.00,502.00,639.00,337.00,32324.00,2321.00,340.00,498.00,4415.00,531.00,375.00,0.00,33540.00,801.00,1533.00
2007:Q3,84894.00,3272.00,29470.00,47286.00,4866.00,84894.00,-3.00,-1832.00,502.00,192.00,353.00,24456.00,5229.00,723.00,247.00,3696.00,485.00,-34.00,0.00,44999.00,3665.00,2216.00
2007:Q4,59645.00,3272.00,9651.00,44548.00,2174.00,59645.00,-4.00,-1830.00,503.00,239.00,278.00,37330.00,3774.00,-4157.00,471.00,6741.00,619.00,-37.00,0.00,13397.00,1360.00,961.00
2008:Q1,43604.00,2181.00,8636.00,28909.00,3878.00,43604.00,-29.00,-575.00,-201.00,558.00,128.00,35568.00,860.00,156.00,91.00,4420.00,-2277.00,-28.00,0.00,-3129.00,7730.00,332.00
2008:Q2,41369.00,2180.00,1341.00,38456.00,-608.00,41369.00,-30.00,-739.00,-200.00,2265.00,-146.00,32473.00,1194.00,80.00,148.00,5139.00,-2122.00,-38.00,0.00,-495.00,3611.00,229.00
2008:Q3,23800.00,2205.00,-30691.00,51358.00,927.00,23800.00,-30.00,-748.00,-201.00,2824.00,-367.00,28841.00,694.00,-18.00,-347.00,4213.00,-2346.00,-457.00,0.00,-8110.00,-635.00,487.00
2008:Q4,22600.00,2205.00,-34705.00,54842.00,258.00,22600.00,-30.00,-747.00,-201.00,4767.00,-142.00,20491.00,4020.00,207.00,298.00,1145.00,-1672.00,-436.00,0.00,-4249.00,-233.00,-618.00
2009:Q1,-5018.00,-2422.00,-11945.00,4216.00,5133.00,-5018.00,-32.00,-389.00,-81.00,1091.00,-242.00,4317.00,853.00,-45.00,36.00,-3040.00,-934.00,-426.00,0.00,-10138.00,-440.00,4452.00
2009:Q2,-16667.00,-2449.00,-21939.00,3967.00,3754.00,-16667.00,-32.00,-394.00,-82.00,2910.00,219.00,-2346.00,-240.00,143.00,36.00,-2752.00,-779.00,-432.00,0.00,-9536.00,-842.00,-2540.00
2009:Q3,-25334.00,-2476.00,-34542.00,11633.00,51.00,-25334.00,-33.00,-398.00,-81.00,3612.00,398.00,-18120.00,1165.00,108.00,-242.00,-2004.00,-864.00,-16.00,0.00,-5723.00,-119.00,-3017.00
2009:Q4,-31933.00,-2476.00,-38127.00,8114.00,556.00,-31933.00,-33.00,-398.00,-82.00,-1245.00,166.00,-20616.00,-1703.00,-242.00,-344.00,-3745.00,-910.00,-14.00,0.00,-488.00,-513.00,-1766.00
2010:Q1,-23644.00,264.00,-20396.00,-2239.00,-1274.00,-23644.00,6.00,-148.00,282.00,-2346.00,75.00,-17794.00,-225.00,-339.00,-179.00,-3505.00,423.00,-18.00,0.00,-4978.00,1630.00,3472.00
2010:Q2,-46166.00,267.00,-40166.00,-5321.00,-947.00,-46166.00,6.00,-151.00,281.00,575.00,14.00,-25078.00,-1580.00,-3629.00,-5.00,-2677.00,239.00,-12.00,0.00,-8987.00,-1812.00,-3350.00
2010:Q3,-39361.00,271.00,-27882.00,-14873.00,3122.00,-39361.00,5.00,-151.00,281.00,-1538.00,428.00,-27069.00,-677.00,-47.00,-33.00,395.00,1022.00,-32.00,0.00,-9387.00,-1582.00,-976.00
2010:Q4,-29456.00,269.00,-15836.00,-13399.00,-490.00,-29456.00,6.00,-152.00,282.00,-403.00,347.00,-25146.00,352.00,60.00,-94.00,-969.00,778.00,-42.00,0.00,-2262.00,-1908.00,-305.00
2011:Q1,-25027.00,1411.00,-30613.00,-1985.00,6159.00,-25027.00,12.00,-53.00,-392.00,873.00,-67.00,-22512.00,-1515.00,367.00,-51.00,769.00,-873.00,-51.00,0.00,-2312.00,13.00,765.00
2011:Q2,-31458.00,1426.00,-34239.00,-4078.00,5432.00,-31458.00,12.00,-53.00,-392.00,1027.00,-1.00,-17128.00,-500.00,-365.00,256.00,3681.00,-930.00,-59.00,0.00,-15486.00,-4310.00,2790.00
2011:Q3,-28599.00,1442.00,-22891.00,-7898.00,748.00,-28599.00,12.00,-54.00,-392.00,285.00,13.00,-17768.00,722.00,-264.00,261.00,4737.00,-861.00,-36.00,0.00,-7093.00,-6071.00,-2090.00
