1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q1,2240294.00,275949.00,1964345.00,1834033.00,130313.00,34.00,19261.00,57544.00,220360.00,9038.00,379951.00,434554.00,346829.00,218208.00,105416.00,25036.00,-1831.00,87724.00,133425.00,2519.00,29717.00,151074.00,88528.00,-139788.00,-48422.00,-135240.00,15824.00,28050.00,-10708.00,-12264.00,1556.00,0.00,-135294.00,16064.00,218.00,25205.00,101791.00,6194.00,-2095.00,45701.00,1155.00,45629.00,84599.00,8457.00,-11230.00,-38711.00,2514.00,-246.00,-837.00,-54602.00
2001:Q2,2249482.00,438683.00,1810799.00,1846896.00,-36097.00,1596.00,18677.00,53284.00,224603.00,7087.00,217622.00,221093.00,347844.00,216481.00,108528.00,24756.00,-1922.00,-126750.00,74616.00,-2331.00,-5924.00,57319.00,-32920.00,-36069.00,-85435.00,8076.00,32775.00,8515.00,7500.00,6081.00,1419.00,0.00,-106283.00,70881.00,220.00,25443.00,93351.00,-5399.00,8827.00,201367.00,3668.00,198211.00,160824.00,34525.00,585.00,-265.00,2541.00,-250.00,-262.00,-3472.00
2001:Q3,2247680.00,253224.00,1994456.00,1854871.00,139586.00,-135.00,-16873.00,52416.00,227985.00,5554.00,431170.00,312885.00,351134.00,217519.00,110990.00,24625.00,-2000.00,-38249.00,209671.00,-71.00,-8245.00,68760.00,54667.00,21529.00,6625.00,51874.00,-1254.00,-35716.00,93135.00,91661.00,1474.00,0.00,-149655.00,-31155.00,223.00,3165.00,147915.00,-3383.00,12785.00,247920.00,2138.00,245232.00,148342.00,30102.00,1005.00,63213.00,2570.00,-253.00,803.00,118285.00
2001:Q4,2254135.00,271468.00,1982668.00,1881295.00,101373.00,239.00,-17317.00,67433.00,230728.00,8663.00,408427.00,381963.00,367924.00,234469.00,110803.00,24717.00,-2065.00,14039.00,146335.00,288.00,59070.00,3825.00,53836.00,2182.00,32304.00,-58118.00,3998.00,23998.00,-42140.00,-43363.00,1223.00,0.00,-49589.00,42518.00,223.00,20280.00,73657.00,-17347.00,-468.00,132295.00,6866.00,125828.00,114397.00,77475.00,-6506.00,-62107.00,2569.00,-252.00,-147.00,26463.00
2002:Q1,2264432.00,224418.00,2040013.00,1889405.00,150609.00,-218.00,19150.00,60713.00,232262.00,8641.00,415575.00,448651.00,367123.00,228701.00,114296.00,26164.00,-2038.00,81528.00,211462.00,-905.00,-51789.00,164577.00,-15133.00,21600.00,-15980.00,1896.00,17458.00,18226.00,-12889.00,-14686.00,1797.00,0.00,-80373.00,56807.00,1167.00,22638.00,119041.00,-18003.00,4723.00,129934.00,2112.00,123207.00,137503.00,-8311.00,-3923.00,-4451.00,2389.00,4296.00,319.00,-33076.00
2002:Q2,2284966.00,306609.00,1978357.00,1914035.00,64323.00,9.00,18241.00,59819.00,235328.00,8157.00,333080.00,252124.00,372234.00,229808.00,117861.00,26641.00,-2075.00,-120110.00,69107.00,448.00,-8315.00,18143.00,-67259.00,56170.00,-56368.00,-36867.00,43913.00,105492.00,-34234.00,-35555.00,1321.00,0.00,-37479.00,30107.00,1181.00,23527.00,92934.00,-18796.00,12680.00,189217.00,3185.00,181818.00,176078.00,34128.00,-9259.00,-21546.00,2417.00,4344.00,-130.00,80957.00
2002:Q3,2293485.00,272650.00,2020835.00,1936450.00,84386.00,-336.00,-16024.00,62845.00,238982.00,8417.00,393484.00,293523.00,378715.00,235408.00,118753.00,26656.00,-2101.00,-85192.00,109174.00,1562.00,-2024.00,118995.00,4052.00,-75211.00,-16333.00,-70184.00,7583.00,3723.00,-3920.00,-5743.00,1823.00,0.00,-23774.00,-29589.00,1194.00,14862.00,109288.00,-16285.00,10023.00,194366.00,1434.00,187818.00,195013.00,33964.00,-22951.00,-20650.00,2442.00,4392.00,722.00,99961.00
2002:Q4,2310973.00,250987.00,2059985.00,1954041.00,105944.00,-2889.00,-17617.00,55390.00,243313.00,3842.00,415533.00,362073.00,378309.00,230669.00,122982.00,26772.00,-2114.00,-16235.00,250006.00,156.00,46377.00,5081.00,46816.00,34697.00,-42070.00,-37692.00,26347.00,88112.00,-2381.00,-4155.00,1774.00,0.00,-10241.00,19899.00,1194.00,-1498.00,123843.00,-18282.00,4344.00,266241.00,5838.00,256037.00,197417.00,45399.00,12130.00,-1352.00,2443.00,4391.00,-25.00,53460.00
2003:Q1,2325107.00,221165.00,2103942.00,1973803.00,130139.00,-1951.00,19861.00,52613.00,245858.00,3610.00,403188.00,410379.00,381394.00,228504.00,127803.00,27194.00,-2107.00,28985.00,221523.00,1691.00,-32939.00,144741.00,11010.00,-94464.00,3936.00,-88327.00,-9831.00,-242.00,13350.00,12340.00,1010.00,0.00,-76768.00,33938.00,1086.00,17652.00,178405.00,12813.00,11008.00,192539.00,4090.00,186130.00,174858.00,-7885.00,7063.00,10619.00,1475.00,1627.00,692.00,-7191.00
2003:Q2,2356086.00,289247.00,2066840.00,1998617.00,68223.00,54.00,18684.00,58999.00,248574.00,2985.00,354181.00,259378.00,392114.00,236440.00,130008.00,27776.00,-2111.00,-132736.00,244780.00,2487.00,16115.00,63420.00,-55627.00,-71009.00,33981.00,-66622.00,41294.00,-79661.00,100476.00,99536.00,940.00,0.00,-45252.00,88728.00,1099.00,17933.00,104188.00,13028.00,9194.00,377517.00,3770.00,371761.00,258425.00,32808.00,-10129.00,89167.00,1490.00,1646.00,340.00,94802.00
2003:Q3,2387571.00,247650.00,2139921.00,2039551.00,100370.00,-508.00,-17663.00,64894.00,252215.00,2911.00,431724.00,319030.00,409259.00,244514.00,138533.00,28330.00,-2118.00,-90230.00,165078.00,-2969.00,-47551.00,53452.00,-83650.00,45157.00,-28655.00,163653.00,-12814.00,-77028.00,-12966.00,-13818.00,852.00,0.00,28172.00,29969.00,1111.00,19613.00,101326.00,16037.00,17378.00,255308.00,2766.00,250863.00,241760.00,37745.00,-8640.00,-21511.00,1508.00,1664.00,15.00,112694.00
2003:Q4,2422343.00,247263.00,2175080.00,2064242.00,110839.00,469.00,-16963.00,63188.00,256756.00,3618.00,444596.00,552685.00,417481.00,245390.00,145531.00,28689.00,-2129.00,135204.00,356018.00,1695.00,32948.00,40033.00,15273.00,69102.00,6994.00,113904.00,9014.00,-60810.00,-17470.00,-18494.00,1024.00,0.00,-3376.00,60133.00,1110.00,9768.00,115882.00,12117.00,18803.00,220814.00,3180.00,216075.00,197057.00,43257.00,19713.00,-45459.00,1507.00,1663.00,-104.00,-108089.00
2004:Q1,2451854.00,217921.00,2233933.00,2099644.00,134289.00,-1092.00,20546.00,64087.00,261338.00,3376.00,434700.00,622052.00,427368.00,248683.00,151441.00,29478.00,-2234.00,194685.00,386105.00,2363.00,-23222.00,163081.00,1278.00,38764.00,10528.00,-9387.00,19056.00,18567.00,40233.00,38102.00,2131.00,0.00,-66260.00,74779.00,2385.00,-348.00,136684.00,9205.00,7164.00,191421.00,3283.00,183766.00,173729.00,-6460.00,-2735.00,18046.00,1186.00,4436.00,-64.00,-187353.00
2004:Q2,2492858.00,289080.00,2203777.00,2128340.00,75438.00,-119.00,19077.00,63054.00,266777.00,3441.00,382632.00,330750.00,438491.00,250877.00,159568.00,30267.00,-2222.00,-107740.00,213800.00,2685.00,-48003.00,107866.00,-27900.00,-16728.00,-27563.00,-42078.00,53187.00,-273.00,27034.00,24863.00,2171.00,0.00,6134.00,-20726.00,2385.00,10828.00,137469.00,25726.00,7031.00,321541.00,5595.00,310738.00,273914.00,18067.00,1771.00,15799.00,1187.00,4436.00,772.00,51881.00
2004:Q3,2527613.00,274155.00,2253458.00,2162429.00,91030.00,61.00,-19443.00,62823.00,272367.00,-8777.00,454500.00,402847.00,446504.00,253824.00,164044.00,30813.00,-2176.00,-43657.00,205941.00,975.00,-31413.00,87250.00,-58758.00,56292.00,-44268.00,78406.00,34575.00,-12421.00,-9240.00,-11282.00,2042.00,0.00,-74479.00,13707.00,2411.00,9194.00,173326.00,19740.00,16936.00,249598.00,1427.00,243355.00,225893.00,50335.00,-27865.00,-6207.00,1199.00,4484.00,332.00,51653.00
2004:Q4,2580571.00,269455.00,2311116.00,2202443.00,108673.00,-231.00,-15794.00,64859.00,276595.00,3324.00,462366.00,566675.00,456002.00,257770.00,168798.00,31530.00,-2096.00,110673.00,499992.00,2900.00,44464.00,95664.00,30546.00,117091.00,47149.00,95156.00,37416.00,-62630.00,67877.00,65276.00,2601.00,0.00,-113167.00,59153.00,2411.00,10236.00,145696.00,15787.00,21334.00,389319.00,4076.00,380292.00,260850.00,55244.00,8806.00,54193.00,1199.00,4485.00,466.00,-104310.00
2005:Q1,2589764.00,241247.00,2348517.00,2228094.00,120422.00,-275.00,22156.00,63804.00,281234.00,3627.00,439401.00,447833.00,463328.00,259160.00,175745.00,30764.00,-2340.00,-15495.00,180233.00,5638.00,-15367.00,130650.00,-34808.00,-11087.00,-31780.00,-14799.00,20165.00,15327.00,-9138.00,-11933.00,2795.00,0.00,-87967.00,51864.00,2436.00,2819.00,141832.00,-3439.00,6800.00,195728.00,3101.00,188863.00,214873.00,-15145.00,-14317.00,1519.00,1933.00,3476.00,288.00,-8431.00
2005:Q2,2629641.00,376940.00,2252701.00,2273112.00,-20411.00,487.00,22314.00,67706.00,286616.00,3459.00,308625.00,378989.00,477080.00,266179.00,181993.00,31168.00,-2260.00,-98091.00,227536.00,-2853.00,-39037.00,119442.00,-6710.00,47090.00,-43337.00,69857.00,43144.00,-22574.00,12951.00,10661.00,2290.00,0.00,-83195.00,37695.00,2463.00,217.00,147353.00,-10099.00,2218.00,325627.00,2276.00,319112.00,281874.00,27415.00,9843.00,-1975.00,1955.00,3514.00,725.00,-70364.00
2005:Q3,2674514.00,302807.00,2371707.00,2315088.00,56618.00,-746.00,-17292.00,65378.00,293233.00,-29138.00,460913.00,295840.00,486022.00,267303.00,188973.00,31978.00,-2232.00,-190183.00,157492.00,2035.00,-74773.00,174271.00,19827.00,-38108.00,-15510.00,-13185.00,19406.00,-28819.00,-4673.00,-5928.00,1255.00,0.00,-102807.00,50388.00,2492.00,8186.00,123394.00,-23094.00,20355.00,347675.00,5690.00,339156.00,297202.00,45996.00,-69.00,-5948.00,1975.00,3553.00,-724.00,165073.00
2005:Q4,2720117.00,292233.00,2427884.00,2341403.00,86481.00,-267.00,-22517.00,55476.00,298070.00,157.00,462120.00,501008.00,481712.00,259603.00,192186.00,32177.00,-2254.00,19295.00,310438.00,-2737.00,15357.00,57233.00,65506.00,65545.00,-41383.00,63574.00,30288.00,13066.00,-2046.00,-1831.00,-215.00,0.00,-102038.00,52132.00,2490.00,1260.00,145257.00,-16194.00,28673.00,291143.00,3379.00,283560.00,259691.00,42170.00,4847.00,-25124.00,1976.00,3554.00,650.00,-38888.00
2006:Q1,2802619.00,265783.00,2536836.00,2378409.00,158427.00,-569.00,25707.00,63560.00,301913.00,5026.00,492599.00,532885.00,493742.00,269391.00,193575.00,33136.00,-2359.00,39143.00,351299.00,4032.00,6883.00,192822.00,3434.00,74011.00,114573.00,-18851.00,-11954.00,-9757.00,23895.00,28249.00,-2901.00,-1453.00,-208378.00,99916.00,2007.00,21367.00,121215.00,3978.00,6116.00,312156.00,2082.00,305811.00,305285.00,-28476.00,6785.00,17884.00,4333.00,4063.00,200.00,-40286.00
2006:Q2,2832557.00,456042.00,2376515.00,2412150.00,-35635.00,-125.00,22294.00,59064.00,306607.00,3787.00,303830.00,284709.00,484910.00,267916.00,185428.00,34024.00,-2456.00,-200201.00,157108.00,4787.00,-30797.00,78791.00,35920.00,14029.00,-30974.00,-52040.00,55718.00,41325.00,37170.00,40834.00,-5026.00,1362.00,-134104.00,-6897.00,2030.00,1712.00,148986.00,-480.00,5961.00,357309.00,8415.00,344614.00,301749.00,30726.00,11567.00,-3810.00,4382.00,4109.00,171.00,19121.00
2006:Q3,2860019.00,324608.00,2535411.00,2445496.00,89915.00,-548.00,-20907.00,58910.00,310654.00,3893.00,475944.00,243612.00,478101.00,270475.00,175491.00,34711.00,-2576.00,-234489.00,95333.00,-917.00,-30504.00,131337.00,21561.00,-96380.00,-53172.00,36857.00,-3068.00,-76997.00,6543.00,8749.00,-6790.00,4584.00,-94410.00,3181.00,2052.00,12422.00,135704.00,-54.00,4799.00,329822.00,63.00,325558.00,238900.00,61829.00,7783.00,12617.00,4429.00,4154.00,47.00,232332.00
2006:Q4,2898751.00,310626.00,2588125.00,2469437.00,118688.00,-534.00,-22510.00,58089.00,314621.00,3863.00,509511.00,465623.00,473397.00,272385.00,168237.00,35493.00,-2718.00,-7774.00,270305.00,-1803.00,14204.00,82561.00,156975.00,-132402.00,-127557.00,-3730.00,17574.00,-18689.00,-3390.00,-260.00,-4625.00,1495.00,-58641.00,64573.00,2052.00,14829.00,119749.00,-8937.00,20535.00,278079.00,5882.00,267893.00,151607.00,56028.00,18110.00,37718.00,4430.00,4154.00,150.00,43888.00
2007:Q1,2955149.00,296225.00,2658924.00,2504617.00,154307.00,-63.00,25397.00,58968.00,317513.00,688.00,504640.00,560544.00,467968.00,274800.00,158653.00,37148.00,-2633.00,92577.00,281272.00,3588.00,7852.00,196718.00,-1028.00,-23127.00,-13978.00,59057.00,17673.00,-85879.00,42641.00,43710.00,-4031.00,2962.00,-168243.00,110539.00,2458.00,1716.00,112657.00,-10976.00,6477.00,188695.00,2566.00,181182.00,217324.00,-16449.00,-10405.00,-12489.00,3201.00,4398.00,549.00,-55905.00
2007:Q2,2987126.00,501187.00,2485939.00,2536184.00,-50246.00,-212.00,24299.00,59099.00,320779.00,1198.00,303924.00,155537.00,464497.00,277514.00,151763.00,38003.00,-2783.00,-308960.00,-5616.00,6395.00,-60949.00,55090.00,53890.00,-61588.00,-28662.00,25232.00,39283.00,-97441.00,61768.00,66466.00,-4659.00,-39.00,-256763.00,55345.00,2486.00,6677.00,138386.00,-11611.00,5258.00,303344.00,7327.00,291540.00,205999.00,36926.00,-10818.00,56197.00,3236.00,4447.00,30.00,148387.00
2007:Q3,3011856.00,357111.00,2654745.00,2564689.00,90056.00,-533.00,-21449.00,57637.00,324175.00,1044.00,491740.00,724046.00,456766.00,278743.00,141916.00,38976.00,-2868.00,267280.00,521117.00,4914.00,-86836.00,122548.00,79243.00,414990.00,18756.00,176404.00,-9779.00,229609.00,1731.00,1164.00,-3404.00,3971.00,-157529.00,24964.00,2514.00,-3234.00,114537.00,-10914.00,14189.00,253837.00,1549.00,247325.00,192663.00,76079.00,11452.00,-36141.00,3272.00,4496.00,467.00,-232306.00
2007:Q4,3046051.00,338671.00,2707380.00,2591693.00,115687.00,-321.00,-23518.00,55435.00,326776.00,3884.00,517210.00,675594.00,445495.00,278711.00,129932.00,39741.00,-2890.00,230100.00,450051.00,2879.00,64905.00,108168.00,106490.00,160621.00,-17338.00,60524.00,-21699.00,139134.00,111480.00,113551.00,-2873.00,802.00,-319963.00,66925.00,2513.00,4812.00,134284.00,-13177.00,20113.00,219951.00,10973.00,204485.00,117448.00,54060.00,629.00,29076.00,3272.00,4496.00,-3.00,-158384.00
2008:Q1,3091746.00,296878.00,2794868.00,2608263.00,186605.00,-762.00,26779.00,48786.00,327497.00,3559.00,531788.00,752375.00,425813.00,272887.00,116786.00,38911.00,-2771.00,326563.00,482518.00,-3657.00,15329.00,184343.00,111304.00,29910.00,68747.00,-5302.00,-17682.00,-15853.00,130240.00,128876.00,-2277.00,3641.00,-74305.00,37848.00,1869.00,6279.00,116403.00,-86201.00,13156.00,155955.00,3069.00,145531.00,101019.00,-7414.00,8945.00,40800.00,2181.00,6023.00,1332.00,-220588.00
2008:Q2,3180099.00,531394.00,2648705.00,2635512.00,13193.00,-257.00,25027.00,43087.00,330093.00,4368.00,356721.00,612904.00,417394.00,269934.00,111044.00,39162.00,-2746.00,195510.00,154918.00,-5557.00,-1210.00,-63763.00,-64188.00,190231.00,62548.00,48123.00,34637.00,44923.00,-13860.00,-20903.00,6942.00,101.00,-32684.00,87004.00,1869.00,9770.00,118087.00,-78237.00,7456.00,-40592.00,10438.00,-57451.00,29084.00,18359.00,-34951.00,-72123.00,2180.00,6023.00,398.00,-256183.00
2008:Q3,3133886.00,360569.00,2773317.00,2643046.00,130271.00,-595.00,-22615.00,32632.00,330881.00,-5812.00,521616.00,818133.00,401679.00,260936.00,104467.00,39013.00,-2737.00,416454.00,591975.00,-7982.00,-26407.00,154804.00,52245.00,349123.00,31436.00,198587.00,-10257.00,129357.00,16832.00,5442.00,8303.00,3087.00,-26888.00,-36854.00,1889.00,17505.00,156642.00,-76381.00,17447.00,175521.00,-2360.00,171969.00,9861.00,23294.00,24762.00,111847.00,2205.00,6088.00,-176.00,-296518.00
2008:Q4,3096497.00,318965.00,2777532.00,2570888.00,206644.00,-545.00,-24366.00,10058.00,331982.00,5551.00,566954.00,794507.00,368706.00,240396.00,92990.00,38064.00,-2745.00,425801.00,175037.00,-634.00,188923.00,-17115.00,135187.00,241808.00,3957.00,47997.00,46127.00,143727.00,-278652.00,-280816.00,2607.00,-443.00,-74352.00,-116594.00,1891.00,23444.00,119336.00,-65254.00,17049.00,-250764.00,-489.00,-257996.00,-31136.00,65.00,5880.00,-235010.00,2205.00,6089.00,1632.00,-227553.00
2009:Q1,3015443.00,234568.00,2780875.00,2548771.00,232104.00,213.00,27851.00,9871.00,330728.00,3944.00,541121.00,763018.00,358664.00,240025.00,83136.00,38077.00,-2575.00,404354.00,348559.00,-4377.00,-3268.00,58256.00,-26072.00,238552.00,266120.00,-267305.00,53539.00,186198.00,-69430.00,-75724.00,4839.00,1455.00,70645.00,-808.00,-188.00,14666.00,99637.00,-29233.00,178.00,-55795.00,483.00,-66065.00,48770.00,-65554.00,-16639.00,-30220.00,-2422.00,10300.00,-513.00,-221897.00
2009:Q2,3029436.00,340025.00,2689410.00,2551346.00,138064.00,-604.00,22366.00,8411.00,329564.00,3450.00,449619.00,289100.00,349973.00,238303.00,76995.00,37134.00,-2459.00,-60873.00,-33071.00,72.00,56548.00,-47476.00,-70678.00,-252606.00,-19658.00,-299106.00,28519.00,37639.00,11717.00,9900.00,4671.00,-2854.00,38574.00,122052.00,-189.00,-900.00,133102.00,-28601.00,5314.00,27802.00,3738.00,15315.00,20327.00,-35166.00,18775.00,13828.00,-2449.00,10413.00,-1664.00,160519.00
2009:Q3,3016694.00,305034.00,2711660.00,2580647.00,131013.00,-732.00,-22554.00,17649.00,329434.00,-22641.00,522559.00,389177.00,362291.00,248043.00,80160.00,36454.00,-2366.00,26886.00,95787.00,428.00,-4819.00,-27326.00,-125155.00,75693.00,178599.00,-40254.00,22536.00,-85188.00,29245.00,25609.00,4373.00,-737.00,-56036.00,105966.00,-193.00,-1560.00,117532.00,-28086.00,10098.00,68901.00,1791.00,56970.00,4529.00,9846.00,19946.00,25125.00,-2476.00,10529.00,-389.00,133382.00
2009:Q4,3033219.00,272635.00,2760583.00,2594346.00,166238.00,-120.00,-22705.00,14324.00,329771.00,-13141.00,546059.00,585192.00,358344.00,244448.00,80759.00,35431.00,-2295.00,226849.00,278211.00,-3291.00,52231.00,120095.00,-45886.00,-26246.00,81757.00,-101598.00,50541.00,-56946.00,-514.00,-757.00,4501.00,-4258.00,-66469.00,106567.00,-191.00,8391.00,135856.00,-21665.00,19333.00,51362.00,839.00,42357.00,12369.00,-3721.00,6257.00,29928.00,-2476.00,10528.00,-2362.00,-39134.00
2010:Q1,3058707.00,253818.00,2804890.00,2614766.00,190124.00,-889.00,22953.00,14972.00,328525.00,-13994.00,523773.00,656408.00,355455.00,244094.00,80080.00,33506.00,-2225.00,300953.00,176767.00,-4252.00,-58939.00,82173.00,-114400.00,76623.00,140744.00,33327.00,34926.00,-132374.00,3404.00,-1756.00,3254.00,1906.00,-107211.00,108720.00,1545.00,-970.00,151931.00,45509.00,-7366.00,-124186.00,1445.00,-120931.00,-84239.00,-65444.00,34539.00,-6051.00,264.00,-7205.00,2505.00,-132635.00
2010:Q2,3103339.00,346174.00,2757165.00,2635819.00,121347.00,-436.00,22935.00,20345.00,328217.00,-2595.00,449132.00,537572.00,364804.00,249842.00,83661.00,33440.00,-2138.00,172768.00,169156.00,2869.00,-1542.00,-22644.00,-57175.00,33223.00,222530.00,-94399.00,6275.00,-101183.00,2826.00,2842.00,1667.00,-1683.00,-18109.00,33659.00,1563.00,-248.00,151786.00,41429.00,1518.00,-3612.00,-1987.00,4767.00,-17816.00,-14686.00,15967.00,21035.00,267.00,-7286.00,894.00,-88440.00
2010:Q3,3135971.00,321161.00,2814811.00,2658632.00,156179.00,-1082.00,-20584.00,22628.00,328313.00,838.00,525783.00,482947.00,359993.00,252283.00,76332.00,33454.00,-2076.00,122954.00,122407.00,2534.00,6105.00,74000.00,-14129.00,-192351.00,21132.00,10056.00,-8692.00,-214847.00,9973.00,13404.00,2023.00,-5454.00,-24588.00,40423.00,1579.00,10697.00,164624.00,38992.00,4547.00,-547.00,-2693.00,12413.00,-38677.00,25357.00,7643.00,17819.00,271.00,-7364.00,-2903.00,42836.00
2010:Q4,3179104.00,318100.00,2861004.00,2698647.00,162358.00,-821.00,-20379.00,28922.00,328923.00,-4836.00,544597.00,613902.00,368647.00,258784.00,78215.00,33688.00,-2039.00,245254.00,285942.00,3396.00,93398.00,31224.00,2289.00,-10514.00,-65953.00,55000.00,37827.00,-37388.00,920.00,8411.00,-1519.00,-5972.00,-75190.00,31455.00,1580.00,-2164.00,158591.00,41336.00,9621.00,40688.00,1972.00,43933.00,-19800.00,26639.00,-8008.00,44833.00,269.00,-7366.00,2149.00,-69305.00
2011:Q1,3269408.00,295591.00,2973816.00,2730950.00,242866.00,-755.00,27450.00,30731.00,330957.00,811.00,575538.00,635841.00,370003.00,261949.00,78003.00,32114.00,-2062.00,265838.00,260846.00,2337.00,13093.00,93525.00,-31314.00,-55602.00,-148732.00,177412.00,4908.00,-89190.00,5928.00,5617.00,1539.00,-1228.00,-40166.00,79619.00,3542.00,11332.00,118732.00,54535.00,5285.00,-4992.00,-131.00,-10163.00,-15343.00,-18007.00,-16006.00,37782.00,1411.00,4929.00,373.00,-60303.00
2011:Q2,3298693.00,440090.00,2858603.00,2763086.00,95517.00,-510.00,21142.00,28119.00,332641.00,367.00,434258.00,740447.00,370999.00,261259.00,79248.00,32475.00,-1983.00,369448.00,326672.00,-4312.00,56283.00,157072.00,-11222.00,-92981.00,-117667.00,-9802.00,-10675.00,45163.00,47106.00,47244.00,946.00,-1084.00,-78847.00,56400.00,3581.00,13659.00,118367.00,56068.00,5498.00,-42776.00,-1215.00,-47025.00,-19109.00,25082.00,-52062.00,-2362.00,1426.00,4984.00,480.00,-306189.00
2011:Q3,3336824.00,364726.00,2972097.00,2789508.00,182590.00,-540.00,-18399.00,27791.00,335567.00,-233.00,564040.00,968922.00,375865.00,263960.00,80813.00,33013.00,-1921.00,593057.00,557506.00,-914.00,130238.00,986.00,16207.00,210941.00,60834.00,13235.00,-9158.00,146030.00,10154.00,8495.00,2560.00,-901.00,-48044.00,-3034.00,3620.00,28428.00,128095.00,58884.00,21945.00,-35551.00,-4938.00,-34406.00,-16038.00,49590.00,-9396.00,-60004.00,1442.00,5039.00,-1246.00,-404883.00
2011:Q4,3349596.00,352758.00,2996838.00,2807681.00,189157.00,-595.00,-25783.00,32343.00,337317.00,1082.00,582923.00,657300.00,384423.00,270066.00,83074.00,33160.00,-1876.00,272877.00,325027.00,-7022.00,100587.00,118414.00,5825.00,10827.00,19724.00,-92639.00,-631.00,84373.00,-63283.00,-63291.00,1048.00,-1040.00,-86111.00,15351.00,3620.00,16511.00,119614.00,62056.00,28639.00,52150.00,-1196.00,48381.00,-17245.00,54399.00,22580.00,-12796.00,1443.00,5038.00,-73.00,-74377.00
2012:Q1,3415600.00,282631.00,3132969.00,2840503.00,292466.00,-781.00,37391.00,41635.00,337480.00,1623.00,631786.00,573176.00,400241.00,279277.00,87892.00,35002.00,-1930.00,172935.00,190105.00,-1103.00,33518.00,135871.00,-57817.00,-134020.00,26423.00,-59068.00,-26028.00,-75347.00,5634.00,11717.00,-3046.00,-3037.00,-82068.00,124148.00,2240.00,-13526.00,154992.00,31931.00,-9695.00,17170.00,-1758.00,15318.00,-22516.00,-10723.00,17834.00,28557.00,2166.00,1780.00,1830.00,58609.00
2012:Q2,3453520.00,460650.00,2992870.00,2853901.00,138969.00,-444.00,20228.00,39975.00,340446.00,1999.00,496718.00,747711.00,402084.00,279944.00,89219.00,34877.00,-1955.00,345627.00,412852.00,-5560.00,20112.00,71145.00,-27112.00,203181.00,132006.00,29070.00,1529.00,40576.00,11841.00,15969.00,-3601.00,-527.00,-12209.00,55632.00,2239.00,-18788.00,95914.00,22156.00,-5699.00,67225.00,-4521.00,68108.00,-17590.00,51354.00,55586.00,-23408.00,2166.00,1779.00,1859.00,-250993.00
2012:Q3,3466781.00,381105.00,3085676.00,2869223.00,216453.00,-650.00,-22785.00,41239.00,343262.00,2632.00,620457.00,542658.00,407832.00,282928.00,92438.00,34448.00,-1981.00,134826.00,207275.00,1340.00,-2189.00,42116.00,21897.00,-82985.00,-48910.00,38921.00,-47058.00,-25938.00,1926.00,8451.00,-3049.00,-3476.00,11567.00,75001.00,2263.00,-1055.00,121318.00,19679.00,-3603.00,72449.00,-3417.00,73665.00,-9274.00,59847.00,-4434.00,25336.00,2190.00,1798.00,403.00,77798.00
2012:Q4,3579218.00,387014.00,3192204.00,2893394.00,298810.00,-581.00,-30223.00,44207.00,345855.00,-11308.00,729821.00,693643.00,416805.00,287364.00,98364.00,33084.00,-2006.00,276838.00,398644.00,-2557.00,128336.00,163118.00,64873.00,-56988.00,113101.00,-77079.00,-50195.00,-42815.00,-1825.00,3367.00,-3183.00,-2009.00,-100014.00,49568.00,2264.00,2883.00,123735.00,15743.00,9508.00,121806.00,-4199.00,127665.00,-15625.00,63609.00,41836.00,35654.00,2191.00,1800.00,-3460.00,36177.00
2013:Q1,3476049.00,317271.00,3158778.00,2917224.00,241555.00,-580.00,38790.00,48286.00,348082.00,4512.00,594040.00,808028.00,428955.00,292011.00,103252.00,35689.00,-1997.00,379072.00,356462.00,3219.00,33446.00,56128.00,-49387.00,-104460.00,61019.00,-41464.00,2845.00,-126860.00,-13815.00,-11690.00,-337.00,-1788.00,94137.00,169844.00,1391.00,-1121.00,118539.00,44975.00,3567.00,-22610.00,-1594.00,-20644.00,-21639.00,871.00,-6317.00,4243.00,2198.00,-1384.00,1012.00,-213988.00
2013:Q2,3504292.00,552538.00,2951754.00,2924381.00,27373.00,-341.00,22550.00,45791.00,351894.00,4779.00,397388.00,555678.00,431901.00,291735.00,107705.00,34453.00,-1991.00,123777.00,163712.00,3812.00,-26636.00,12195.00,-5916.00,-166467.00,-18015.00,-21567.00,-8242.00,-118643.00,49387.00,51830.00,-665.00,-1778.00,111166.00,5818.00,1406.00,3688.00,122755.00,43933.00,8571.00,39935.00,-3082.00,42511.00,-7319.00,43293.00,8308.00,-3994.00,2223.00,-1397.00,1903.00,-158290.00
