1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1997:Q3,739084.00,53820.00,201945.00,409246.00,318586.00,8724.00,77813.00,4124.00,74072.00,739084.00,624133.00,354653.00,163499.00,103898.00,0.00,2084.00,114868.00,32452.00,168.00,0.00,180.00,0.00,43632.00,9432.00,15964.00,13040.00,0.00,83.00,739084.00,47636.00,4696.00,26393.00,-1516.00,14367.00,3696.00,675136.00,0.00,196712.00,-37451.00,2088.00,18139.00,-32.00,3095.00,1220.00,888.00,3436.00,23968.00,96982.00,148774.00,138992.00,6612.00,71708.00,-1056.00,1060.00,16311.00
1997:Q4,734777.00,152166.00,224524.00,266630.00,172589.00,21680.00,68232.00,4128.00,91456.00,734777.00,597719.00,301198.00,180961.00,117753.00,0.00,-2192.00,117049.00,30156.00,336.00,0.00,-336.00,0.00,-30018.00,43952.00,73216.00,-256.00,0.00,20008.00,734777.00,159579.00,63160.00,85999.00,-1176.00,7540.00,4056.00,538702.00,0.00,135533.00,19193.00,1744.00,18025.00,-552.00,-4950.00,-184.00,900.00,3432.00,29910.00,148965.00,257161.00,-108155.00,15556.00,18380.00,2684.00,1060.00,36495.00
1998:Q1,874549.00,122051.00,245221.00,473825.00,373902.00,26428.00,68971.00,4524.00,33452.00,874549.00,647558.00,425226.00,53754.00,168638.00,0.00,-60.00,230990.00,75713.00,488.00,0.00,8.00,0.00,8704.00,30308.00,113572.00,2196.00,0.00,-3998.00,874549.00,79713.00,92932.00,-34483.00,7556.00,9588.00,4120.00,798328.00,0.00,276101.00,-24138.00,1276.00,16427.00,-108.00,7620.00,124.00,4264.00,2264.00,84984.00,104333.00,222373.00,55093.00,11316.00,34968.00,716.00,716.00,-3492.00
1998:Q2,973530.00,194171.00,192698.00,421637.00,316781.00,28780.00,71504.00,4572.00,165024.00,973530.00,796466.00,487457.00,119459.00,189118.00,0.00,432.00,170404.00,69004.00,244.00,0.00,-612.00,0.00,-3724.00,33124.00,62868.00,9500.00,0.00,6660.00,973530.00,62041.00,49360.00,-12309.00,7556.00,13387.00,4048.00,914268.00,0.00,184560.00,18120.00,3868.00,11439.00,-172.00,7796.00,180.00,8032.00,3636.00,54529.00,239675.00,277062.00,47499.00,13104.00,44888.00,-1120.00,1172.00,-2779.00
1998:Q3,923078.00,122060.00,273799.00,432963.00,301289.00,33616.00,93433.00,4624.00,94256.00,923078.00,631872.00,309310.00,144230.00,177276.00,0.00,1056.00,302594.00,71431.00,1048.00,0.00,1620.00,0.00,14775.00,68596.00,132676.00,12448.00,0.00,-11389.00,923078.00,113502.00,148220.00,-43603.00,7560.00,2306.00,-980.00,814570.00,0.00,197335.00,-1553.00,2604.00,10710.00,-1028.00,5687.00,568.00,3272.00,2340.00,83294.00,239002.00,194705.00,84542.00,2752.00,-10436.00,40.00,736.00,-4995.00
1998:Q4,1061192.00,94958.00,263955.00,606583.00,434187.00,48288.00,119484.00,4624.00,95696.00,1061192.00,891613.00,466900.00,244584.00,181046.00,0.00,-916.00,163352.00,139759.00,432.00,0.00,1752.00,0.00,4377.00,31088.00,-30152.00,16096.00,0.00,6227.00,1061192.00,19175.00,-20684.00,18220.00,7552.00,-2929.00,17016.00,1034731.00,0.00,320637.00,-62173.00,1628.00,16804.00,204.00,13805.00,-1700.00,3644.00,2420.00,176766.00,187691.00,214104.00,152422.00,-13680.00,14212.00,7184.00,764.00,7286.00
1999:Q1,983545.00,55824.00,190059.00,615889.00,462342.00,38116.00,111380.00,4052.00,121773.00,983545.00,925639.00,542203.00,194232.00,189204.00,0.00,0.00,71202.00,77419.00,1528.00,0.00,3252.00,0.00,10636.00,584.00,-26732.00,4516.00,0.00,-13296.00,983545.00,-39558.00,-11048.00,-37853.00,-1744.00,6607.00,4480.00,958967.00,0.00,199555.00,-70638.00,-2588.00,25831.00,-192.00,5846.00,1812.00,1532.00,1556.00,80444.00,394648.00,186218.00,107862.00,-3600.00,31592.00,-2096.00,1184.00,64137.00
1999:Q2,832499.00,54654.00,156600.00,505259.00,388003.00,25708.00,87457.00,4092.00,115985.00,832499.00,707600.00,524969.00,38395.00,143909.00,0.00,328.00,142120.00,106857.00,1356.00,0.00,2980.00,0.00,-2405.00,-13556.00,16236.00,30652.00,0.00,-17222.00,832499.00,7405.00,9796.00,-13698.00,-2368.00,12055.00,1620.00,910310.00,0.00,192777.00,-62145.00,5484.00,17432.00,108.00,16661.00,1816.00,4700.00,4144.00,110814.00,274462.00,163090.00,83730.00,-1872.00,92852.00,2464.00,3792.00,-85216.00
1999:Q3,1107225.00,109793.00,250874.00,617341.00,466178.00,42424.00,104599.00,4140.00,129217.00,1107225.00,896658.00,539760.00,146264.00,210778.00,0.00,-144.00,211428.00,132975.00,2776.00,0.00,1096.00,0.00,9397.00,4820.00,60528.00,-164.00,0.00,-861.00,1107225.00,48167.00,82412.00,-48349.00,-2368.00,15095.00,1376.00,1094181.00,0.00,386034.00,1912.00,2460.00,29893.00,208.00,11634.00,1812.00,-452.00,3304.00,152584.00,230747.00,177719.00,96445.00,-424.00,8152.00,-10792.00,2944.00,-35123.00
1999:Q4,1225158.00,136080.00,449043.00,557606.00,393629.00,55136.00,104700.00,4140.00,82429.00,1225158.00,887558.00,550372.00,112526.00,231361.00,0.00,-6700.00,351550.00,99397.00,3296.00,0.00,-4428.00,0.00,37533.00,8588.00,188468.00,18696.00,0.00,-13950.00,1225158.00,150707.00,176276.00,-17148.00,-2368.00,-16365.00,10312.00,1109145.00,0.00,444397.00,-7901.00,3780.00,33463.00,-280.00,11043.00,1812.00,7328.00,2476.00,90653.00,198390.00,5649.00,139483.00,4140.00,168436.00,4176.00,2100.00,-34694.00
2000:Q1,1481175.00,103470.00,706159.00,548385.00,395348.00,27212.00,128293.00,-2468.00,123161.00,1481175.00,1186935.00,738034.00,262807.00,185947.00,0.00,148.00,302426.00,57840.00,-2936.00,0.00,-736.00,0.00,-12529.00,5916.00,245532.00,9340.00,0.00,-8187.00,1481175.00,221585.00,235164.00,-21707.00,-652.00,7241.00,1540.00,1230794.00,0.00,485694.00,-26147.00,5648.00,36870.00,2520.00,1526.00,852.00,-5548.00,4992.00,66903.00,133026.00,103481.00,198241.00,-15488.00,236608.00,-2864.00,4480.00,28796.00
2000:Q2,998016.00,196397.00,29730.00,577720.00,431542.00,33708.00,114938.00,-2468.00,194169.00,998016.00,945051.00,513014.00,195805.00,235997.00,0.00,236.00,51893.00,111974.00,908.00,0.00,-1080.00,0.00,9716.00,-2596.00,-73004.00,5976.00,0.00,1071.00,998016.00,-41180.00,-62520.00,16134.00,-656.00,8866.00,-3004.00,1051525.00,0.00,523712.00,27596.00,4256.00,33532.00,-2796.00,15311.00,356.00,1764.00,4976.00,137966.00,153111.00,78877.00,124388.00,-2052.00,-62528.00,8584.00,4472.00,-12330.00
2000:Q3,866699.00,58739.00,53648.00,559119.00,450113.00,21304.00,90198.00,-2496.00,195193.00,866699.00,821665.00,637955.00,32312.00,150462.00,0.00,936.00,39413.00,-27464.00,1108.00,0.00,-348.00,0.00,9846.00,-12704.00,84000.00,-15024.00,0.00,5620.00,866699.00,112713.00,79780.00,25150.00,-652.00,7832.00,604.00,806309.00,0.00,287243.00,21400.00,4240.00,23963.00,-680.00,15827.00,176.00,-11840.00,3884.00,-17706.00,229843.00,148074.00,95396.00,-4428.00,16444.00,-8988.00,3460.00,-52323.00
2000:Q4,1031706.00,93982.00,196177.00,547890.00,423079.00,35100.00,92206.00,-2496.00,193657.00,1031706.00,748452.00,412941.00,138038.00,197277.00,0.00,196.00,251651.00,30263.00,1028.00,0.00,-712.00,0.00,7564.00,9164.00,186596.00,17748.00,0.00,31604.00,1031706.00,210181.00,195660.00,11131.00,-652.00,8262.00,-4220.00,794479.00,0.00,126482.00,51235.00,-2272.00,27071.00,-160.00,3736.00,-448.00,1364.00,3444.00,67069.00,282876.00,258936.00,127943.00,-2056.00,-153280.00,-468.00,3008.00,27046.00
2001:Q1,495473.00,-24085.00,-126593.00,472185.00,503320.00,19176.00,-54075.00,3764.00,173966.00,495473.00,476434.00,433086.00,-117390.00,160441.00,0.00,296.00,26865.00,48731.00,-608.00,0.00,-2388.00,0.00,44474.00,-10344.00,-53888.00,888.00,0.00,-7826.00,495473.00,-71409.00,-42832.00,-30914.00,3368.00,1318.00,-2348.00,550728.00,0.00,286588.00,-19380.00,2964.00,19577.00,24.00,7022.00,-6756.00,-1040.00,-8776.00,76656.00,161149.00,59463.00,125321.00,-464.00,-155788.00,4308.00,-140.00,16154.00
2001:Q2,827963.00,-108243.00,59259.00,749965.00,619651.00,45300.00,81206.00,3808.00,126982.00,827963.00,859208.00,713795.00,-26399.00,171693.00,0.00,120.00,7946.00,-12239.00,848.00,0.00,96.00,0.00,7869.00,8228.00,28072.00,-24928.00,0.00,-39191.00,827963.00,19740.00,30000.00,-26636.00,3356.00,8468.00,4552.00,823774.00,0.00,126146.00,-63790.00,5564.00,19652.00,120.00,9142.00,-652.00,-5436.00,-10592.00,26356.00,432414.00,153331.00,132727.00,-3520.00,2712.00,-236.00,-164.00,-15551.00
2001:Q3,1541049.00,-33265.00,672793.00,814307.00,618561.00,37696.00,154202.00,3848.00,87214.00,1541049.00,1143138.00,946377.00,47497.00,149580.00,0.00,-316.00,405922.00,20423.00,1516.00,0.00,3460.00,0.00,-7581.00,-14108.00,375788.00,26424.00,0.00,-8011.00,1541049.00,395496.00,372540.00,21512.00,3364.00,6616.00,-8536.00,1079583.00,0.00,7750.00,9102.00,2036.00,21854.00,160.00,14798.00,-532.00,1764.00,-5696.00,53639.00,495632.00,274966.00,-47482.00,2376.00,249392.00,-92.00,-84.00,65971.00
2001:Q4,221337.00,-180235.00,-509892.00,697391.00,470748.00,64276.00,158519.00,3848.00,214074.00,221337.00,380790.00,366342.00,-158068.00,172217.00,0.00,300.00,-138861.00,36201.00,4400.00,0.00,1384.00,0.00,37402.00,12856.00,-203672.00,-27432.00,0.00,-20592.00,221337.00,-148416.00,-168560.00,14695.00,3364.00,-938.00,3024.00,442854.00,0.00,55356.00,-38968.00,20628.00,25077.00,660.00,8322.00,-796.00,160.00,-4156.00,99015.00,264961.00,269452.00,-11158.00,3212.00,-246060.00,-2788.00,-64.00,-73101.00
2002:Q1,803988.00,-32151.00,-73245.00,801114.00,695549.00,24864.00,73912.00,6788.00,108270.00,803988.00,856289.00,738207.00,-37647.00,154649.00,0.00,1080.00,-45126.00,-15989.00,2392.00,0.00,2388.00,0.00,8259.00,5896.00,-56604.00,8532.00,0.00,-7176.00,803988.00,-83449.00,-51556.00,-30342.00,-632.00,5058.00,-5976.00,887888.00,0.00,24063.00,21558.00,-272.00,33112.00,0.00,9480.00,2384.00,-236.00,420.00,30962.00,522545.00,179210.00,85013.00,-1388.00,-18580.00,568.00,-952.00,-451.00
2002:Q2,539554.00,-133058.00,-226380.00,768106.00,616579.00,40368.00,104295.00,6864.00,130886.00,539554.00,626529.00,580246.00,-107081.00,153024.00,0.00,340.00,-101597.00,-31235.00,2000.00,0.00,1236.00,0.00,37474.00,26816.00,-133096.00,-4792.00,0.00,14622.00,539554.00,-133270.00,-136936.00,1762.00,-628.00,8940.00,-6408.00,665893.00,0.00,104296.00,-40238.00,1944.00,22365.00,84.00,6729.00,-104.00,-636.00,508.00,21581.00,354574.00,184820.00,88881.00,9344.00,-87068.00,-40.00,-1148.00,6930.00
2002:Q3,1001691.00,-82321.00,27179.00,962031.00,809416.00,29060.00,116619.00,6936.00,94802.00,1001691.00,932426.00,720959.00,62133.00,148641.00,0.00,692.00,93448.00,49012.00,3140.00,0.00,1972.00,0.00,88615.00,5364.00,-43120.00,-11536.00,0.00,-24183.00,1001691.00,16890.00,-15680.00,33937.00,-624.00,8193.00,-8936.00,929869.00,0.00,453010.00,-33160.00,3976.00,18255.00,4.00,6792.00,264.00,644.00,348.00,114729.00,168398.00,122730.00,145108.00,14040.00,-84632.00,152.00,-788.00,54931.00
2002:Q4,1038596.00,-146509.00,-2495.00,1100837.00,903108.00,66080.00,124709.00,6940.00,86762.00,1038596.00,1126408.00,956107.00,18700.00,151189.00,0.00,412.00,-68573.00,9223.00,364.00,0.00,2496.00,0.00,-67124.00,13812.00,-32428.00,5084.00,0.00,-19240.00,1038596.00,13020.00,-9524.00,13319.00,-636.00,9885.00,-24.00,1046478.00,0.00,436011.00,-63816.00,-16360.00,23668.00,328.00,13642.00,-196.00,684.00,772.00,96925.00,261758.00,185144.00,95650.00,18716.00,-7716.00,3012.00,-1744.00,-20903.00
2003:Q1,1111166.00,-19851.00,168367.00,845590.00,703616.00,44796.00,109246.00,-12068.00,117060.00,1111166.00,984620.00,920379.00,-18586.00,82620.00,0.00,208.00,116570.00,50464.00,2772.00,0.00,4432.00,0.00,-2254.00,-1260.00,69328.00,-6912.00,0.00,9976.00,1111166.00,17292.00,53400.00,-27224.00,116.00,-8681.00,-320.00,1121261.00,0.00,313659.00,-9563.00,3368.00,27554.00,20.00,9729.00,-280.00,796.00,-1000.00,157444.00,287936.00,215484.00,79018.00,-6440.00,45420.00,-1060.00,-824.00,-27386.00
2003:Q2,1813806.00,-62184.00,712880.00,1034190.00,851792.00,73000.00,121602.00,-12204.00,128920.00,1813806.00,1335786.00,1362771.00,-92645.00,65768.00,0.00,-108.00,499892.00,-27931.00,1592.00,0.00,1476.00,0.00,50616.00,-3360.00,425052.00,52448.00,0.00,-21873.00,1813806.00,421344.00,401904.00,2985.00,120.00,983.00,15352.00,1378552.00,0.00,366806.00,-21548.00,4108.00,25471.00,-236.00,11905.00,-680.00,5996.00,-972.00,85897.00,278825.00,57032.00,166296.00,28412.00,355840.00,16204.00,-804.00,13910.00
2003:Q3,1022381.00,-69431.00,-96471.00,1092318.00,889069.00,64612.00,150974.00,-12336.00,95964.00,1022381.00,1041705.00,955657.00,18350.00,67353.00,0.00,344.00,-15688.00,39719.00,3324.00,0.00,3144.00,0.00,-10739.00,16568.00,-74668.00,6964.00,0.00,-3636.00,1022381.00,-30772.00,-51864.00,28750.00,120.00,-4690.00,-3088.00,1041066.00,0.00,337851.00,-46125.00,4652.00,36160.00,-32.00,9678.00,140.00,-5372.00,-940.00,166120.00,310483.00,102454.00,181253.00,28068.00,-83272.00,732.00,-784.00,12087.00
2003:Q4,849469.00,-33927.00,-192470.00,994110.00,812739.00,96956.00,96751.00,-12336.00,81756.00,849469.00,858655.00,860503.00,-81599.00,79882.00,0.00,-132.00,-14838.00,42329.00,980.00,0.00,2500.00,0.00,-14375.00,22072.00,-77800.00,9456.00,0.00,5652.00,849469.00,-118371.00,-69880.00,-58647.00,112.00,2692.00,7352.00,969839.00,0.00,269868.00,-27705.00,5664.00,44150.00,680.00,12144.00,468.00,-4216.00,-1528.00,56993.00,464244.00,228651.00,65041.00,32852.00,-180252.00,4060.00,-1276.00,-1998.00
2004:Q1,1629065.00,-27026.00,418562.00,1105789.00,856146.00,41580.00,195667.00,12396.00,131741.00,1629065.00,1294982.00,935733.00,78747.00,280226.00,0.00,276.00,349065.00,127071.00,-2672.00,0.00,-364.00,0.00,29090.00,21192.00,169772.00,4976.00,0.00,-14982.00,1629065.00,164239.00,160932.00,-23522.00,4552.00,15741.00,6536.00,1498979.00,0.00,613899.00,-23742.00,5804.00,43209.00,236.00,11816.00,-268.00,-5376.00,5940.00,119250.00,-9974.00,348678.00,284634.00,27772.00,76332.00,968.00,-200.00,-34153.00
2004:Q2,1727394.00,64952.00,257165.00,1329899.00,1098270.00,70348.00,148881.00,12400.00,75377.00,1727394.00,1466221.00,1161162.00,65718.00,239105.00,0.00,236.00,253967.00,100981.00,4876.00,0.00,2704.00,0.00,31338.00,36864.00,84628.00,-7424.00,0.00,7206.00,1727394.00,154211.00,108136.00,27365.00,4556.00,-10735.00,24888.00,1576014.00,0.00,578913.00,9837.00,9352.00,41933.00,296.00,8884.00,-180.00,-5200.00,11392.00,53583.00,90117.00,419524.00,247804.00,43984.00,69052.00,-2880.00,-396.00,-2830.00
2004:Q3,1420720.00,48272.00,-22782.00,1264298.00,995184.00,48160.00,208422.00,12532.00,130933.00,1420720.00,1409267.00,922397.00,238452.00,248198.00,0.00,220.00,20976.00,-20438.00,924.00,0.00,96.00,0.00,30454.00,18840.00,-36636.00,27736.00,0.00,-9523.00,1420720.00,18888.00,-36960.00,42092.00,4548.00,-56.00,9264.00,1372936.00,0.00,593443.00,-19820.00,7520.00,36069.00,456.00,19546.00,268.00,-2380.00,9940.00,-26455.00,51062.00,588436.00,139103.00,-4296.00,-21264.00,1648.00,-340.00,28896.00
2004:Q4,2283142.00,125130.00,623257.00,1404062.00,1137796.00,53732.00,199998.00,12536.00,130693.00,2283142.00,1905503.00,1453305.00,200194.00,251464.00,0.00,540.00,371028.00,67586.00,6076.00,0.00,9696.00,0.00,29218.00,53744.00,245292.00,-40584.00,0.00,6611.00,2283142.00,311182.00,271508.00,14009.00,4552.00,4117.00,16996.00,1938861.00,0.00,650945.00,53688.00,10428.00,39202.00,320.00,23059.00,-696.00,-8624.00,11208.00,95596.00,31863.00,479789.00,188076.00,151428.00,222712.00,-9748.00,-384.00,33099.00
2005:Q1,1509431.00,132771.00,149046.00,1114048.00,885240.00,43156.00,176660.00,8992.00,113566.00,1509431.00,1445024.00,910198.00,216549.00,317961.00,0.00,316.00,53123.00,86646.00,1536.00,4.00,-1608.00,0.00,-7939.00,28184.00,-46140.00,-7560.00,0.00,11284.00,1509431.00,-71649.00,-36552.00,-24185.00,5344.00,-26036.00,9780.00,1480146.00,0.00,471897.00,86737.00,9656.00,49521.00,172.00,14477.00,-348.00,-5604.00,8992.00,50169.00,83250.00,628064.00,39403.00,30708.00,14816.00,-4868.00,3104.00,100934.00
2005:Q2,2076570.00,231489.00,224733.00,1508058.00,1192178.00,62804.00,243987.00,9088.00,112290.00,2076570.00,1934044.00,1269247.00,322296.00,342044.00,0.00,456.00,168010.00,107494.00,3144.00,8.00,2260.00,0.00,-27308.00,30184.00,44704.00,7524.00,0.00,-25484.00,2076570.00,89128.00,51804.00,21809.00,5348.00,1983.00,8184.00,1954051.00,0.00,671917.00,75300.00,9332.00,46436.00,244.00,15630.00,-84.00,-7800.00,10820.00,80862.00,163650.00,760140.00,83101.00,48152.00,-2328.00,-5060.00,3740.00,33390.00
2005:Q3,1673103.00,65572.00,-23248.00,1533825.00,1225130.00,58772.00,240731.00,9192.00,96954.00,1673103.00,1702686.00,1223385.00,128344.00,349992.00,0.00,964.00,-43549.00,-63249.00,300.00,36.00,380.00,0.00,25875.00,27452.00,-21960.00,-12384.00,0.00,13966.00,1673103.00,46046.00,-18692.00,24070.00,5348.00,7140.00,28180.00,1610208.00,0.00,638655.00,53459.00,6276.00,48793.00,504.00,9946.00,-112.00,10312.00,8712.00,-98630.00,145453.00,704136.00,55960.00,38580.00,-15648.00,804.00,3008.00,16849.00
2005:Q4,2014536.00,254496.00,94989.00,1586117.00,1212788.00,78396.00,285745.00,9188.00,78934.00,2014536.00,1872299.00,1119933.00,394436.00,357162.00,0.00,768.00,99992.00,31741.00,8148.00,72.00,492.00,0.00,29992.00,4328.00,5252.00,19968.00,0.00,42245.00,2014536.00,4031.00,-8184.00,-13598.00,5344.00,4529.00,15940.00,2036475.00,0.00,454519.00,88624.00,11796.00,37354.00,288.00,28484.00,-324.00,-3176.00,13656.00,16343.00,265507.00,904688.00,290420.00,-4188.00,-92276.00,20044.00,4716.00,-25969.00
2006:Q1,2403537.00,299892.00,430003.00,1594656.00,1274588.00,47836.00,268996.00,3236.00,78986.00,2403537.00,2148084.00,1388058.00,347464.00,412266.00,0.00,296.00,267034.00,93634.00,-236.00,20.00,2816.00,0.00,-14172.00,21208.00,140660.00,23104.00,0.00,-11581.00,2403537.00,107687.00,95580.00,5851.00,-1540.00,3888.00,3908.00,2244885.00,0.00,672215.00,106741.00,4512.00,43844.00,56.00,26011.00,-220.00,-1440.00,7328.00,101934.00,327590.00,760477.00,73032.00,39096.00,82896.00,-1768.00,2580.00,50965.00
2006:Q2,2356878.00,236614.00,429914.00,1575529.00,1322623.00,29024.00,220610.00,3272.00,114821.00,2356878.00,2078290.00,1435169.00,220822.00,421388.00,0.00,912.00,248511.00,100849.00,6844.00,-28.00,1320.00,0.00,-44738.00,21220.00,166216.00,-3172.00,0.00,30077.00,2356878.00,160541.00,148680.00,-18003.00,-1544.00,15884.00,15524.00,2171142.00,0.00,730268.00,96749.00,-788.00,43235.00,436.00,36936.00,-348.00,708.00,9824.00,153105.00,267167.00,713338.00,124432.00,9388.00,-2720.00,-14048.00,3460.00,25196.00
2006:Q3,1446201.00,81482.00,-77324.00,1318043.00,1020030.00,35328.00,259381.00,3304.00,124000.00,1446201.00,1587353.00,1114363.00,59348.00,413062.00,0.00,580.00,-124666.00,-174545.00,1952.00,-76.00,2468.00,0.00,-1517.00,11428.00,36968.00,-1344.00,0.00,-16486.00,1446201.00,11196.00,26172.00,-40175.00,-1548.00,-281.00,27028.00,1489585.00,0.00,385622.00,65864.00,2280.00,33334.00,228.00,23042.00,-324.00,4100.00,7432.00,-137166.00,268373.00,669302.00,105343.00,1440.00,57740.00,356.00,2616.00,-54580.00
2006:Q4,1809776.00,174519.00,420007.00,1052628.00,702563.00,56332.00,290426.00,3308.00,162621.00,1809776.00,1746389.00,1037914.00,292983.00,414900.00,0.00,592.00,27433.00,37225.00,8356.00,-152.00,4428.00,0.00,8976.00,-47444.00,9088.00,6956.00,0.00,35954.00,1809776.00,3943.00,-13560.00,-3526.00,-1544.00,3937.00,18636.00,1802457.00,0.00,339791.00,46461.00,9396.00,27286.00,2168.00,26607.00,-320.00,4232.00,14620.00,88126.00,307414.00,765998.00,73381.00,-91448.00,179744.00,3860.00,5140.00,3376.00
2007:Q1,1941849.00,223330.00,434410.00,1157787.00,887722.00,67416.00,198076.00,4572.00,126322.00,1941849.00,1684626.00,885932.00,329335.00,468511.00,0.00,848.00,257839.00,43118.00,-10544.00,-24.00,4964.00,0.00,41341.00,10548.00,170380.00,-1944.00,0.00,-616.00,1941849.00,215563.00,170564.00,84.00,7444.00,11672.00,25800.00,1646706.00,0.00,235111.00,97647.00,-4400.00,30277.00,424.00,30327.00,2220.00,4308.00,43308.00,37298.00,479273.00,658227.00,20915.00,49524.00,-39188.00,-6640.00,8076.00,79580.00
2007:Q2,2519756.00,295836.00,825238.00,1259884.00,882229.00,68788.00,304247.00,4620.00,138798.00,2519756.00,2070624.00,1214015.00,400087.00,455817.00,0.00,704.00,407200.00,49085.00,10592.00,8.00,12608.00,0.00,17284.00,6956.00,257948.00,52720.00,0.00,41932.00,2519756.00,274524.00,247072.00,-13171.00,7440.00,16067.00,17116.00,2198045.00,0.00,559014.00,113129.00,88.00,29958.00,1992.00,36713.00,2216.00,4412.00,46048.00,121961.00,485977.00,583172.00,6149.00,-36736.00,234484.00,880.00,8588.00,47187.00
2007:Q3,2719126.00,501996.00,816244.00,1218547.00,790782.00,87988.00,335105.00,4672.00,182340.00,2719126.00,1969725.00,811872.00,694114.00,463127.00,0.00,612.00,712421.00,496371.00,37904.00,3008.00,24116.00,0.00,114141.00,2456.00,19868.00,14556.00,0.00,36980.00,2719126.00,-6332.00,6924.00,-37873.00,7444.00,-967.00,18140.00,2502579.00,0.00,758525.00,199346.00,6544.00,34568.00,988.00,27427.00,2216.00,-400.00,28436.00,633595.00,660981.00,264952.00,48920.00,-29304.00,-141276.00,1756.00,5304.00,222879.00
2007:Q4,2406964.00,344658.00,1033872.00,873426.00,526418.00,122680.00,219656.00,4672.00,155007.00,2406964.00,1634504.00,786312.00,382124.00,465568.00,0.00,500.00,746216.00,202954.00,15708.00,-52.00,13208.00,0.00,38298.00,17956.00,433452.00,24692.00,0.00,26244.00,2406964.00,451668.00,445920.00,-16672.00,7444.00,352.00,14624.00,1895750.00,0.00,597642.00,100311.00,-12904.00,37457.00,1884.00,47952.00,2216.00,-428.00,26480.00,301622.00,877833.00,-205443.00,20916.00,-35764.00,124224.00,6816.00,4936.00,59546.00
2008:Q1,2416804.00,595517.00,1024507.00,637982.00,357638.00,64140.00,194341.00,21864.00,158798.00,2416804.00,1465721.00,735917.00,377935.00,351429.00,0.00,440.00,900627.00,212153.00,-15200.00,116.00,11620.00,0.00,13342.00,24572.00,669228.00,-15204.00,0.00,50456.00,2416804.00,541008.00,520960.00,1436.00,-2976.00,13920.00,7668.00,1907544.00,158972.00,670604.00,73230.00,2860.00,36307.00,364.00,43503.00,-8012.00,-332.00,12716.00,261948.00,579217.00,-142489.00,98866.00,-56444.00,162332.00,-1580.00,15484.00,-31749.00
2008:Q2,231746.00,55311.00,-222787.00,335085.00,81479.00,65820.00,165922.00,21864.00,64138.00,231746.00,317695.00,-179554.00,145633.00,350800.00,0.00,816.00,-71373.00,8362.00,27600.00,420.00,5188.00,0.00,11869.00,-21276.00,-295928.00,77080.00,115312.00,-14576.00,231746.00,-32264.00,-55440.00,-12465.00,-2964.00,44025.00,-5420.00,335757.00,-37840.00,109733.00,12498.00,-1100.00,42540.00,592.00,35333.00,-8004.00,-452.00,10388.00,136846.00,631311.00,-255769.00,-43242.00,-21516.00,-292868.00,4656.00,12652.00,-71746.00
2008:Q3,2268846.00,1355124.00,828538.00,111105.00,-28623.00,27290.00,90331.00,22108.00,-25922.00,2268846.00,891883.00,519971.00,74701.00,296112.00,0.00,1100.00,1354851.00,185501.00,32400.00,2804.00,34488.00,0.00,-45058.00,17528.00,852376.00,29840.00,244972.00,22112.00,2268846.00,48118.00,67328.00,-28424.00,-2972.00,28590.00,-16404.00,2259108.00,1038088.00,210323.00,78312.00,540.00,41114.00,-1388.00,44299.00,-8008.00,-5384.00,24764.00,239011.00,502065.00,-258977.00,-101796.00,-20856.00,449588.00,-2744.00,30156.00,-38380.00
2008:Q4,-1873458.00,742892.00,-2514918.00,-41637.00,-177201.00,38431.00,74898.00,22236.00,-59796.00,-1873458.00,-1062829.00,-1068120.00,-299422.00,303729.00,0.00,984.00,-807185.00,-405908.00,-11600.00,2140.00,43204.00,0.00,-8481.00,5032.00,-1812644.00,-38352.00,1419424.00,-3444.00,-1873458.00,-1053996.00,-1114608.00,-1401.00,-2976.00,69597.00,-4608.00,-782690.00,802424.00,-168116.00,84705.00,-1800.00,26616.00,1192.00,23009.00,-8012.00,-5116.00,1744.00,-236533.00,317103.00,-383897.00,-208803.00,-87356.00,-949508.00,7528.00,2132.00,-36772.00
